r,t,y,CapitalInvestment
REGION1,DEMAGRELC002,2015,5.9991
REGION1,DEMAGRELC002,2016,0.8271
REGION1,DEMAGRELC002,2017,0.9975
REGION1,DEMAGRELC002,2018,1.1707
REGION1,DEMAGRELC002,2019,1.257
REGION1,DEMAGRELC002,2020,1.4485
REGION1,DEMAGRELC002,2021,1.7128
REGION1,DEMAGRELC002,2022,1.924
REGION1,DEMAGRELC002,2023,2.164
REGION1,DEMAGRELC002,2024,1.6064
REGION1,DEMAGRELC002,2025,1.8491
REGION1,DEMAGRELC002,2026,1.9907
REGION1,DEMAGRELC002,2027,2.2036
REGION1,DEMAGRELC002,2028,1.5265
REGION1,DEMAGRGWTETH,2015,8.9952
REGION1,DEMAGRGWTETH,2016,10.2353
REGION1,DEMAGRGWTETH,2017,11.7309
REGION1,DEMAGRGWTETH,2018,13.4863
REGION1,DEMAGRGWTETH,2019,15.3711
REGION1,DEMAGRGWTETH,2020,17.5431
REGION1,DEMAGRGWTETH,2021,20.1113
REGION1,DEMAGRGWTETH,2022,22.9961
REGION1,DEMAGRGWTETH,2023,26.2409
REGION1,DEMAGRGWTETH,2024,28.6496
REGION1,DEMAGRGWTETH,2025,31.4222
REGION1,DEMAGRGWTETH,2026,34.407
REGION1,DEMAGRGWTETH,2027,37.7111
REGION1,DEMAGRGWTETH,2028,40.0
REGION1,DEMAGRGWTETH,2029,40.0
REGION1,DEMAGRGWTETH,2030,40.0
REGION1,DEMCOMELC002,2015,268.4335
REGION1,DEMCOMELC002,2016,14.6596
REGION1,DEMCOMELC002,2017,19.2204
REGION1,DEMCOMELC002,2018,19.5461
REGION1,DEMCOMELC002,2019,19.5461
REGION1,DEMCOMELC002,2020,19.5461
REGION1,DEMCOMELC002,2021,46.2592
REGION1,DEMCOMELC002,2022,46.9107
REGION1,DEMCOMELC002,2023,47.5623
REGION1,DEMCOMELC002,2024,48.2138
REGION1,DEMCOMELC002,2025,48.8653
REGION1,DEMCOMELC002,2026,49.5169
REGION1,DEMCOMELC002,2027,49.8426
REGION1,DEMCOMELC002,2028,50.1684
REGION1,DEMCOMELC002,2029,50.8199
REGION1,DEMCOMELC002,2030,51.1457
REGION1,DEMINDELC002,2015,339.7769
REGION1,DEMINDELC002,2016,18.8946
REGION1,DEMINDELC002,2017,24.4327
REGION1,DEMINDELC002,2018,24.7584
REGION1,DEMINDELC002,2019,24.7584
REGION1,DEMINDELC002,2020,24.7584
REGION1,DEMINDELC002,2021,58.6384
REGION1,DEMINDELC002,2022,59.2899
REGION1,DEMINDELC002,2023,60.593
REGION1,DEMINDELC002,2024,60.9188
REGION1,DEMINDELC002,2025,61.8961
REGION1,DEMINDELC002,2026,62.5476
REGION1,DEMINDELC002,2027,63.1992
