r,t,y,NewCapacity
REGION1,LNDCP02HRETH,2016,0.1453
REGION1,LNDCP02HRETH,2017,0.3848
REGION1,LNDCP02HRETH,2018,0.6498
REGION1,LNDCP02HRETH,2019,0.945
REGION1,LNDCP02HRETH,2020,1.2088
REGION1,LNDCP02HRETH,2021,1.5668
REGION1,LNDCP02HRETH,2022,1.9517
REGION1,LNDCP02HRETH,2023,2.2138
REGION1,LNDCP02HRETH,2024,2.3435
REGION1,LNDCP02HRETH,2025,2.3248
REGION1,LNDCP02HRETH,2026,2.261
REGION1,LNDCP02HRETH,2027,2.2048
REGION1,LNDCP02HRETH,2028,2.154
REGION1,LNDCP02HRETH,2029,2.1103
REGION1,LNDCP02HRETH,2030,2.0713
REGION1,LNDCP02IIETH,2016,0.1969
REGION1,LNDCP02IIETH,2017,0.4132
REGION1,LNDCP02IIETH,2018,0.6539
REGION1,LNDCP02IIETH,2019,0.9206
REGION1,LNDCP02IIETH,2020,1.2183
REGION1,LNDCP02IIETH,2021,1.5526
REGION1,LNDCP02IIETH,2022,1.927
REGION1,LNDCP02IIETH,2023,2.3485
REGION1,LNDCP02IIETH,2024,2.8252
REGION1,LNDCP02IIETH,2025,3.3633
REGION1,LNDCP02IIETH,2026,3.8211
REGION1,LNDCP02IIETH,2027,4.1167
REGION1,LNDCP02IIETH,2028,4.2316
REGION1,LNDCP02IIETH,2029,4.149
REGION1,LNDCP02IIETH,2030,3.9986
REGION1,LNDCP02IRETH,2016,0.0526
REGION1,LNDCP02IRETH,2017,0.4482
REGION1,LNDCP02IRETH,2018,0.7122
REGION1,LNDCP02IRETH,2019,0.832
REGION1,LNDCP02IRETH,2020,0.8853
REGION1,LNDCP02IRETH,2021,1.1521
REGION1,LNDCP02IRETH,2022,1.2105
REGION1,LNDCP02IRETH,2023,1.2765
REGION1,LNDCP02IRETH,2024,1.3498
REGION1,LNDCP02IRETH,2025,1.4299
REGION1,LNDCP02IRETH,2026,1.5166
REGION1,LNDCP02IRETH,2027,1.6105
REGION1,LNDCP02IRETH,2028,1.7094
REGION1,LNDCP02IRETH,2029,1.8138
REGION1,LNDCP02IRETH,2030,1.9236
REGION1,LNDCP02LRETH,2020,0.217
REGION1,LNDCP02LRETH,2021,0.7691
REGION1,LNDCP02LRETH,2022,1.3499
REGION1,LNDCP02LRETH,2023,1.9579
REGION1,LNDCP02LRETH,2024,2.5919
REGION1,LNDCP02LRETH,2025,3.2504
REGION1,LNDCP02LRETH,2026,3.9324
REGION1,LNDCP02LRETH,2027,4.6375
REGION1,LNDCP02LRETH,2028,5.3627
REGION1,LNDCP02LRETH,2029,6.108
REGION1,LNDCP02LRETH,2030,6.8723
REGION1,LNDCP03HIETH,2016,0.0392
REGION1,LNDCP03HIETH,2017,0.0824
REGION1,LNDCP03HIETH,2018,0.1303
REGION1,LNDCP03HIETH,2019,0.1836
REGION1,LNDCP03HIETH,2020,0.2431
REGION1,LNDCP03HIETH,2021,0.3097
REGION1,LNDCP03HIETH,2022,0.3845
REGION1,LNDCP03HIETH,2023,0.4687
REGION1,LNDCP03HIETH,2024,0.5647
REGION1,LNDCP03HIETH,2025,0.6722
REGION1,LNDCP03HIETH,2026,0.7941
REGION1,LNDCP03HIETH,2027,0.9324
REGION1,LNDCP03HIETH,2028,1.0897
REGION1,LNDCP03HIETH,2029,1.2687
REGION1,LNDCP03HIETH,2030,1.4728
REGION1,LNDCP03HRETH,2016,0.2
REGION1,LNDCP03HRETH,2017,0.422
REGION1,LNDCP03HRETH,2018,0.6679
REGION1,LNDCP03HRETH,2019,0.9413
REGION1,LNDCP03HRETH,2020,1.2465
REGION1,LNDCP03HRETH,2021,1.5882
REGION1,LNDCP03HRETH,2022,1.9708
REGION1,LNDCP03HRETH,2023,2.4027
REGION1,LNDCP03HRETH,2024,2.8901
REGION1,LNDCP03HRETH,2025,3.4412
REGION1,LNDCP03HRETH,2026,4.0594
REGION1,LNDCP03HRETH,2027,4.639
REGION1,LNDCP03HRETH,2028,5.174
REGION1,LNDCP03HRETH,2029,5.6679
REGION1,LNDCP03HRETH,2030,6.1165
REGION1,LNDCP03IIETH,2016,0.0392
REGION1,LNDCP03IIETH,2017,0.0824
REGION1,LNDCP03IIETH,2018,0.1303
REGION1,LNDCP03IIETH,2019,0.1836
REGION1,LNDCP03IIETH,2020,0.2431
REGION1,LNDCP03IIETH,2021,0.3097
REGION1,LNDCP03IIETH,2022,0.3845
REGION1,LNDCP03IIETH,2023,0.4687
REGION1,LNDCP03IIETH,2024,0.5647
REGION1,LNDCP03IIETH,2025,0.6722
REGION1,LNDCP03IIETH,2026,0.6476
REGION1,LNDCP03IIETH,2027,0.6249
REGION1,LNDCP03IIETH,2028,0.6038
REGION1,LNDCP03IIETH,2029,0.5844
REGION1,LNDCP03IIETH,2030,0.5666
REGION1,LNDCP03IRETH,2016,0.1735
REGION1,LNDCP03IRETH,2017,0.698
REGION1,LNDCP03IRETH,2018,1.1527
REGION1,LNDCP03IRETH,2019,1.531
REGION1,LNDCP03IRETH,2020,1.8249
REGION1,LNDCP03IRETH,2021,2.3712
REGION1,LNDCP03IRETH,2022,2.7943
REGION1,LNDCP03IRETH,2023,3.0831
REGION1,LNDCP03IRETH,2024,3.225
REGION1,LNDCP03IRETH,2025,3.2044
REGION1,LNDCP03IRETH,2026,3.1829
REGION1,LNDCP03IRETH,2027,3.1726
REGION1,LNDCP03IRETH,2028,3.1712
REGION1,LNDCP03IRETH,2029,3.1801
REGION1,LNDCP03IRETH,2030,3.1968
REGION1,LNDCP03LRETH,2017,0.2242
REGION1,LNDCP03LRETH,2018,0.559
REGION1,LNDCP03LRETH,2019,0.9266
REGION1,LNDCP03LRETH,2020,1.3252
REGION1,LNDCP03LRETH,2021,1.7533
REGION1,LNDCP03LRETH,2022,2.2105
REGION1,LNDCP03LRETH,2023,2.6934
REGION1,LNDCP03LRETH,2024,3.2015
REGION1,LNDCP03LRETH,2025,3.7337
REGION1,LNDCP03LRETH,2026,4.2887
REGION1,LNDCP03LRETH,2027,4.8654
REGION1,LNDCP03LRETH,2028,5.4637
REGION1,LNDCP03LRETH,2029,6.0806
REGION1,LNDCP03LRETH,2030,6.7162
REGION1,LNDCP04HIETH,2016,0.0121
REGION1,LNDCP04HIETH,2017,0.0321
REGION1,LNDCP04HIETH,2018,0.0516
REGION1,LNDCP04HIETH,2019,0.0709
REGION1,LNDCP04HIETH,2020,0.0898
REGION1,LNDCP04HIETH,2021,0.1152
REGION1,LNDCP04HIETH,2022,0.1402
REGION1,LNDCP04HIETH,2023,0.1633
REGION1,LNDCP04HIETH,2024,0.1871
REGION1,LNDCP04HIETH,2025,0.2103
REGION1,LNDCP04HIETH,2026,0.2331
REGION1,LNDCP04HIETH,2027,0.2555
REGION1,LNDCP04HIETH,2028,0.2774
REGION1,LNDCP04HIETH,2029,0.2992
REGION1,LNDCP04HIETH,2030,0.3205
REGION1,LNDCP04IIETH,2016,0.0031
REGION1,LNDCP04IIETH,2017,0.0066
REGION1,LNDCP04IIETH,2018,0.0106
REGION1,LNDCP04IIETH,2019,0.014
REGION1,LNDCP04IIETH,2020,0.0187
REGION1,LNDCP04IIETH,2021,0.0238
REGION1,LNDCP04IIETH,2022,0.0293
REGION1,LNDCP04IIETH,2023,0.0351
REGION1,LNDCP04IIETH,2024,0.0412
REGION1,LNDCP04IIETH,2025,0.0476
REGION1,LNDCP04IIETH,2026,0.0542
REGION1,LNDCP04IIETH,2027,0.0602
REGION1,LNDCP04IIETH,2028,0.0674
REGION1,LNDCP04IIETH,2029,0.0748
REGION1,LNDCP04IIETH,2030,0.0825
REGION1,LNDCP04LRETH,2015,0.0109
REGION1,LNDCP04LRETH,2016,0.0108
REGION1,LNDCP04LRETH,2017,0.0109
REGION1,LNDCP04LRETH,2018,0.011
REGION1,LNDCP04LRETH,2019,0.0113
REGION1,LNDCP04LRETH,2020,0.0116
REGION1,LNDCP04LRETH,2021,0.012
REGION1,LNDCP04LRETH,2022,0.0125
REGION1,LNDCP04LRETH,2023,0.0131
REGION1,LNDCP04LRETH,2024,0.0138
REGION1,LNDCP04LRETH,2025,0.0145
REGION1,LNDCP04LRETH,2026,0.0152
REGION1,LNDCP04LRETH,2027,0.0161
REGION1,LNDCP04LRETH,2028,0.017
REGION1,LNDCP04LRETH,2029,0.0179
REGION1,LNDCP04LRETH,2030,0.0189
REGION1,LNDCP05HIETH,2016,0.0263
REGION1,LNDCP05HIETH,2017,0.0553
REGION1,LNDCP05HIETH,2018,0.0875
REGION1,LNDCP05HIETH,2019,0.1244
REGION1,LNDCP05HIETH,2020,0.1644
REGION1,LNDCP05HIETH,2021,0.2092
REGION1,LNDCP05HIETH,2022,0.2595
REGION1,LNDCP05HIETH,2023,0.3162
REGION1,LNDCP05HIETH,2024,0.3802
REGION1,LNDCP05HIETH,2025,0.4526
REGION1,LNDCP05HIETH,2026,0.5346
REGION1,LNDCP05HIETH,2027,0.6287
REGION1,LNDCP05HIETH,2028,0.7346
REGION1,LNDCP05HIETH,2029,0.8552
REGION1,LNDCP05HIETH,2030,0.9927
REGION1,LNDCP05HRETH,2018,0.0268
REGION1,LNDCP05HRETH,2019,0.1451
REGION1,LNDCP05HRETH,2020,0.2563
REGION1,LNDCP05HRETH,2021,0.4073
REGION1,LNDCP05HRETH,2022,0.5483
REGION1,LNDCP05HRETH,2023,0.6793
REGION1,LNDCP05HRETH,2024,0.8014
REGION1,LNDCP05HRETH,2025,0.9124
REGION1,LNDCP05HRETH,2026,1.0104
REGION1,LNDCP05HRETH,2027,1.0966
REGION1,LNDCP05HRETH,2028,1.1667
REGION1,LNDCP05HRETH,2029,1.2215
REGION1,LNDCP05HRETH,2030,1.2569
REGION1,LNDCP05IIETH,2021,0.004
REGION1,LNDCP05IIETH,2022,0.0081
REGION1,LNDCP05IIETH,2023,0.0124
REGION1,LNDCP05IIETH,2024,0.017
REGION1,LNDCP05IIETH,2025,0.0217
REGION1,LNDCP05IIETH,2026,0.0265
REGION1,LNDCP05IIETH,2027,0.0326
REGION1,LNDCP05IIETH,2028,0.0377
REGION1,LNDCP05IIETH,2029,0.0431
REGION1,LNDCP05IIETH,2030,0.0485
REGION1,LNDCP05IRETH,2019,0.014
REGION1,LNDCP05IRETH,2020,0.0301
REGION1,LNDCP05IRETH,2021,0.0472
REGION1,LNDCP05IRETH,2022,0.0644
REGION1,LNDCP05IRETH,2023,0.0835
REGION1,LNDCP05IRETH,2024,0.1034
REGION1,LNDCP05IRETH,2025,0.1243
REGION1,LNDCP05IRETH,2026,0.1449
REGION1,LNDCP05IRETH,2027,0.1673
REGION1,LNDCP05IRETH,2028,0.1904
REGION1,LNDCP05IRETH,2029,0.2133
REGION1,LNDCP05IRETH,2030,0.2378
REGION1,LNDCP05LRETH,2023,0.0071
REGION1,LNDCP05LRETH,2024,0.0154
REGION1,LNDCP05LRETH,2025,0.023
REGION1,LNDCP05LRETH,2026,0.0308
REGION1,LNDCP05LRETH,2027,0.0388
REGION1,LNDCP05LRETH,2028,0.048
REGION1,LNDCP05LRETH,2029,0.0564
REGION1,LNDCP05LRETH,2030,0.065
REGION1,LNDCP06HIETH,2016,0.013
REGION1,LNDCP06HIETH,2017,0.0274
REGION1,LNDCP06HIETH,2018,0.0433
REGION1,LNDCP06HIETH,2019,0.0609
REGION1,LNDCP06HIETH,2020,0.0807
REGION1,LNDCP06HIETH,2021,0.1028
REGION1,LNDCP06HIETH,2022,0.1276
REGION1,LNDCP06HIETH,2023,0.1555
REGION1,LNDCP06HIETH,2024,0.1871
REGION1,LNDCP06HIETH,2025,0.2227
REGION1,LNDCP06HIETH,2026,0.2631
REGION1,LNDCP06HIETH,2027,0.309
REGION1,LNDCP06HIETH,2028,0.3612
REGION1,LNDCP06HIETH,2029,0.4205
REGION1,LNDCP06HIETH,2030,0.4882
REGION1,LNDCP06HRETH,2016,1.1631
REGION1,LNDCP06HRETH,2017,3.6549
REGION1,LNDCP06HRETH,2018,6.1018
REGION1,LNDCP06HRETH,2019,8.5063
REGION1,LNDCP06HRETH,2020,10.8754
REGION1,LNDCP06HRETH,2021,14.0547
REGION1,LNDCP06HRETH,2022,17.1507
REGION1,LNDCP06HRETH,2023,20.1697
REGION1,LNDCP06HRETH,2024,23.1146
REGION1,LNDCP06HRETH,2025,25.9966
REGION1,LNDCP06HRETH,2026,28.8159
REGION1,LNDCP06HRETH,2027,31.5745
REGION1,LNDCP06HRETH,2028,34.2774
REGION1,LNDCP06HRETH,2029,36.9237
REGION1,LNDCP06HRETH,2030,39.5091
REGION1,LNDCP06LRETH,2017,0.2862
REGION1,LNDCP06LRETH,2018,0.6069
REGION1,LNDCP06LRETH,2019,0.9584
REGION1,LNDCP06LRETH,2020,1.34
REGION1,LNDCP06LRETH,2021,1.7513
REGION1,LNDCP06LRETH,2022,2.1889
REGION1,LNDCP06LRETH,2023,2.6533
REGION1,LNDCP06LRETH,2024,3.1412
REGION1,LNDCP06LRETH,2025,3.6526
REGION1,LNDCP06LRETH,2026,4.1871
REGION1,LNDCP06LRETH,2027,4.7417
REGION1,LNDCP06LRETH,2028,5.3163
REGION1,LNDCP06LRETH,2029,5.911
REGION1,LNDCP06LRETH,2030,6.5227
REGION1,LNDCP07HIETH,2016,0.004
REGION1,LNDCP07HIETH,2017,0.0287
REGION1,LNDCP07HIETH,2018,0.0598
REGION1,LNDCP07HIETH,2019,0.0631
REGION1,LNDCP07HIETH,2020,0.0671
REGION1,LNDCP07HIETH,2021,0.0884
REGION1,LNDCP07HIETH,2022,0.0927
REGION1,LNDCP07HIETH,2023,0.0976
REGION1,LNDCP07HIETH,2024,0.1031
REGION1,LNDCP07HIETH,2025,0.1101
REGION1,LNDCP07HIETH,2026,0.1166
REGION1,LNDCP07HIETH,2027,0.1236
REGION1,LNDCP07HIETH,2028,0.131
REGION1,LNDCP07HIETH,2029,0.1388
REGION1,LNDCP07HIETH,2030,0.1471
REGION1,LNDCP07HRETH,2016,0.0134
REGION1,LNDCP07HRETH,2017,0.188
REGION1,LNDCP07HRETH,2018,0.3793
REGION1,LNDCP07HRETH,2019,0.5921
REGION1,LNDCP07HRETH,2020,0.7627
REGION1,LNDCP07HRETH,2021,1.0164
REGION1,LNDCP07HRETH,2022,1.2594
REGION1,LNDCP07HRETH,2023,1.4318
REGION1,LNDCP07HRETH,2024,1.5555
REGION1,LNDCP07HRETH,2025,1.5997
REGION1,LNDCP07HRETH,2026,1.5609
REGION1,LNDCP07HRETH,2027,1.5277
REGION1,LNDCP07HRETH,2028,1.4981
REGION1,LNDCP07HRETH,2029,1.4736
REGION1,LNDCP07HRETH,2030,1.4522
REGION1,LNDCP07IIETH,2016,0.004
REGION1,LNDCP07IIETH,2017,0.0543
REGION1,LNDCP07IIETH,2018,0.1098
REGION1,LNDCP07IIETH,2019,0.116
REGION1,LNDCP07IIETH,2020,0.1174
REGION1,LNDCP07IIETH,2021,0.1751
REGION1,LNDCP07IIETH,2022,0.1751
REGION1,LNDCP07IIETH,2023,0.1759
REGION1,LNDCP07IIETH,2024,0.1775
REGION1,LNDCP07IIETH,2025,0.1807
REGION1,LNDCP07IIETH,2026,0.1837
REGION1,LNDCP07IIETH,2027,0.1873
REGION1,LNDCP07IIETH,2028,0.1916
REGION1,LNDCP07IIETH,2029,0.1964
REGION1,LNDCP07IIETH,2030,0.2018
REGION1,LNDCP07IRETH,2016,0.3608
REGION1,LNDCP07IRETH,2017,0.759
REGION1,LNDCP07IRETH,2018,1.2003
REGION1,LNDCP07IRETH,2019,1.6911
REGION1,LNDCP07IRETH,2020,2.2389
REGION1,LNDCP07IRETH,2021,2.8522
REGION1,LNDCP07IRETH,2022,3.5409
REGION1,LNDCP07IRETH,2023,4.3163
REGION1,LNDCP07IRETH,2024,5.1913
REGION1,LNDCP07IRETH,2025,6.1809
REGION1,LNDCP07IRETH,2026,7.292
REGION1,LNDCP07IRETH,2027,8.3744
REGION1,LNDCP07IRETH,2028,9.4324
REGION1,LNDCP07IRETH,2029,10.4664
REGION1,LNDCP07IRETH,2030,11.4793
REGION1,LNDCP07LRETH,2016,0.0556
REGION1,LNDCP07LRETH,2017,0.3365
REGION1,LNDCP07LRETH,2018,0.6496
REGION1,LNDCP07LRETH,2019,0.9942
REGION1,LNDCP07LRETH,2020,1.3687
REGION1,LNDCP07LRETH,2021,1.7726
REGION1,LNDCP07LRETH,2022,2.2025
REGION1,LNDCP07LRETH,2023,2.6581
REGION1,LNDCP07LRETH,2024,3.138
REGION1,LNDCP07LRETH,2025,3.6421
REGION1,LNDCP07LRETH,2026,4.1672
REGION1,LNDCP07LRETH,2027,4.7132
REGION1,LNDCP07LRETH,2028,5.2791
REGION1,LNDCP07LRETH,2029,5.8647
REGION1,LNDCP07LRETH,2030,6.4674
REGION1,LNDCP08HIETH,2016,0.5928
REGION1,LNDCP08HIETH,2017,1.2483
REGION1,LNDCP08HIETH,2018,1.9737
REGION1,LNDCP08HIETH,2019,2.7815
REGION1,LNDCP08HIETH,2020,3.6831
REGION1,LNDCP08HIETH,2021,4.6915
REGION1,LNDCP08HIETH,2022,5.8248
REGION1,LNDCP08HIETH,2023,7.1007
REGION1,LNDCP08HIETH,2024,8.5395
REGION1,LNDCP08HIETH,2025,10.1678
REGION1,LNDCP08HIETH,2026,12.0119
REGION1,LNDCP08HIETH,2027,14.1063
REGION1,LNDCP08HIETH,2028,16.4875
REGION1,LNDCP08HIETH,2029,19.1974
REGION1,LNDCP08HIETH,2030,21.9439
REGION1,LNDCP08HRETH,2016,0.6758
REGION1,LNDCP08HRETH,2017,1.4219
REGION1,LNDCP08HRETH,2018,2.2486
REGION1,LNDCP08HRETH,2019,3.1665
REGION1,LNDCP08HRETH,2020,3.8544
REGION1,LNDCP08HRETH,2021,4.9526
REGION1,LNDCP08HRETH,2022,5.9718
REGION1,LNDCP08HRETH,2023,6.6932
REGION1,LNDCP08HRETH,2024,8.1235
REGION1,LNDCP08HRETH,2025,9.297
REGION1,LNDCP08HRETH,2026,10.1356
REGION1,LNDCP08HRETH,2027,10.6099
REGION1,LNDCP08HRETH,2028,10.7295
REGION1,LNDCP08HRETH,2029,10.5003
REGION1,LNDCP08HRETH,2030,10.1729
REGION1,LNDCP08IIETH,2016,0.5928
REGION1,LNDCP08IIETH,2017,1.2483
REGION1,LNDCP08IIETH,2018,1.9737
REGION1,LNDCP08IIETH,2019,2.7815
REGION1,LNDCP08IIETH,2020,3.6831
REGION1,LNDCP08IIETH,2021,4.6915
REGION1,LNDCP08IIETH,2022,5.8248
REGION1,LNDCP08IIETH,2023,7.0159
REGION1,LNDCP08IIETH,2024,6.8514
REGION1,LNDCP08IIETH,2025,6.637
REGION1,LNDCP08IIETH,2026,6.4415
REGION1,LNDCP08IIETH,2027,6.2659
REGION1,LNDCP08IIETH,2028,6.1082
REGION1,LNDCP08IIETH,2029,5.9665
REGION1,LNDCP08IIETH,2030,5.8421
REGION1,LNDCP08IRETH,2016,0.2472
REGION1,LNDCP08IRETH,2017,0.9418
REGION1,LNDCP08IRETH,2018,1.6994
REGION1,LNDCP08IRETH,2019,2.01
REGION1,LNDCP08IRETH,2020,2.3545
REGION1,LNDCP08IRETH,2021,3.1172
REGION1,LNDCP08IRETH,2022,3.5053
REGION1,LNDCP08IRETH,2023,3.9234
