r,t,y,AnnualFixedOperatingCost
REGION1,PWRCOAS01,2030,153.9
REGION1,PWRDSLN01,2016,13.2
REGION1,PWRDSLN01,2017,13.2
REGION1,PWRDSLN01,2018,13.2
REGION1,PWRDSLN01,2019,13.2
REGION1,PWRDSLN01,2020,13.2
REGION1,PWRDSLN01,2021,13.2
REGION1,PWRDSLN01,2022,13.2
REGION1,PWRDSLN01,2023,13.2
REGION1,PWRDSLN01,2024,13.2
REGION1,PWRDSLN01,2025,13.2
REGION1,PWRDSLN01,2026,13.2
REGION1,PWRDSLN01,2027,13.2
REGION1,PWRDSLN01,2028,13.2
REGION1,PWRDSLN01,2029,13.2
REGION1,PWRDSLN01,2030,13.2
REGION1,PWRHFON01,2016,3.74
REGION1,PWRHFON01,2017,3.74
REGION1,PWRHFON01,2018,3.74
REGION1,PWRHFON01,2019,3.74
REGION1,PWRHYDC01,2016,30.2
REGION1,PWRHYDC01,2017,41.12
REGION1,PWRHYDC01,2018,53.6
REGION1,PWRHYDC01,2019,62.4
REGION1,PWRHYDC01,2020,76.8
REGION1,PWRHYDC01,2021,76.8
REGION1,PWRHYDC01,2022,76.8
REGION1,PWRHYDC01,2023,76.8
REGION1,PWRHYDC01,2024,76.8
REGION1,PWRHYDC01,2025,76.8
REGION1,PWRHYDC01,2026,76.8
REGION1,PWRHYDC01,2027,76.8
REGION1,PWRHYDC01,2028,76.8
REGION1,PWRHYDC01,2029,76.8
REGION1,PWRHYDC01,2030,76.8
REGION1,PWRHYDN01,2016,607.16
REGION1,PWRHYDN01,2017,613.28
REGION1,PWRHYDN01,2018,620.64
REGION1,PWRHYDN01,2019,630.68
REGION1,PWRHYDN01,2020,638.04
REGION1,PWRHYDN01,2021,638.04
REGION1,PWRHYDN01,2022,638.04
REGION1,PWRHYDN01,2023,638.04
REGION1,PWRHYDN01,2024,638.04
REGION1,PWRHYDN01,2025,638.04
REGION1,PWRHYDN01,2026,633.24
REGION1,PWRHYDN01,2027,633.24
REGION1,PWRHYDN01,2028,633.24
REGION1,PWRHYDN01,2029,633.24
REGION1,PWRHYDN01,2030,633.24
REGION1,PWRHYDN02,2016,80.16
REGION1,PWRHYDN02,2017,80.16
REGION1,PWRHYDN02,2018,80.16
REGION1,PWRHYDN02,2019,80.16
REGION1,PWRHYDN02,2020,80.16
REGION1,PWRHYDN02,2021,80.16
REGION1,PWRHYDN02,2022,80.16
REGION1,PWRHYDN02,2023,80.16
REGION1,PWRHYDN02,2024,80.16
REGION1,PWRHYDN02,2025,80.16
REGION1,PWRHYDN02,2026,80.16
REGION1,PWRHYDN02,2027,80.16
REGION1,PWRHYDN02,2028,80.16
REGION1,PWRHYDN02,2029,80.16
REGION1,PWRHYDN02,2030,80.16
REGION1,PWRNGSC01,2016,4.0
REGION1,PWRNGSC01,2017,4.0
REGION1,PWRNGSC01,2018,4.0
REGION1,PWRNGSC01,2019,4.0
REGION1,PWRNGSC01,2020,8.0
REGION1,PWRNGSC01,2021,8.0
REGION1,PWRNGSC01,2022,8.0
REGION1,PWRNGSC01,2023,8.0
REGION1,PWRNGSC01,2024,8.0
REGION1,PWRNGSC01,2025,8.0
REGION1,PWRNGSC01,2026,8.0
REGION1,PWRNGSC01,2027,8.0
REGION1,PWRNGSC01,2028,8.0
REGION1,PWRNGSC01,2029,8.0
REGION1,PWRNGSC01,2030,8.0
REGION1,PWRNGSC0X,2030,14.6373
REGION1,PWRNGSN01,2016,120.3
REGION1,PWRNGSN01,2017,120.3
REGION1,PWRNGSN01,2018,120.3
REGION1,PWRNGSN01,2019,120.3
REGION1,PWRNGSN01,2020,120.3
REGION1,PWRNGSN01,2021,120.3
REGION1,PWRNGSN01,2022,120.3
REGION1,PWRNGSN01,2023,112.54
REGION1,PWRNGSN01,2024,112.54
REGION1,PWRNGSN01,2025,112.54
REGION1,PWRNGSN01,2026,112.54
REGION1,PWRNGSN01,2027,112.54
REGION1,PWRNGSN01,2028,93.56
REGION1,PWRNGSN01,2029,86.06
REGION1,PWRNGSN01,2030,86.06
REGION1,PWRNGSN02,2016,30.84
REGION1,PWRNGSN02,2017,30.84
REGION1,PWRNGSN02,2018,30.84
REGION1,PWRNGSN02,2019,30.84
REGION1,PWRNGSN02,2020,30.84
REGION1,PWRNGSN02,2021,30.84
REGION1,PWRNGSN02,2022,30.84
REGION1,PWRNGSN02,2023,30.84
REGION1,PWRNGSN02,2024,30.84
REGION1,PWRNGSN02,2025,30.84
REGION1,PWRNGSN02,2026,30.84
REGION1,PWRNGSN02,2027,30.84
REGION1,PWRNGSN02,2028,30.84
REGION1,PWRNGSN02,2029,30.84
REGION1,PWRNGSN02,2030,30.84
REGION1,PWRNGSN03,2016,0.42
REGION1,PWRNGSN03,2017,0.42
REGION1,PWRNGSN03,2018,0.42
REGION1,PWRNGSN03,2019,0.42
REGION1,PWRNGSN03,2020,0.42
REGION1,PWRNGSN03,2021,0.42
REGION1,PWRNGSN03,2022,0.42
REGION1,PWRNGSN03,2023,0.42
REGION1,PWRNGSN03,2024,0.42
REGION1,PWRNGSN03,2025,0.42
REGION1,PWRNGSN03,2026,0.42
REGION1,PWRNGSN03,2027,0.42
REGION1,PWRNGSN03,2028,0.42
REGION1,PWRNGSN03,2029,0.42
REGION1,PWRNGSN03,2030,0.42
REGION1,PWRNGSS01,2020,22.5
REGION1,PWRNGSS01,2021,22.5
REGION1,PWRNGSS01,2022,22.5
REGION1,PWRNGSS01,2023,22.5
REGION1,PWRNGSS01,2024,22.5
REGION1,PWRNGSS01,2025,22.5
REGION1,PWRNGSS01,2026,22.5
REGION1,PWRNGSS01,2027,22.5
REGION1,PWRNGSS01,2028,22.5
REGION1,PWRNGSS01,2029,22.5
REGION1,PWRNGSS01,2030,22.5
REGION1,PWRNGSS0X,2023,8.7326
REGION1,PWRNGSS0X,2024,56.9865
REGION1,PWRNGSS0X,2025,105.1742
REGION1,PWRNGSS0X,2026,154.1818
REGION1,PWRNGSS0X,2027,202.2551
REGION1,PWRNGSS0X,2028,265.9331
REGION1,PWRNGSS0X,2029,317.3873
REGION1,PWRNGSS0X,2030,337.9177
REGION1,PWRSOLC01,2019,4.8
REGION1,PWRSOLC01,2020,11.2
REGION1,PWRSOLC01,2021,11.2
REGION1,PWRSOLC01,2022,11.2
REGION1,PWRSOLC01,2023,11.2
REGION1,PWRSOLC01,2024,11.2
REGION1,PWRSOLC01,2025,11.2
REGION1,PWRSOLC01,2026,11.2
REGION1,PWRSOLC01,2027,11.2
REGION1,PWRSOLC01,2028,11.2
REGION1,PWRSOLC01,2029,11.2
REGION1,PWRSOLC01,2030,11.2
REGION1,PWRWNDC01,2019,2.7
REGION1,PWRWNDC01,2020,2.7
REGION1,PWRWNDC01,2021,2.7
REGION1,PWRWNDC01,2022,2.7
REGION1,PWRWNDC01,2023,2.7
REGION1,PWRWNDC01,2024,2.7
REGION1,PWRWNDC01,2025,2.7
REGION1,PWRWNDC01,2026,2.7
REGION1,PWRWNDC01,2027,2.7
REGION1,PWRWNDC01,2028,2.7
REGION1,PWRWNDC01,2029,2.7
REGION1,PWRWNDC01,2030,2.7
REGION1,PWRWNDN01,2016,2.7
REGION1,PWRWNDN01,2017,2.7
REGION1,PWRWNDN01,2018,2.7
REGION1,PWRWNDN01,2019,2.7
REGION1,PWRWNDN01,2020,2.7
REGION1,PWRWNDN01,2021,2.7
REGION1,PWRWNDN01,2022,2.7
REGION1,PWRWNDN01,2023,2.7
REGION1,PWRWNDN01,2024,2.7
REGION1,PWRWNDN01,2025,2.7
REGION1,PWRWNDN01,2026,2.7
REGION1,PWRWNDN01,2027,2.7
REGION1,PWRWNDN01,2028,2.7
REGION1,PWRWNDN01,2029,2.7
REGION1,PWRWNDN01,2030,2.7
REGION1,PWRWNDS01,2018,11.01
REGION1,PWRWNDS01,2019,13.98
REGION1,PWRWNDS01,2020,17.49
REGION1,PWRWNDS01,2021,17.49
REGION1,PWRWNDS01,2022,17.49
REGION1,PWRWNDS01,2023,17.49
REGION1,PWRWNDS01,2024,17.49
REGION1,PWRWNDS01,2025,17.49
REGION1,PWRWNDS01,2026,17.49
REGION1,PWRWNDS01,2027,17.49
REGION1,PWRWNDS01,2028,17.49
REGION1,PWRWNDS01,2029,17.49
REGION1,PWRWNDS01,2030,17.49
