r,t,y,DiscountedSalvageValue
REGION1,LNDCP01HRNOC,2018,1.7265
REGION1,LNDCP01HRNOC,2019,2.4181
REGION1,LNDCP01HRNOC,2020,3.7414
REGION1,LNDCP01HRNOC,2021,4.3836
REGION1,LNDCP01HRNOC,2022,5.338
REGION1,LNDCP01HRNOC,2023,5.3734
REGION1,LNDCP01HRNOC,2024,5.8921
REGION1,LNDCP01HRNOC,2025,6.1366
REGION1,LNDCP01HRNOC,2026,6.0773
REGION1,LNDCP01HRNOC,2027,6.4572
REGION1,LNDCP01HRNOC,2028,6.8304
REGION1,LNDCP01HRNOC,2029,6.9043
REGION1,LNDCP01HRNOC,2030,5.96
REGION1,LNDCP01IIMRD,2026,0.0062
REGION1,LNDCP01IIMRD,2027,0.0153
REGION1,LNDCP01IIMRD,2028,0.0239
REGION1,LNDCP01IIMRD,2029,0.0319
REGION1,LNDCP01IIMRD,2030,0.0392
REGION1,LNDCP01IINOC,2026,0.0067
REGION1,LNDCP01IINOC,2027,0.0166
REGION1,LNDCP01IINOC,2028,0.026
REGION1,LNDCP01IINOC,2029,0.0346
REGION1,LNDCP01IINOC,2030,0.0426
REGION1,LNDCP01IINOE,2026,0.0035
REGION1,LNDCP01IINOE,2027,0.0154
REGION1,LNDCP01IINOE,2028,0.0238
REGION1,LNDCP01IINOE,2029,0.0316
REGION1,LNDCP01IINOE,2030,0.0387
REGION1,LNDCP01IINOW,2026,0.0046
REGION1,LNDCP01IINOW,2027,0.0203
REGION1,LNDCP01IINOW,2028,0.0313
REGION1,LNDCP01IINOW,2029,0.0415
REGION1,LNDCP01IINOW,2030,0.0509
REGION1,LNDCP01IIRRD,2026,0.0034
REGION1,LNDCP01IIRRD,2027,0.0084
REGION1,LNDCP01IIRRD,2028,0.0132
REGION1,LNDCP01IIRRD,2029,0.0176
REGION1,LNDCP01IIRRD,2030,0.0216
REGION1,LNDCP01IISOC,2026,0.0118
REGION1,LNDCP01IISOC,2027,0.0294
REGION1,LNDCP01IISOC,2028,0.0459
REGION1,LNDCP01IISOC,2029,0.0613
REGION1,LNDCP01IISOC,2030,0.0753
REGION1,LNDCP01IISOE,2026,0.0066
REGION1,LNDCP01IISOE,2027,0.0164
REGION1,LNDCP01IISOE,2028,0.0256
REGION1,LNDCP01IISOE,2029,0.0342
REGION1,LNDCP01IISOE,2030,0.042
REGION1,LNDCP01IRMRD,2026,0.0095
REGION1,LNDCP01IRMRD,2027,0.0237
REGION1,LNDCP01IRMRD,2028,0.037
REGION1,LNDCP01IRMRD,2029,0.0493
REGION1,LNDCP01IRMRD,2030,0.0606
REGION1,LNDCP01IRNOC,2017,0.5998
REGION1,LNDCP01IRNOE,2026,0.0093
REGION1,LNDCP01IRNOE,2027,0.0232
REGION1,LNDCP01IRNOE,2028,0.0362
REGION1,LNDCP01IRNOE,2029,0.0483
REGION1,LNDCP01IRNOE,2030,0.0593
REGION1,LNDCP01IRNOW,2026,0.0071
REGION1,LNDCP01IRNOW,2027,0.0313
REGION1,LNDCP01IRNOW,2028,0.0483
REGION1,LNDCP01IRNOW,2029,0.0641
REGION1,LNDCP01IRNOW,2030,0.0786
REGION1,LNDCP01IRRRD,2026,0.0052
REGION1,LNDCP01IRRRD,2027,0.013
REGION1,LNDCP01IRRRD,2028,0.0203
REGION1,LNDCP01IRRRD,2029,0.0271
REGION1,LNDCP01IRRRD,2030,0.0333
REGION1,LNDCP01IRSOE,2026,0.0102
REGION1,LNDCP01IRSOE,2027,0.0253
REGION1,LNDCP01IRSOE,2028,0.0396
REGION1,LNDCP01IRSOE,2029,0.0527
REGION1,LNDCP01IRSOE,2030,0.0648
REGION1,LNDCP01LRMRD,2027,0.0083
REGION1,LNDCP01LRMRD,2028,0.0185
REGION1,LNDCP01LRMRD,2029,0.0241
REGION1,LNDCP01LRMRD,2030,0.0293
REGION1,LNDCP01LRNOC,2027,0.009
REGION1,LNDCP01LRNOC,2028,0.0201
REGION1,LNDCP01LRNOC,2029,0.0262
REGION1,LNDCP01LRNOC,2030,0.0318
REGION1,LNDCP01LRNOE,2029,0.0183
REGION1,LNDCP01LRNOE,2030,0.0339
REGION1,LNDCP01LRNOW,2029,0.0241
REGION1,LNDCP01LRNOW,2030,0.0445
REGION1,LNDCP01LRRRD,2028,0.0056
REGION1,LNDCP01LRRRD,2029,0.0147
REGION1,LNDCP01LRRRD,2030,0.0174
REGION1,LNDCP01LRSOC,2028,0.0375
REGION1,LNDCP01LRSOC,2029,0.0487
REGION1,LNDCP01LRSOC,2030,0.0583
REGION1,LNDCP01LRSOE,2027,0.0089
REGION1,LNDCP01LRSOE,2028,0.0198
REGION1,LNDCP01LRSOE,2029,0.0258
REGION1,LNDCP01LRSOE,2030,0.0314
REGION1,LNDCP02HRNOC,2017,1.3986
REGION1,LNDCP02HRNOC,2018,1.9292
REGION1,LNDCP02HRNOC,2019,1.7465
REGION1,LNDCP02HRNOC,2020,4.6408
REGION1,LNDCP02HRNOC,2021,4.8569
REGION1,LNDCP02HRNOC,2022,5.8124
REGION1,LNDCP02HRNOC,2023,5.7684
REGION1,LNDCP02HRNOC,2024,5.9315
REGION1,LNDCP02HRNOC,2025,6.8373
REGION1,LNDCP02HRNOC,2026,6.6901
REGION1,LNDCP02HRNOC,2027,6.9189
REGION1,LNDCP02HRNOC,2028,7.2962
REGION1,LNDCP02HRNOC,2029,5.991
REGION1,LNDCP02HRNOC,2030,6.8399
REGION1,LNDCP02IIMRD,2026,0.0055
REGION1,LNDCP02IIMRD,2027,0.0243
REGION1,LNDCP02IIMRD,2028,0.0376
REGION1,LNDCP02IIMRD,2029,0.0498
REGION1,LNDCP02IIMRD,2030,0.0611
REGION1,LNDCP02IINOC,2026,0.0104
REGION1,LNDCP02IINOC,2027,0.0257
REGION1,LNDCP02IINOC,2028,0.0402
REGION1,LNDCP02IINOC,2029,0.0535
REGION1,LNDCP02IINOC,2030,0.0658
REGION1,LNDCP02IINOE,2027,0.0247
REGION1,LNDCP02IINOE,2028,0.0376
REGION1,LNDCP02IINOE,2029,0.0495
REGION1,LNDCP02IINOE,2030,0.0604
REGION1,LNDCP02IINOW,2026,0.0071
REGION1,LNDCP02IINOW,2027,0.0314
REGION1,LNDCP02IINOW,2028,0.0484
REGION1,LNDCP02IINOW,2029,0.0642
REGION1,LNDCP02IINOW,2030,0.0787
REGION1,LNDCP02IIRRD,2026,0.003
REGION1,LNDCP02IIRRD,2027,0.0134
REGION1,LNDCP02IIRRD,2028,0.0207
REGION1,LNDCP02IIRRD,2029,0.0274
REGION1,LNDCP02IIRRD,2030,0.0336
REGION1,LNDCP02IISOC,2026,0.0183
REGION1,LNDCP02IISOC,2027,0.0455
REGION1,LNDCP02IISOC,2028,0.071
REGION1,LNDCP02IISOC,2029,0.0947
REGION1,LNDCP02IISOC,2030,0.1164
REGION1,LNDCP02IISOE,2026,0.0102
REGION1,LNDCP02IISOE,2027,0.0254
REGION1,LNDCP02IISOE,2028,0.0396
REGION1,LNDCP02IISOE,2029,0.0528
REGION1,LNDCP02IISOE,2030,0.0649
REGION1,LNDCP02IRMRD,2026,0.0052
REGION1,LNDCP02IRMRD,2027,0.023
