r,t,y,AnnualFixedOperatingCost
Region1,PWRHYD004,2019,11.55
Region1,PWRHYD004,2020,21.285
Region1,PWRHYD004,2021,26.4
Region1,PWRHYD004,2022,26.4
Region1,PWRHYD004,2023,26.4
Region1,PWRHYD004,2024,26.4
Region1,PWRHYD004,2025,26.4
Region1,PWRHYD004,2026,26.4
Region1,PWRHYD004,2027,26.4
Region1,PWRHYD004,2028,26.4
Region1,PWRHYD004,2029,26.4
Region1,PWRHYD004,2030,26.4
Region1,PWRHYD005,2018,6.82
Region1,PWRHYD005,2019,6.82
Region1,PWRHYD005,2020,27.115
Region1,PWRHYD005,2021,27.115
Region1,PWRHYD005,2022,27.115
Region1,PWRHYD005,2023,27.115
Region1,PWRHYD005,2024,27.115
Region1,PWRHYD005,2025,27.115
Region1,PWRHYD005,2026,27.115
Region1,PWRHYD005,2027,27.115
Region1,PWRHYD005,2028,27.115
Region1,PWRHYD005,2029,27.115
Region1,PWRHYD005,2030,27.115
Region1,PWRNGS001,2014,11.1811
Region1,PWRNGS001,2015,12.6211
Region1,PWRNGS001,2016,12.4051
Region1,PWRNGS001,2017,10.9651
Region1,PWRNGS001,2018,10.8211
Region1,PWRNGS001,2019,9.9571
Region1,PWRNGS001,2020,7.7251
Region1,PWRNGS001,2021,7.5811
Region1,PWRNGS001,2022,7.5811
Region1,PWRNGS001,2023,7.5811
Region1,PWRNGS001,2024,7.5811
Region1,PWRNGS001,2025,7.5811
Region1,PWRNGS001,2026,7.5811
Region1,PWRNGS001,2027,7.5811
Region1,PWRNGS001,2028,7.2931
Region1,PWRNGS001,2029,7.2931
Region1,PWRNGS001,2030,7.1491
Region1,PWRNGS002,2014,3.91
Region1,PWRNGS002,2015,3.91
Region1,PWRNGS002,2016,5.406
Region1,PWRNGS002,2017,10.166
Region1,PWRNGS002,2018,10.166
Region1,PWRNGS002,2019,25.466
Region1,PWRNGS002,2020,34.952
Region1,PWRNGS002,2021,34.952
Region1,PWRNGS002,2022,35.343
Region1,PWRNGS002,2023,35.343
Region1,PWRNGS002,2024,35.343
Region1,PWRNGS002,2025,35.343
Region1,PWRNGS002,2026,35.343
Region1,PWRNGS002,2027,35.343
Region1,PWRNGS002,2028,35.343
Region1,PWRNGS002,2029,35.343
Region1,PWRNGS002,2030,35.343
Region1,PWRSOL001,2017,2.5346
Region1,PWRSOL001,2018,2.4979
Region1,PWRSOL001,2019,3.5778
Region1,PWRSOL001,2020,3.5244
Region1,PWRSOL001,2021,3.4924
Region1,PWRSOL001,2022,3.4603
Region1,PWRSOL001,2023,3.4283
Region1,PWRSOL001,2024,3.3962
Region1,PWRSOL001,2025,3.3642
Region1,PWRSOL001,2026,3.3322
Region1,PWRSOL001,2027,3.9181
Region1,PWRSOL001,2028,4.4921
Region1,PWRSOL001,2029,4.448
Region1,PWRSOL001,2030,4.404
Region1,PWRSOL003,2015,0.1
Region1,PWRSOL003,2016,0.1
Region1,PWRSOL003,2017,0.1
Region1,PWRSOL003,2018,0.1
Region1,PWRSOL003,2019,0.1
Region1,PWRSOL003,2020,0.1
Region1,PWRSOL003,2021,0.1
Region1,PWRSOL003,2022,0.1
Region1,PWRSOL003,2023,0.1
Region1,PWRSOL003,2024,0.1
Region1,PWRSOL003,2025,0.1
Region1,PWRSOL003,2026,0.1
Region1,PWRSOL003,2027,0.1
Region1,PWRSOL003,2028,0.1
Region1,PWRSOL003,2029,0.1
Region1,PWRSOL003,2030,0.1
Region1,PWRWND001,2016,0.912
Region1,PWRWND001,2017,0.912
Region1,PWRWND001,2018,1.368
Region1,PWRWND001,2019,1.368
Region1,PWRWND001,2020,1.368
Region1,PWRWND001,2021,1.3608
Region1,PWRWND001,2022,1.3536
Region1,PWRWND001,2023,1.3464
Region1,PWRWND001,2024,1.3392
Region1,PWRWND001,2025,1.332
Region1,PWRWND001,2026,2.4288
Region1,PWRWND001,2027,3.5136
Region1,PWRWND001,2028,4.5864
Region1,PWRWND001,2029,4.5612
Region1,PWRWND001,2030,4.536
Region1,PWRWND002,2014,0.114
Region1,PWRWND002,2015,0.114
Region1,PWRWND002,2016,0.114
Region1,PWRWND002,2017,0.114
Region1,PWRWND002,2018,0.114
Region1,PWRWND002,2019,0.114
Region1,PWRWND002,2020,0.114
Region1,PWRWND002,2021,0.1134
Region1,PWRWND002,2022,0.1128
Region1,PWRWND002,2023,0.1122
Region1,PWRWND002,2024,0.1116
Region1,PWRWND002,2025,0.111
Region1,PWRWND002,2026,0.1104
Region1,PWRWND002,2027,0.1098
Region1,PWRWND002,2028,0.1092
Region1,PWRWND002,2029,0.1086
Region1,PWRWND002,2030,0.108
