r,t,f,y,UseByTechnologyAnnual
Region1,DEMAGRWATR03,WTRSURR03,2030,0.0769
Region1,DEMAGRWATR04,WTRSURR04,2014,0.0293
Region1,DEMAGRWATR04,WTRSURR04,2015,0.3427
Region1,DEMAGRWATR04,WTRSURR04,2016,0.3427
Region1,DEMAGRWATR04,WTRSURR04,2017,0.3427
Region1,DEMAGRWATR04,WTRSURR04,2018,0.3427
Region1,DEMAGRWATR04,WTRSURR04,2019,0.3427
Region1,DEMAGRWATR04,WTRSURR04,2020,0.3427
Region1,DEMAGRWATR04,WTRSURR04,2021,0.3427
Region1,DEMAGRWATR04,WTRSURR04,2022,0.3427
Region1,DEMAGRWATR04,WTRSURR04,2023,0.3427
Region1,DEMAGRWATR04,WTRSURR04,2024,0.3427
Region1,DEMAGRWATR04,WTRSURR04,2025,0.3427
Region1,DEMAGRWATR04,WTRSURR04,2026,0.3427
Region1,DEMAGRWATR04,WTRSURR04,2027,0.3427
Region1,DEMAGRWATR04,WTRSURR04,2028,0.3427
Region1,DEMAGRWATR04,WTRSURR04,2029,0.3427
Region1,DEMAGRWATR04,WTRSURR04,2030,0.3427
Region1,DEMAGRWATR05,WTRSURR05,2014,0.0416
Region1,DEMAGRWATR05,WTRSURR05,2015,0.0556
Region1,DEMAGRWATR05,WTRSURR05,2016,0.0556
Region1,DEMAGRWATR05,WTRSURR05,2017,0.0556
Region1,DEMAGRWATR05,WTRSURR05,2018,0.0556
Region1,DEMAGRWATR05,WTRSURR05,2019,0.0556
Region1,DEMAGRWATR05,WTRSURR05,2020,0.0556
Region1,DEMAGRWATR05,WTRSURR05,2021,0.0556
Region1,DEMAGRWATR05,WTRSURR05,2022,0.0556
Region1,DEMAGRWATR05,WTRSURR05,2023,0.0556
Region1,DEMAGRWATR05,WTRSURR05,2024,0.0556
Region1,DEMAGRWATR05,WTRSURR05,2025,0.0556
Region1,DEMAGRWATR05,WTRSURR05,2026,0.0556
Region1,DEMAGRWATR05,WTRSURR05,2027,0.0556
Region1,DEMAGRWATR05,WTRSURR05,2028,0.0556
Region1,DEMAGRWATR05,WTRSURR05,2029,0.0556
Region1,DEMAGRWATR05,WTRSURR05,2030,0.0556
Region1,DEMAGRWATR06,WTRSURR06,2014,0.1107
Region1,DEMAGRWATR06,WTRSURR06,2015,0.153
Region1,DEMAGRWATR06,WTRSURR06,2016,0.153
Region1,DEMAGRWATR06,WTRSURR06,2017,0.153
Region1,DEMAGRWATR06,WTRSURR06,2018,0.153
Region1,DEMAGRWATR06,WTRSURR06,2019,0.153
Region1,DEMAGRWATR06,WTRSURR06,2020,0.153
Region1,DEMAGRWATR06,WTRSURR06,2021,0.153
Region1,DEMAGRWATR06,WTRSURR06,2022,0.153
Region1,DEMAGRWATR06,WTRSURR06,2023,0.153
Region1,DEMAGRWATR06,WTRSURR06,2024,0.153
Region1,DEMAGRWATR06,WTRSURR06,2025,0.153
Region1,DEMAGRWATR06,WTRSURR06,2026,0.153
Region1,DEMAGRWATR06,WTRSURR06,2027,0.153
Region1,DEMAGRWATR06,WTRSURR06,2028,0.153
Region1,DEMAGRWATR06,WTRSURR06,2029,0.153
Region1,DEMAGRWATR06,WTRSURR06,2030,0.153
Region1,DEMAGRWATR07,WTRSURR07,2014,0.0728
Region1,DEMAGRWATR07,WTRSURR07,2015,0.2014
Region1,DEMAGRWATR07,WTRSURR07,2016,0.2014
Region1,DEMAGRWATR07,WTRSURR07,2017,0.2014
Region1,DEMAGRWATR07,WTRSURR07,2018,0.2014
Region1,DEMAGRWATR07,WTRSURR07,2019,0.2014
Region1,DEMAGRWATR07,WTRSURR07,2020,0.2014
Region1,DEMAGRWATR07,WTRSURR07,2021,0.2014
Region1,DEMAGRWATR07,WTRSURR07,2022,0.2014
Region1,DEMAGRWATR07,WTRSURR07,2023,0.2014
Region1,DEMAGRWATR07,WTRSURR07,2024,0.2014
Region1,DEMAGRWATR07,WTRSURR07,2025,0.2014
Region1,DEMAGRWATR07,WTRSURR07,2026,0.2014
Region1,DEMAGRWATR07,WTRSURR07,2027,0.2014
Region1,DEMAGRWATR07,WTRSURR07,2028,0.2014
Region1,DEMAGRWATR07,WTRSURR07,2029,0.2014
Region1,DEMAGRWATR07,WTRSURR07,2030,0.2014
Region1,DEMAGRWATR08,WTRSURR08,2014,0.256
Region1,DEMAGRWATR08,WTRSURR08,2015,0.3174
Region1,DEMAGRWATR08,WTRSURR08,2016,0.3174
Region1,DEMAGRWATR08,WTRSURR08,2017,0.3174
Region1,DEMAGRWATR08,WTRSURR08,2018,0.3174
Region1,DEMAGRWATR08,WTRSURR08,2019,0.3174
Region1,DEMAGRWATR08,WTRSURR08,2020,0.3174
Region1,DEMAGRWATR08,WTRSURR08,2021,0.3174
Region1,DEMAGRWATR08,WTRSURR08,2022,0.3174
Region1,DEMAGRWATR08,WTRSURR08,2023,0.3174
Region1,DEMAGRWATR08,WTRSURR08,2024,0.3174
Region1,DEMAGRWATR08,WTRSURR08,2025,0.3174
Region1,DEMAGRWATR08,WTRSURR08,2026,0.3174
Region1,DEMAGRWATR08,WTRSURR08,2027,0.3174
Region1,DEMAGRWATR08,WTRSURR08,2028,0.3174
Region1,DEMAGRWATR08,WTRSURR08,2029,0.3174
Region1,DEMAGRWATR08,WTRSURR08,2030,0.3174
Region1,DEMAGRWATR09,WTRSURR09,2014,0.0277
Region1,DEMAGRWATR09,WTRSURR09,2015,0.2095
Region1,DEMAGRWATR09,WTRSURR09,2016,0.2365
Region1,DEMAGRWATR09,WTRSURR09,2017,0.2335
Region1,DEMAGRWATR09,WTRSURR09,2018,0.2347
Region1,DEMAGRWATR09,WTRSURR09,2019,0.2389
Region1,DEMAGRWATR09,WTRSURR09,2020,0.245
Region1,DEMAGRWATR09,WTRSURR09,2021,0.2492
Region1,DEMAGRWATR09,WTRSURR09,2022,0.2499
Region1,DEMAGRWATR09,WTRSURR09,2023,0.2527
Region1,DEMAGRWATR09,WTRSURR09,2024,0.2553
Region1,DEMAGRWATR09,WTRSURR09,2025,0.2602
Region1,DEMAGRWATR09,WTRSURR09,2026,0.2622
Region1,DEMAGRWATR09,WTRSURR09,2027,0.264
Region1,DEMAGRWATR09,WTRSURR09,2028,0.266
Region1,DEMAGRWATR09,WTRSURR09,2029,0.2795
Region1,DEMAGRWATR09,WTRSURR09,2030,0.3115
Region1,DEMAGRWATR10,WTRSURR10,2014,0.0432
Region1,DEMAGRWATR10,WTRSURR10,2015,0.2903
Region1,DEMAGRWATR10,WTRSURR10,2016,0.3116
Region1,DEMAGRWATR10,WTRSURR10,2017,0.1704
Region1,DEMAGRWATR10,WTRSURR10,2018,0.2877
Region1,DEMAGRWATR10,WTRSURR10,2019,0.2876
Region1,DEMAGRWATR10,WTRSURR10,2020,0.2873
Region1,DEMAGRWATR10,WTRSURR10,2021,0.2871
Region1,DEMAGRWATR10,WTRSURR10,2022,0.287
Region1,DEMAGRWATR10,WTRSURR10,2023,0.2868
Region1,DEMAGRWATR10,WTRSURR10,2024,0.2866
Region1,DEMAGRWATR10,WTRSURR10,2025,0.2864
Region1,DEMAGRWATR10,WTRSURR10,2026,0.2862
Region1,DEMAGRWATR10,WTRSURR10,2027,0.2859
Region1,DEMAGRWATR10,WTRSURR10,2028,0.2857
Region1,DEMAGRWATR10,WTRSURR10,2029,0.168
Region1,DEMAGRWATR10,WTRSURR10,2030,0.1671
Region1,DEMAGRWATR11,WTRSURR11,2014,0.028
Region1,DEMAGRWATR11,WTRSURR11,2015,0.0908
Region1,DEMAGRWATR11,WTRSURR11,2016,0.0908
Region1,DEMAGRWATR11,WTRSURR11,2017,0.091
Region1,DEMAGRWATR11,WTRSURR11,2018,0.091
Region1,DEMAGRWATR11,WTRSURR11,2019,0.091
Region1,DEMAGRWATR11,WTRSURR11,2020,0.091
Region1,DEMAGRWATR11,WTRSURR11,2021,0.091
Region1,DEMAGRWATR11,WTRSURR11,2022,0.091
Region1,DEMAGRWATR11,WTRSURR11,2023,0.091
Region1,DEMAGRWATR11,WTRSURR11,2024,0.091
Region1,DEMAGRWATR11,WTRSURR11,2025,0.091
Region1,DEMAGRWATR11,WTRSURR11,2026,0.091
Region1,DEMAGRWATR11,WTRSURR11,2027,0.091
Region1,DEMAGRWATR11,WTRSURR11,2028,0.091
Region1,DEMAGRWATR11,WTRSURR11,2029,0.091
Region1,DEMAGRWATR11,WTRSURR11,2030,0.091
Region1,DEMAGRWATR12,WTRSURR12,2014,0.2089
Region1,DEMAGRWATR12,WTRSURR12,2015,0.9634
Region1,DEMAGRWATR12,WTRSURR12,2016,0.9634
Region1,DEMAGRWATR12,WTRSURR12,2017,0.9634
Region1,DEMAGRWATR12,WTRSURR12,2018,0.9634
Region1,DEMAGRWATR12,WTRSURR12,2019,0.9634
Region1,DEMAGRWATR12,WTRSURR12,2020,0.9634
Region1,DEMAGRWATR12,WTRSURR12,2021,0.9634
Region1,DEMAGRWATR12,WTRSURR12,2022,0.9634
Region1,DEMAGRWATR12,WTRSURR12,2023,0.9634
Region1,DEMAGRWATR12,WTRSURR12,2024,0.9634
Region1,DEMAGRWATR12,WTRSURR12,2025,0.9634
Region1,DEMAGRWATR12,WTRSURR12,2026,0.9634
Region1,DEMAGRWATR12,WTRSURR12,2027,0.9634
Region1,DEMAGRWATR12,WTRSURR12,2028,0.9634
Region1,DEMAGRWATR12,WTRSURR12,2029,0.9634
Region1,DEMAGRWATR12,WTRSURR12,2030,0.9634
Region1,DEMAGRWATR13,WTRSURR13,2014,0.2202
Region1,DEMAGRWATR13,WTRSURR13,2015,0.492
Region1,DEMAGRWATR13,WTRSURR13,2016,0.492
Region1,DEMAGRWATR13,WTRSURR13,2017,0.4891
Region1,DEMAGRWATR13,WTRSURR13,2018,0.492
Region1,DEMAGRWATR13,WTRSURR13,2019,0.492
Region1,DEMAGRWATR13,WTRSURR13,2020,0.492
Region1,DEMAGRWATR13,WTRSURR13,2021,0.492
Region1,DEMAGRWATR13,WTRSURR13,2022,0.492
Region1,DEMAGRWATR13,WTRSURR13,2023,0.492
Region1,DEMAGRWATR13,WTRSURR13,2024,0.492
Region1,DEMAGRWATR13,WTRSURR13,2025,0.492
Region1,DEMAGRWATR13,WTRSURR13,2026,0.492
Region1,DEMAGRWATR13,WTRSURR13,2027,0.492
Region1,DEMAGRWATR13,WTRSURR13,2028,0.492
Region1,DEMAGRWATR13,WTRSURR13,2029,0.492
Region1,DEMAGRWATR13,WTRSURR13,2030,0.492
Region1,DEMAGRWATR14,WTRSURR14,2014,0.1927
Region1,DEMAGRWATR14,WTRSURR14,2015,0.498
Region1,DEMAGRWATR14,WTRSURR14,2016,0.498
Region1,DEMAGRWATR14,WTRSURR14,2017,0.498
Region1,DEMAGRWATR14,WTRSURR14,2018,0.498
Region1,DEMAGRWATR14,WTRSURR14,2019,0.498
Region1,DEMAGRWATR14,WTRSURR14,2020,0.498
Region1,DEMAGRWATR14,WTRSURR14,2021,0.498
Region1,DEMAGRWATR14,WTRSURR14,2022,0.498
Region1,DEMAGRWATR14,WTRSURR14,2023,0.498
Region1,DEMAGRWATR14,WTRSURR14,2024,0.498
Region1,DEMAGRWATR14,WTRSURR14,2025,0.498
Region1,DEMAGRWATR14,WTRSURR14,2026,0.498
Region1,DEMAGRWATR14,WTRSURR14,2027,0.498
Region1,DEMAGRWATR14,WTRSURR14,2028,0.498
Region1,DEMAGRWATR14,WTRSURR14,2029,0.498
Region1,DEMAGRWATR14,WTRSURR14,2030,0.498
Region1,DEMAGRWATR15,WTRSURR15,2014,0.1396
Region1,DEMAGRWATR15,WTRSURR15,2015,0.2448
Region1,DEMAGRWATR15,WTRSURR15,2016,0.2448
Region1,DEMAGRWATR15,WTRSURR15,2017,0.2448
Region1,DEMAGRWATR15,WTRSURR15,2018,0.2448
Region1,DEMAGRWATR15,WTRSURR15,2019,0.2448
Region1,DEMAGRWATR15,WTRSURR15,2020,0.2448
Region1,DEMAGRWATR15,WTRSURR15,2021,0.2448
Region1,DEMAGRWATR15,WTRSURR15,2022,0.2448
Region1,DEMAGRWATR15,WTRSURR15,2023,0.2448
Region1,DEMAGRWATR15,WTRSURR15,2024,0.2448
Region1,DEMAGRWATR15,WTRSURR15,2025,0.2448
Region1,DEMAGRWATR15,WTRSURR15,2026,0.2448
Region1,DEMAGRWATR15,WTRSURR15,2027,0.2448
Region1,DEMAGRWATR15,WTRSURR15,2028,0.2448
Region1,DEMAGRWATR15,WTRSURR15,2029,0.2448
Region1,DEMAGRWATR15,WTRSURR15,2030,0.2448
Region1,DEMAGRWATR16,WTRSURR16,2014,0.3277
Region1,DEMAGRWATR16,WTRSURR16,2015,0.5798
Region1,DEMAGRWATR16,WTRSURR16,2016,0.5798
Region1,DEMAGRWATR16,WTRSURR16,2017,0.5799
Region1,DEMAGRWATR16,WTRSURR16,2018,0.5799
Region1,DEMAGRWATR16,WTRSURR16,2019,0.5799
Region1,DEMAGRWATR16,WTRSURR16,2020,0.5799
Region1,DEMAGRWATR16,WTRSURR16,2021,0.5799
Region1,DEMAGRWATR16,WTRSURR16,2022,0.5799
Region1,DEMAGRWATR16,WTRSURR16,2023,0.5799
Region1,DEMAGRWATR16,WTRSURR16,2024,0.5799
Region1,DEMAGRWATR16,WTRSURR16,2025,0.5799
Region1,DEMAGRWATR16,WTRSURR16,2026,0.5799
Region1,DEMAGRWATR16,WTRSURR16,2027,0.5799
Region1,DEMAGRWATR16,WTRSURR16,2028,0.5799
Region1,DEMAGRWATR16,WTRSURR16,2029,0.5799
Region1,DEMAGRWATR16,WTRSURR16,2030,0.5799
Region1,DEMAGRWATR17,WTRSURR17,2014,0.4382
Region1,DEMAGRWATR17,WTRSURR17,2015,0.6706
Region1,DEMAGRWATR17,WTRSURR17,2016,0.6706
Region1,DEMAGRWATR17,WTRSURR17,2017,0.6706
Region1,DEMAGRWATR17,WTRSURR17,2018,0.6706
Region1,DEMAGRWATR17,WTRSURR17,2019,0.6706
Region1,DEMAGRWATR17,WTRSURR17,2020,0.6706
Region1,DEMAGRWATR17,WTRSURR17,2021,0.6706
Region1,DEMAGRWATR17,WTRSURR17,2022,0.6706
Region1,DEMAGRWATR17,WTRSURR17,2023,0.6706
Region1,DEMAGRWATR17,WTRSURR17,2024,0.6706
Region1,DEMAGRWATR17,WTRSURR17,2025,0.6706
Region1,DEMAGRWATR17,WTRSURR17,2026,0.6706
Region1,DEMAGRWATR17,WTRSURR17,2027,0.6706
Region1,DEMAGRWATR17,WTRSURR17,2028,0.6706
Region1,DEMAGRWATR17,WTRSURR17,2029,0.6706
Region1,DEMAGRWATR17,WTRSURR17,2030,0.6706
Region1,DEMAGRWATR18,WTRSURR18,2014,0.0022
Region1,DEMAGRWATR18,WTRSURR18,2015,0.0025
Region1,DEMAGRWATR18,WTRSURR18,2016,0.0023
Region1,DEMAGRWATR18,WTRSURR18,2017,0.0023
Region1,DEMAGRWATR18,WTRSURR18,2018,0.0023
Region1,DEMAGRWATR18,WTRSURR18,2019,0.0023
Region1,DEMAGRWATR18,WTRSURR18,2020,0.0023
Region1,DEMAGRWATR18,WTRSURR18,2021,0.0023
Region1,DEMAGRWATR18,WTRSURR18,2022,0.0023
Region1,DEMAGRWATR18,WTRSURR18,2023,0.0025
Region1,DEMAGRWATR18,WTRSURR18,2024,0.0025
Region1,DEMAGRWATR18,WTRSURR18,2025,0.0025
Region1,DEMAGRWATR18,WTRSURR18,2026,0.0025
Region1,DEMAGRWATR18,WTRSURR18,2027,0.0025
Region1,DEMAGRWATR18,WTRSURR18,2028,0.0025
Region1,DEMAGRWATR18,WTRSURR18,2029,0.0023
Region1,DEMAGRWATR18,WTRSURR18,2030,0.0023
Region1,DEMAGRWATR19,WTRSURR19,2014,0.1949
Region1,DEMAGRWATR19,WTRSURR19,2015,0.1996
Region1,DEMAGRWATR19,WTRSURR19,2016,0.1797
Region1,DEMAGRWATR19,WTRSURR19,2017,0.1784
Region1,DEMAGRWATR19,WTRSURR19,2018,0.1796
Region1,DEMAGRWATR19,WTRSURR19,2019,0.1797
Region1,DEMAGRWATR19,WTRSURR19,2020,0.1797
Region1,DEMAGRWATR19,WTRSURR19,2021,0.1797
Region1,DEMAGRWATR19,WTRSURR19,2022,0.1797
Region1,DEMAGRWATR19,WTRSURR19,2023,0.1797
Region1,DEMAGRWATR19,WTRSURR19,2024,0.1797
Region1,DEMAGRWATR19,WTRSURR19,2025,0.1797
Region1,DEMAGRWATR19,WTRSURR19,2026,0.1797
Region1,DEMAGRWATR19,WTRSURR19,2027,0.1796
Region1,DEMAGRWATR19,WTRSURR19,2028,0.1797
Region1,DEMAGRWATR19,WTRSURR19,2029,0.1598
Region1,DEMAGRWATR19,WTRSURR19,2030,0.1598
Region1,DEMAGRWATR20,WTRSURR20,2014,0.0358
Region1,DEMAGRWATR20,WTRSURR20,2015,0.0259
Region1,DEMAGRWATR20,WTRSURR20,2016,0.0259
Region1,DEMAGRWATR20,WTRSURR20,2017,0.0259
Region1,DEMAGRWATR20,WTRSURR20,2018,0.0259
Region1,DEMAGRWATR20,WTRSURR20,2019,0.0259
Region1,DEMAGRWATR20,WTRSURR20,2020,0.0259
Region1,DEMAGRWATR20,WTRSURR20,2021,0.0259
Region1,DEMAGRWATR20,WTRSURR20,2022,0.0259
Region1,DEMAGRWATR20,WTRSURR20,2023,0.0259
Region1,DEMAGRWATR20,WTRSURR20,2024,0.0259
Region1,DEMAGRWATR20,WTRSURR20,2025,0.0259
Region1,DEMAGRWATR20,WTRSURR20,2026,0.0259
Region1,DEMAGRWATR20,WTRSURR20,2027,0.0259
Region1,DEMAGRWATR20,WTRSURR20,2028,0.0259
Region1,DEMAGRWATR20,WTRSURR20,2029,0.0259
Region1,DEMAGRWATR20,WTRSURR20,2030,0.0259
Region1,DEMAGRWATR21,WTRSURR21,2014,0.1738
Region1,DEMAGRWATR21,WTRSURR21,2015,0.1007
Region1,DEMAGRWATR21,WTRSURR21,2016,0.1007
Region1,DEMAGRWATR21,WTRSURR21,2017,0.0956
Region1,DEMAGRWATR21,WTRSURR21,2018,0.1007
Region1,DEMAGRWATR21,WTRSURR21,2019,0.1007
Region1,DEMAGRWATR21,WTRSURR21,2020,0.1007
Region1,DEMAGRWATR21,WTRSURR21,2021,0.1007
Region1,DEMAGRWATR21,WTRSURR21,2022,0.1005
Region1,DEMAGRWATR21,WTRSURR21,2023,0.1007
Region1,DEMAGRWATR21,WTRSURR21,2024,0.1007
Region1,DEMAGRWATR21,WTRSURR21,2025,0.1007
Region1,DEMAGRWATR21,WTRSURR21,2026,0.1007
Region1,DEMAGRWATR21,WTRSURR21,2027,0.1007
Region1,DEMAGRWATR21,WTRSURR21,2028,0.1008
Region1,DEMAGRWATR21,WTRSURR21,2029,0.1007
Region1,DEMAGRWATR21,WTRSURR21,2030,0.1007
Region1,DEMAGRWATR22,WTRSURR22,2014,0.0021
Region1,DEMAGRWATR22,WTRSURR22,2015,0.0066
Region1,DEMAGRWATR22,WTRSURR22,2016,0.0066
Region1,DEMAGRWATR22,WTRSURR22,2017,0.0066
Region1,DEMAGRWATR22,WTRSURR22,2018,0.0066
Region1,DEMAGRWATR22,WTRSURR22,2019,0.0066
Region1,DEMAGRWATR22,WTRSURR22,2020,0.0066
Region1,DEMAGRWATR22,WTRSURR22,2021,0.0066
Region1,DEMAGRWATR22,WTRSURR22,2022,0.0066
Region1,DEMAGRWATR22,WTRSURR22,2023,0.0066
Region1,DEMAGRWATR22,WTRSURR22,2024,0.0066
Region1,DEMAGRWATR22,WTRSURR22,2025,0.0066
Region1,DEMAGRWATR22,WTRSURR22,2026,0.0066
Region1,DEMAGRWATR22,WTRSURR22,2027,0.0066
Region1,DEMAGRWATR22,WTRSURR22,2028,0.0066
Region1,DEMAGRWATR22,WTRSURR22,2029,0.0066
Region1,DEMAGRWATR22,WTRSURR22,2030,0.0066
Region1,DEMAGRWATR23,WTRSURR23,2014,0.0199
Region1,DEMAGRWATR23,WTRSURR23,2015,0.0401
Region1,DEMAGRWATR23,WTRSURR23,2016,0.0401
Region1,DEMAGRWATR23,WTRSURR23,2017,0.0402
Region1,DEMAGRWATR23,WTRSURR23,2018,0.0402
Region1,DEMAGRWATR23,WTRSURR23,2019,0.0402
Region1,DEMAGRWATR23,WTRSURR23,2020,0.0402
Region1,DEMAGRWATR23,WTRSURR23,2021,0.0402
Region1,DEMAGRWATR23,WTRSURR23,2022,0.0402
Region1,DEMAGRWATR23,WTRSURR23,2023,0.0402
Region1,DEMAGRWATR23,WTRSURR23,2024,0.0402
Region1,DEMAGRWATR23,WTRSURR23,2025,0.0402
Region1,DEMAGRWATR23,WTRSURR23,2026,0.0402
Region1,DEMAGRWATR23,WTRSURR23,2027,0.0402
Region1,DEMAGRWATR23,WTRSURR23,2028,0.0402
Region1,DEMAGRWATR23,WTRSURR23,2029,0.0401
Region1,DEMAGRWATR23,WTRSURR23,2030,0.0401
Region1,DEMAGRWATR24,WTRSURR24,2014,0.1303
Region1,DEMAGRWATR24,WTRSURR24,2015,0.1363
Region1,DEMAGRWATR24,WTRSURR24,2016,0.1363
Region1,DEMAGRWATR24,WTRSURR24,2017,0.1363
Region1,DEMAGRWATR24,WTRSURR24,2018,0.1363
Region1,DEMAGRWATR24,WTRSURR24,2019,0.1363
Region1,DEMAGRWATR24,WTRSURR24,2020,0.1363
Region1,DEMAGRWATR24,WTRSURR24,2021,0.1363
Region1,DEMAGRWATR24,WTRSURR24,2022,0.1363
Region1,DEMAGRWATR24,WTRSURR24,2023,0.1363
Region1,DEMAGRWATR24,WTRSURR24,2024,0.1363
Region1,DEMAGRWATR24,WTRSURR24,2025,0.1363
Region1,DEMAGRWATR24,WTRSURR24,2026,0.1363
Region1,DEMAGRWATR24,WTRSURR24,2027,0.1363
Region1,DEMAGRWATR24,WTRSURR24,2028,0.1363
