r,t,y,AccumulatedNewCapacity
Region1,DEMAGRGWTR01,2014,0.0
Region1,DEMAGRGWTR01,2015,0.0
Region1,DEMAGRGWTR01,2016,0.0604
Region1,DEMAGRGWTR01,2017,0.0604
Region1,DEMAGRGWTR01,2018,0.0604
Region1,DEMAGRGWTR01,2019,0.0604
Region1,DEMAGRGWTR01,2020,0.0604
Region1,DEMAGRGWTR01,2021,0.0604
Region1,DEMAGRGWTR01,2022,0.0604
Region1,DEMAGRGWTR01,2023,0.0604
Region1,DEMAGRGWTR01,2024,0.0604
Region1,DEMAGRGWTR01,2025,0.0604
Region1,DEMAGRGWTR01,2026,0.0604
Region1,DEMAGRGWTR01,2027,0.0604
Region1,DEMAGRGWTR01,2028,0.0604
Region1,DEMAGRGWTR01,2029,0.0604
Region1,DEMAGRGWTR01,2030,0.0604
Region1,DEMAGRGWTR31,2014,0.2529
Region1,DEMAGRGWTR31,2015,0.2529
Region1,DEMAGRGWTR31,2016,0.2529
Region1,DEMAGRGWTR31,2017,0.2529
Region1,DEMAGRGWTR31,2018,0.2529
Region1,DEMAGRGWTR31,2019,0.2529
Region1,DEMAGRGWTR31,2020,0.2529
Region1,DEMAGRGWTR31,2021,0.2529
Region1,DEMAGRGWTR31,2022,0.2529
Region1,DEMAGRGWTR31,2023,0.2529
Region1,DEMAGRGWTR31,2024,0.2529
Region1,DEMAGRGWTR31,2025,0.2529
Region1,DEMAGRGWTR31,2026,0.2529
Region1,DEMAGRGWTR31,2027,0.2529
Region1,DEMAGRGWTR31,2028,0.2529
Region1,DEMAGRGWTR31,2029,0.1957
Region1,DEMAGRGWTR31,2030,0.1957
Region1,DEMAGRWATR01,2014,0.246
Region1,DEMAGRWATR01,2015,0.246
Region1,DEMAGRWATR01,2016,0.246
Region1,DEMAGRWATR01,2017,0.246
Region1,DEMAGRWATR01,2018,0.246
Region1,DEMAGRWATR01,2019,0.246
Region1,DEMAGRWATR01,2020,0.246
Region1,DEMAGRWATR01,2021,0.246
Region1,DEMAGRWATR01,2022,0.246
Region1,DEMAGRWATR01,2023,0.246
Region1,DEMAGRWATR01,2024,0.246
Region1,DEMAGRWATR01,2025,0.246
Region1,DEMAGRWATR01,2026,0.246
Region1,DEMAGRWATR01,2027,0.246
Region1,DEMAGRWATR01,2028,0.246
Region1,DEMAGRWATR01,2029,0.2456
Region1,DEMAGRWATR01,2030,0.2456
Region1,DEMAGRWATR02,2014,0.0863
Region1,DEMAGRWATR02,2015,0.0933
Region1,DEMAGRWATR02,2016,0.1001
Region1,DEMAGRWATR02,2017,0.1001
Region1,DEMAGRWATR02,2018,0.1001
Region1,DEMAGRWATR02,2019,0.1001
Region1,DEMAGRWATR02,2020,0.1001
Region1,DEMAGRWATR02,2021,0.1001
Region1,DEMAGRWATR02,2022,0.1001
Region1,DEMAGRWATR02,2023,0.1001
Region1,DEMAGRWATR02,2024,0.1001
Region1,DEMAGRWATR02,2025,0.1001
Region1,DEMAGRWATR02,2026,0.1001
Region1,DEMAGRWATR02,2027,0.1001
Region1,DEMAGRWATR02,2028,0.1001
Region1,DEMAGRWATR02,2029,0.1001
Region1,DEMAGRWATR02,2030,0.1001
Region1,DEMAGRWATR03,2014,0.0758
Region1,DEMAGRWATR03,2015,0.0758
Region1,DEMAGRWATR03,2016,0.0769
Region1,DEMAGRWATR03,2017,0.0769
Region1,DEMAGRWATR03,2018,0.0769
Region1,DEMAGRWATR03,2019,0.0769
Region1,DEMAGRWATR03,2020,0.0769
Region1,DEMAGRWATR03,2021,0.0769
Region1,DEMAGRWATR03,2022,0.0769
Region1,DEMAGRWATR03,2023,0.0769
Region1,DEMAGRWATR03,2024,0.0769
Region1,DEMAGRWATR03,2025,0.0769
Region1,DEMAGRWATR03,2026,0.0769
Region1,DEMAGRWATR03,2027,0.0769
Region1,DEMAGRWATR03,2028,0.0769
Region1,DEMAGRWATR03,2029,0.0769
Region1,DEMAGRWATR03,2030,0.0769
Region1,DEMAGRWATR04,2014,0.0293
Region1,DEMAGRWATR04,2015,0.3427
Region1,DEMAGRWATR04,2016,0.3427
Region1,DEMAGRWATR04,2017,0.3427
Region1,DEMAGRWATR04,2018,0.3427
Region1,DEMAGRWATR04,2019,0.3427
Region1,DEMAGRWATR04,2020,0.3427
Region1,DEMAGRWATR04,2021,0.3427
Region1,DEMAGRWATR04,2022,0.3427
Region1,DEMAGRWATR04,2023,0.3427
Region1,DEMAGRWATR04,2024,0.3427
Region1,DEMAGRWATR04,2025,0.3427
Region1,DEMAGRWATR04,2026,0.3427
Region1,DEMAGRWATR04,2027,0.3427
Region1,DEMAGRWATR04,2028,0.3427
Region1,DEMAGRWATR04,2029,0.3427
Region1,DEMAGRWATR04,2030,0.3427
Region1,DEMAGRWATR05,2014,0.042
Region1,DEMAGRWATR05,2015,0.0556
Region1,DEMAGRWATR05,2016,0.0556
Region1,DEMAGRWATR05,2017,0.0556
Region1,DEMAGRWATR05,2018,0.0556
Region1,DEMAGRWATR05,2019,0.0556
Region1,DEMAGRWATR05,2020,0.0556
Region1,DEMAGRWATR05,2021,0.0556
Region1,DEMAGRWATR05,2022,0.0556
Region1,DEMAGRWATR05,2023,0.0556
Region1,DEMAGRWATR05,2024,0.0556
Region1,DEMAGRWATR05,2025,0.0556
Region1,DEMAGRWATR05,2026,0.0566
Region1,DEMAGRWATR05,2027,0.0566
Region1,DEMAGRWATR05,2028,0.0567
Region1,DEMAGRWATR05,2029,0.0556
Region1,DEMAGRWATR05,2030,0.0556
Region1,DEMAGRWATR06,2014,0.1221
Region1,DEMAGRWATR06,2015,0.153
Region1,DEMAGRWATR06,2016,0.153
Region1,DEMAGRWATR06,2017,0.153
Region1,DEMAGRWATR06,2018,0.153
Region1,DEMAGRWATR06,2019,0.153
Region1,DEMAGRWATR06,2020,0.153
Region1,DEMAGRWATR06,2021,0.153
Region1,DEMAGRWATR06,2022,0.153
Region1,DEMAGRWATR06,2023,0.153
Region1,DEMAGRWATR06,2024,0.153
Region1,DEMAGRWATR06,2025,0.153
Region1,DEMAGRWATR06,2026,0.153
Region1,DEMAGRWATR06,2027,0.153
Region1,DEMAGRWATR06,2028,0.153
Region1,DEMAGRWATR06,2029,0.153
Region1,DEMAGRWATR06,2030,0.153
Region1,DEMAGRWATR07,2014,0.0728
Region1,DEMAGRWATR07,2015,0.2014
Region1,DEMAGRWATR07,2016,0.2014
Region1,DEMAGRWATR07,2017,0.2014
Region1,DEMAGRWATR07,2018,0.2014
Region1,DEMAGRWATR07,2019,0.2014
Region1,DEMAGRWATR07,2020,0.2014
Region1,DEMAGRWATR07,2021,0.2014
Region1,DEMAGRWATR07,2022,0.2014
Region1,DEMAGRWATR07,2023,0.2014
Region1,DEMAGRWATR07,2024,0.2014
Region1,DEMAGRWATR07,2025,0.2014
Region1,DEMAGRWATR07,2026,0.2014
Region1,DEMAGRWATR07,2027,0.2014
Region1,DEMAGRWATR07,2028,0.2014
Region1,DEMAGRWATR07,2029,0.2014
Region1,DEMAGRWATR07,2030,0.2014
Region1,DEMAGRWATR08,2014,0.3175
Region1,DEMAGRWATR08,2015,0.3175
Region1,DEMAGRWATR08,2016,0.3175
Region1,DEMAGRWATR08,2017,0.3175
Region1,DEMAGRWATR08,2018,0.3175
Region1,DEMAGRWATR08,2019,0.3175
Region1,DEMAGRWATR08,2020,0.3175
Region1,DEMAGRWATR08,2021,0.3175
Region1,DEMAGRWATR08,2022,0.3175
Region1,DEMAGRWATR08,2023,0.3175
Region1,DEMAGRWATR08,2024,0.3175
Region1,DEMAGRWATR08,2025,0.3175
Region1,DEMAGRWATR08,2026,0.3175
Region1,DEMAGRWATR08,2027,0.3175
Region1,DEMAGRWATR08,2028,0.3175
Region1,DEMAGRWATR08,2029,0.3174
Region1,DEMAGRWATR08,2030,0.3174
Region1,DEMAGRWATR09,2014,0.0277
Region1,DEMAGRWATR09,2015,0.278
Region1,DEMAGRWATR09,2016,0.278
Region1,DEMAGRWATR09,2017,0.278
Region1,DEMAGRWATR09,2018,0.278
Region1,DEMAGRWATR09,2019,0.2847
Region1,DEMAGRWATR09,2020,0.2952
Region1,DEMAGRWATR09,2021,0.3053
Region1,DEMAGRWATR09,2022,0.3084
Region1,DEMAGRWATR09,2023,0.3121
Region1,DEMAGRWATR09,2024,0.3157
Region1,DEMAGRWATR09,2025,0.3218
Region1,DEMAGRWATR09,2026,0.3255
Region1,DEMAGRWATR09,2027,0.329
Region1,DEMAGRWATR09,2028,0.3329
Region1,DEMAGRWATR09,2029,0.3548
Region1,DEMAGRWATR09,2030,0.4186
Region1,DEMAGRWATR10,2014,0.0519
Region1,DEMAGRWATR10,2015,0.3822
Region1,DEMAGRWATR10,2016,0.3822
Region1,DEMAGRWATR10,2017,0.3822
Region1,DEMAGRWATR10,2018,0.3822
Region1,DEMAGRWATR10,2019,0.3822
Region1,DEMAGRWATR10,2020,0.3822
Region1,DEMAGRWATR10,2021,0.3822
Region1,DEMAGRWATR10,2022,0.3822
Region1,DEMAGRWATR10,2023,0.3822
Region1,DEMAGRWATR10,2024,0.3822
Region1,DEMAGRWATR10,2025,0.3822
Region1,DEMAGRWATR10,2026,0.3822
Region1,DEMAGRWATR10,2027,0.3822
Region1,DEMAGRWATR10,2028,0.3822
Region1,DEMAGRWATR10,2029,0.3303
Region1,DEMAGRWATR10,2030,0.1671
Region1,DEMAGRWATR11,2014,0.028
Region1,DEMAGRWATR11,2015,0.0908
Region1,DEMAGRWATR11,2016,0.0908
Region1,DEMAGRWATR11,2017,0.091
Region1,DEMAGRWATR11,2018,0.091
Region1,DEMAGRWATR11,2019,0.091
Region1,DEMAGRWATR11,2020,0.091
Region1,DEMAGRWATR11,2021,0.091
Region1,DEMAGRWATR11,2022,0.091
Region1,DEMAGRWATR11,2023,0.091
Region1,DEMAGRWATR11,2024,0.091
Region1,DEMAGRWATR11,2025,0.091
Region1,DEMAGRWATR11,2026,0.091
Region1,DEMAGRWATR11,2027,0.091
Region1,DEMAGRWATR11,2028,0.091
Region1,DEMAGRWATR11,2029,0.091
Region1,DEMAGRWATR11,2030,0.091
Region1,DEMAGRWATR12,2014,0.2089
Region1,DEMAGRWATR12,2015,0.9634
Region1,DEMAGRWATR12,2016,0.9634
Region1,DEMAGRWATR12,2017,0.9634
Region1,DEMAGRWATR12,2018,0.9634
Region1,DEMAGRWATR12,2019,0.9634
Region1,DEMAGRWATR12,2020,0.9634
Region1,DEMAGRWATR12,2021,0.9634
Region1,DEMAGRWATR12,2022,0.9634
Region1,DEMAGRWATR12,2023,0.9634
Region1,DEMAGRWATR12,2024,0.9634
Region1,DEMAGRWATR12,2025,0.9634
Region1,DEMAGRWATR12,2026,0.9634
Region1,DEMAGRWATR12,2027,0.9634
Region1,DEMAGRWATR12,2028,0.9634
Region1,DEMAGRWATR12,2029,0.9634
Region1,DEMAGRWATR12,2030,0.9634
Region1,DEMAGRWATR13,2014,0.2202
Region1,DEMAGRWATR13,2015,0.492
Region1,DEMAGRWATR13,2016,0.492
Region1,DEMAGRWATR13,2017,0.492
Region1,DEMAGRWATR13,2018,0.492
Region1,DEMAGRWATR13,2019,0.492
Region1,DEMAGRWATR13,2020,0.492
Region1,DEMAGRWATR13,2021,0.492
Region1,DEMAGRWATR13,2022,0.492
Region1,DEMAGRWATR13,2023,0.492
Region1,DEMAGRWATR13,2024,0.492
Region1,DEMAGRWATR13,2025,0.492
Region1,DEMAGRWATR13,2026,0.492
Region1,DEMAGRWATR13,2027,0.492
Region1,DEMAGRWATR13,2028,0.492
Region1,DEMAGRWATR13,2029,0.492
Region1,DEMAGRWATR13,2030,0.492
Region1,DEMAGRWATR14,2014,0.1927
Region1,DEMAGRWATR14,2015,0.498
Region1,DEMAGRWATR14,2016,0.498
Region1,DEMAGRWATR14,2017,0.498
Region1,DEMAGRWATR14,2018,0.498
Region1,DEMAGRWATR14,2019,0.498
Region1,DEMAGRWATR14,2020,0.498
Region1,DEMAGRWATR14,2021,0.498
Region1,DEMAGRWATR14,2022,0.498
Region1,DEMAGRWATR14,2023,0.498
Region1,DEMAGRWATR14,2024,0.498
Region1,DEMAGRWATR14,2025,0.498
Region1,DEMAGRWATR14,2026,0.498
Region1,DEMAGRWATR14,2027,0.498
Region1,DEMAGRWATR14,2028,0.498
Region1,DEMAGRWATR14,2029,0.498
Region1,DEMAGRWATR14,2030,0.498
Region1,DEMAGRWATR15,2014,0.1396
Region1,DEMAGRWATR15,2015,0.2448
Region1,DEMAGRWATR15,2016,0.2448
Region1,DEMAGRWATR15,2017,0.2448
Region1,DEMAGRWATR15,2018,0.2448
Region1,DEMAGRWATR15,2019,0.2448
Region1,DEMAGRWATR15,2020,0.2448
Region1,DEMAGRWATR15,2021,0.2448
Region1,DEMAGRWATR15,2022,0.2448
Region1,DEMAGRWATR15,2023,0.2448
Region1,DEMAGRWATR15,2024,0.2448
Region1,DEMAGRWATR15,2025,0.2448
Region1,DEMAGRWATR15,2026,0.2448
Region1,DEMAGRWATR15,2027,0.2448
Region1,DEMAGRWATR15,2028,0.2448
Region1,DEMAGRWATR15,2029,0.2448
Region1,DEMAGRWATR15,2030,0.2448
Region1,DEMAGRWATR16,2014,0.3277
Region1,DEMAGRWATR16,2015,0.5798
Region1,DEMAGRWATR16,2016,0.5798
Region1,DEMAGRWATR16,2017,0.5799
Region1,DEMAGRWATR16,2018,0.5799
Region1,DEMAGRWATR16,2019,0.5799
Region1,DEMAGRWATR16,2020,0.5799
Region1,DEMAGRWATR16,2021,0.5799
Region1,DEMAGRWATR16,2022,0.5799
Region1,DEMAGRWATR16,2023,0.5799
Region1,DEMAGRWATR16,2024,0.5799
Region1,DEMAGRWATR16,2025,0.5799
Region1,DEMAGRWATR16,2026,0.5799
Region1,DEMAGRWATR16,2027,0.5799
Region1,DEMAGRWATR16,2028,0.5799
Region1,DEMAGRWATR16,2029,0.5799
Region1,DEMAGRWATR16,2030,0.5799
Region1,DEMAGRWATR17,2014,0.4382
Region1,DEMAGRWATR17,2015,0.6706
Region1,DEMAGRWATR17,2016,0.6706
Region1,DEMAGRWATR17,2017,0.6706
Region1,DEMAGRWATR17,2018,0.6706
Region1,DEMAGRWATR17,2019,0.6706
Region1,DEMAGRWATR17,2020,0.6706
Region1,DEMAGRWATR17,2021,0.6706
Region1,DEMAGRWATR17,2022,0.6706
Region1,DEMAGRWATR17,2023,0.6706
Region1,DEMAGRWATR17,2024,0.6706
Region1,DEMAGRWATR17,2025,0.6706
Region1,DEMAGRWATR17,2026,0.6706
Region1,DEMAGRWATR17,2027,0.6706
Region1,DEMAGRWATR17,2028,0.6706
