r,t,f,y,InputToNewCapacity
"EXAMPLE","MINWND","BLT",2021,0
"EXAMPLE","MINWND","BLT",2022,0
"EXAMPLE","MINWND","COMELC",2019,0
"EXAMPLE","MINWND","COMELC",2020,0
"EXAMPLE","MINWND","COMELC",2021,0
"EXAMPLE","MINWND","COMELC",2022,0
"EXAMPLE","MINWND","CRPCP01",2019,0
"EXAMPLE","MINWND","CRPCP01",2020,0
"EXAMPLE","MINWND","CRPCP01",2021,0
"EXAMPLE","MINWND","CRPCP01",2022,0
"EXAMPLE","MINWND","CRPCP02",2019,0
"EXAMPLE","MINWND","CRPCP02",2020,0
"EXAMPLE","MINWND","CRPCP02",2021,0
"EXAMPLE","MINWND","CRPCP02",2022,0
"EXAMPLE","MINWND","ELC001",2019,0
"EXAMPLE","MINWND","ELC001",2020,0
"EXAMPLE","MINWND","ELC001",2021,0
"EXAMPLE","MINWND","ELC001",2022,0
"EXAMPLE","MINWND","ELC002",2019,0
"EXAMPLE","MINWND","ELC002",2020,0
"EXAMPLE","MINWND","ELC002",2021,0
"EXAMPLE","MINWND","ELC002",2022,0
"EXAMPLE","MINWND","GEO",2019,0
"EXAMPLE","MINWND","GEO",2020,0
"EXAMPLE","MINWND","GEO",2021,0
"EXAMPLE","MINWND","GEO",2022,0
"EXAMPLE","MINWND","HYD",2019,0
"EXAMPLE","MINWND","HYD",2020,0
"EXAMPLE","MINWND","HYD",2021,0
"EXAMPLE","MINWND","HYD",2022,0
"EXAMPLE","MINWND","LND",2019,0
"EXAMPLE","MINWND","LND",2020,0
"EXAMPLE","MINWND","LND",2021,0
"EXAMPLE","MINWND","LND",2022,0
"EXAMPLE","MINWND","PUBWAT",2019,0
"EXAMPLE","MINWND","PUBWAT",2020,0
"EXAMPLE","MINWND","PUBWAT",2021,0
"EXAMPLE","MINWND","PUBWAT",2022,0
"EXAMPLE","MINWND","SOL",2019,0
"EXAMPLE","MINWND","SOL",2020,0
"EXAMPLE","MINWND","SOL",2021,0
"EXAMPLE","MINWND","SOL",2022,0
"EXAMPLE","MINWND","WND",2019,0
"EXAMPLE","MINWND","WND",2020,0
"EXAMPLE","MINWND","WND",2021,0
"EXAMPLE","MINWND","WND",2022,0
"EXAMPLE","MINWND","WTREVT",2019,0
"EXAMPLE","MINWND","WTREVT",2020,0
"EXAMPLE","MINWND","WTREVT",2021,0
"EXAMPLE","MINWND","WTREVT",2022,0
"EXAMPLE","MINWND","WTRGWT",2019,0
"EXAMPLE","MINWND","WTRGWT",2020,0
"EXAMPLE","MINWND","WTRGWT",2021,0
"EXAMPLE","MINWND","WTRGWT",2022,0
"EXAMPLE","MINWND","WTRPRC",2019,0
"EXAMPLE","MINWND","WTRPRC",2020,0
"EXAMPLE","MINWND","WTRPRC",2021,0
"EXAMPLE","MINWND","WTRPRC",2022,0
"EXAMPLE","MINWND","WTRSUR",2019,0
"EXAMPLE","MINWND","WTRSUR",2020,0
"EXAMPLE","MINWND","WTRSUR",2021,0
"EXAMPLE","MINWND","WTRSUR",2022,0
"EXAMPLE","PWRBIO","AGRELC",2019,0
"EXAMPLE","PWRBIO","AGRELC",2020,0
"EXAMPLE","PWRBIO","AGRELC",2021,0
"EXAMPLE","PWRBIO","AGRELC",2022,0
"EXAMPLE","PWRBIO","AGRWAT",2019,0
"EXAMPLE","PWRBIO","AGRWAT",2020,0
"EXAMPLE","PWRBIO","AGRWAT",2021,0
"EXAMPLE","PWRBIO","AGRWAT",2022,0
"EXAMPLE","PWRBIO","BIO",2019,0
"EXAMPLE","PWRBIO","BIO",2020,0
"EXAMPLE","PWRBIO","BIO",2021,0
"EXAMPLE","PWRBIO","BIO",2022,0
"EXAMPLE","PWRBIO","BLT",2019,0
"EXAMPLE","PWRBIO","BLT",2020,0
"EXAMPLE","PWRBIO","BLT",2021,0
"EXAMPLE","PWRBIO","BLT",2022,0
"EXAMPLE","PWRBIO","COMELC",2019,0
"EXAMPLE","PWRBIO","COMELC",2020,0
"EXAMPLE","PWRBIO","COMELC",2021,0
"EXAMPLE","PWRBIO","COMELC",2022,0
"EXAMPLE","PWRBIO","CRPCP01",2019,0
"EXAMPLE","PWRBIO","CRPCP01",2020,0
"EXAMPLE","PWRBIO","CRPCP01",2021,0
"EXAMPLE","PWRBIO","CRPCP01",2022,0
"EXAMPLE","PWRBIO","CRPCP02",2019,0
"EXAMPLE","PWRBIO","CRPCP02",2020,0
"EXAMPLE","PWRBIO","CRPCP02",2021,0
"EXAMPLE","PWRBIO","CRPCP02",2022,0
"EXAMPLE","PWRBIO","ELC001",2019,0
"EXAMPLE","PWRBIO","ELC001",2020,0
"EXAMPLE","PWRBIO","ELC001",2021,0
"EXAMPLE","PWRBIO","ELC001",2022,0
"EXAMPLE","PWRBIO","ELC002",2019,0
"EXAMPLE","PWRBIO","ELC002",2020,0
"EXAMPLE","PWRBIO","ELC002",2021,0
"EXAMPLE","PWRBIO","ELC002",2022,0
"EXAMPLE","PWRBIO","GEO",2019,0
"EXAMPLE","PWRBIO","GEO",2020,0
"EXAMPLE","PWRBIO","GEO",2021,0
"EXAMPLE","PWRBIO","GEO",2022,0
"EXAMPLE","PWRBIO","HYD",2019,0
"EXAMPLE","PWRBIO","HYD",2020,0
"EXAMPLE","PWRBIO","HYD",2021,0
"EXAMPLE","PWRBIO","HYD",2022,0
"EXAMPLE","PWRBIO","LND",2019,0
"EXAMPLE","PWRBIO","LND",2020,0
"EXAMPLE","PWRBIO","LND",2021,0
"EXAMPLE","PWRBIO","LND",2022,0
"EXAMPLE","PWRBIO","PUBWAT",2019,0
"EXAMPLE","PWRBIO","PUBWAT",2020,0
"EXAMPLE","PWRBIO","PUBWAT",2021,0
"EXAMPLE","PWRBIO","PUBWAT",2022,0
"EXAMPLE","PWRBIO","SOL",2019,0
"EXAMPLE","PWRBIO","SOL",2020,0
"EXAMPLE","PWRBIO","SOL",2021,0
"EXAMPLE","PWRBIO","SOL",2022,0
"EXAMPLE","PWRBIO","WND",2019,0
"EXAMPLE","PWRBIO","WND",2020,0
"EXAMPLE","PWRBIO","WND",2021,0
"EXAMPLE","PWRBIO","WND",2022,0
"EXAMPLE","PWRBIO","WTREVT",2019,0
"EXAMPLE","PWRBIO","WTREVT",2020,0
"EXAMPLE","PWRBIO","WTREVT",2021,0
"EXAMPLE","PWRBIO","WTREVT",2022,0
"EXAMPLE","PWRBIO","WTRGWT",2019,0
"EXAMPLE","PWRBIO","WTRGWT",2020,0
"EXAMPLE","PWRBIO","WTRGWT",2021,0
"EXAMPLE","PWRBIO","WTRGWT",2022,0
"EXAMPLE","PWRBIO","WTRPRC",2019,0
"EXAMPLE","PWRBIO","WTRPRC",2020,0
"EXAMPLE","PWRBIO","WTRPRC",2021,0
"EXAMPLE","PWRBIO","WTRPRC",2022,0
"EXAMPLE","PWRBIO","WTRSUR",2019,0
"EXAMPLE","PWRBIO","WTRSUR",2020,0
"EXAMPLE","PWRBIO","WTRSUR",2021,0
"EXAMPLE","PWRBIO","WTRSUR",2022,0
"EXAMPLE","PWRGEO","AGRELC",2019,0
"EXAMPLE","PWRGEO","AGRELC",2020,0
"EXAMPLE","PWRGEO","AGRELC",2021,0
"EXAMPLE","PWRGEO","AGRELC",2022,0
"EXAMPLE","PWRGEO","AGRWAT",2019,0
"EXAMPLE","PWRGEO","AGRWAT",2020,0
"EXAMPLE","PWRGEO","AGRWAT",2021,0
"EXAMPLE","PWRGEO","AGRWAT",2022,0
"EXAMPLE","PWRGEO","BIO",2019,0
"EXAMPLE","PWRGEO","BIO",2020,0
"EXAMPLE","PWRGEO","BIO",2021,0
"EXAMPLE","PWRGEO","BIO",2022,0
"EXAMPLE","PWRGEO","BLT",2019,0
"EXAMPLE","PWRGEO","BLT",2020,0
"EXAMPLE","PWRGEO","BLT",2021,0
"EXAMPLE","PWRGEO","BLT",2022,0
"EXAMPLE","PWRGEO","COMELC",2019,0
"EXAMPLE","PWRGEO","COMELC",2020,0
"EXAMPLE","PWRGEO","COMELC",2021,0
"EXAMPLE","PWRGEO","COMELC",2022,0
"EXAMPLE","PWRGEO","CRPCP01",2019,0
"EXAMPLE","PWRGEO","CRPCP01",2020,0
"EXAMPLE","PWRGEO","CRPCP01",2021,0
"EXAMPLE","PWRGEO","CRPCP01",2022,0
"EXAMPLE","PWRGEO","CRPCP02",2019,0
"EXAMPLE","PWRGEO","CRPCP02",2020,0
"EXAMPLE","PWRGEO","CRPCP02",2021,0
"EXAMPLE","PWRGEO","CRPCP02",2022,0
"EXAMPLE","PWRGEO","ELC001",2019,0
"EXAMPLE","PWRGEO","ELC001",2020,0
"EXAMPLE","PWRGEO","ELC001",2021,0
"EXAMPLE","PWRGEO","ELC001",2022,0
"EXAMPLE","PWRGEO","ELC002",2019,0
"EXAMPLE","PWRGEO","ELC002",2020,0
"EXAMPLE","PWRGEO","ELC002",2021,0
"EXAMPLE","PWRGEO","ELC002",2022,0
"EXAMPLE","PWRGEO","GEO",2019,0
"EXAMPLE","PWRGEO","GEO",2020,0
"EXAMPLE","PWRGEO","GEO",2021,0
"EXAMPLE","PWRGEO","GEO",2022,0
"EXAMPLE","PWRGEO","HYD",2019,0
"EXAMPLE","PWRGEO","HYD",2020,0
"EXAMPLE","PWRGEO","HYD",2021,0
"EXAMPLE","PWRGEO","HYD",2022,0
"EXAMPLE","PWRGEO","LND",2019,0
"EXAMPLE","PWRGEO","LND",2020,0
"EXAMPLE","PWRGEO","LND",2021,0
"EXAMPLE","PWRGEO","LND",2022,0
"EXAMPLE","PWRGEO","PUBWAT",2019,0
"EXAMPLE","PWRGEO","PUBWAT",2020,0
"EXAMPLE","PWRGEO","PUBWAT",2021,0
"EXAMPLE","PWRGEO","PUBWAT",2022,0
"EXAMPLE","PWRGEO","SOL",2019,0
"EXAMPLE","PWRGEO","SOL",2020,0
"EXAMPLE","PWRGEO","SOL",2021,0
"EXAMPLE","PWRGEO","SOL",2022,0
"EXAMPLE","PWRGEO","WND",2019,0
"EXAMPLE","PWRGEO","WND",2020,0
"EXAMPLE","PWRGEO","WND",2021,0
"EXAMPLE","PWRGEO","WND",2022,0
"EXAMPLE","PWRGEO","WTREVT",2019,0
"EXAMPLE","PWRGEO","WTREVT",2020,0
"EXAMPLE","PWRGEO","WTREVT",2021,0
"EXAMPLE","PWRGEO","WTREVT",2022,0
"EXAMPLE","PWRGEO","WTRGWT",2019,0
"EXAMPLE","PWRGEO","WTRGWT",2020,0
"EXAMPLE","PWRGEO","WTRGWT",2021,0
"EXAMPLE","PWRGEO","WTRGWT",2022,0
"EXAMPLE","PWRGEO","WTRPRC",2019,0
"EXAMPLE","PWRGEO","WTRPRC",2020,0
"EXAMPLE","PWRGEO","WTRPRC",2021,0
"EXAMPLE","PWRGEO","WTRPRC",2022,0
"EXAMPLE","PWRGEO","WTRSUR",2019,0
"EXAMPLE","PWRGEO","WTRSUR",2020,0
"EXAMPLE","PWRGEO","WTRSUR",2021,0
"EXAMPLE","PWRGEO","WTRSUR",2022,0
"EXAMPLE","PWRHYD","AGRELC",2019,0
"EXAMPLE","PWRHYD","AGRELC",2020,0
"EXAMPLE","PWRHYD","AGRELC",2021,0
"EXAMPLE","PWRHYD","AGRELC",2022,0
"EXAMPLE","PWRHYD","AGRWAT",2019,0
"EXAMPLE","PWRHYD","AGRWAT",2020,0
"EXAMPLE","PWRHYD","AGRWAT",2021,0
"EXAMPLE","PWRHYD","AGRWAT",2022,0
"EXAMPLE","PWRHYD","BIO",2019,0
"EXAMPLE","PWRHYD","BIO",2020,0
"EXAMPLE","PWRHYD","BIO",2021,0
"EXAMPLE","PWRHYD","BIO",2022,0
"EXAMPLE","PWRHYD","BLT",2019,0
"EXAMPLE","PWRHYD","BLT",2020,0
"EXAMPLE","PWRHYD","BLT",2021,0
"EXAMPLE","PWRHYD","BLT",2022,0
"EXAMPLE","PWRHYD","COMELC",2019,0
"EXAMPLE","PWRHYD","COMELC",2020,0
"EXAMPLE","PWRHYD","COMELC",2021,0
"EXAMPLE","PWRHYD","COMELC",2022,0
"EXAMPLE","PWRHYD","CRPCP01",2019,0
"EXAMPLE","PWRHYD","CRPCP01",2020,0
"EXAMPLE","PWRHYD","CRPCP01",2021,0
"EXAMPLE","PWRHYD","CRPCP01",2022,0
"EXAMPLE","PWRHYD","CRPCP02",2019,0
"EXAMPLE","PWRHYD","CRPCP02",2020,0
"EXAMPLE","PWRHYD","CRPCP02",2021,0
"EXAMPLE","PWRHYD","CRPCP02",2022,0
"EXAMPLE","PWRHYD","ELC001",2019,0
"EXAMPLE","PWRHYD","ELC001",2020,0
"EXAMPLE","PWRHYD","ELC001",2021,0
"EXAMPLE","PWRHYD","ELC001",2022,0
"EXAMPLE","PWRHYD","ELC002",2019,0
"EXAMPLE","PWRHYD","ELC002",2020,0
"EXAMPLE","PWRHYD","ELC002",2021,0
"EXAMPLE","PWRHYD","ELC002",2022,0
"EXAMPLE","PWRHYD","GEO",2019,0
"EXAMPLE","PWRHYD","GEO",2020,0
"EXAMPLE","PWRHYD","GEO",2021,0
"EXAMPLE","PWRHYD","GEO",2022,0
"EXAMPLE","PWRHYD","HYD",2019,0
"EXAMPLE","PWRHYD","HYD",2020,0
"EXAMPLE","PWRHYD","HYD",2021,0
"EXAMPLE","PWRHYD","HYD",2022,0
"EXAMPLE","PWRHYD","LND",2019,0
"EXAMPLE","PWRHYD","LND",2020,0
"EXAMPLE","PWRHYD","LND",2021,0
"EXAMPLE","PWRHYD","LND",2022,0
"EXAMPLE","PWRHYD","PUBWAT",2019,0
"EXAMPLE","PWRHYD","PUBWAT",2020,0
"EXAMPLE","PWRHYD","PUBWAT",2021,0
"EXAMPLE","PWRHYD","PUBWAT",2022,0
"EXAMPLE","PWRHYD","SOL",2019,0
"EXAMPLE","PWRHYD","SOL",2020,0
"EXAMPLE","PWRHYD","SOL",2021,0
"EXAMPLE","PWRHYD","SOL",2022,0
"EXAMPLE","PWRHYD","WND",2019,0
"EXAMPLE","PWRHYD","WND",2020,0
"EXAMPLE","PWRHYD","WND",2021,0
"EXAMPLE","PWRHYD","WND",2022,0
"EXAMPLE","PWRHYD","WTREVT",2019,0
"EXAMPLE","PWRHYD","WTREVT",2020,0
"EXAMPLE","PWRHYD","WTREVT",2021,0
"EXAMPLE","PWRHYD","WTREVT",2022,0
"EXAMPLE","PWRHYD","WTRGWT",2019,0
"EXAMPLE","PWRHYD","WTRGWT",2020,0
"EXAMPLE","PWRHYD","WTRGWT",2021,0
"EXAMPLE","PWRHYD","WTRGWT",2022,0
"EXAMPLE","PWRHYD","WTRPRC",2019,0
"EXAMPLE","PWRHYD","WTRPRC",2020,0
"EXAMPLE","PWRHYD","WTRPRC",2021,0
"EXAMPLE","PWRHYD","WTRPRC",2022,0
"EXAMPLE","PWRHYD","WTRSUR",2019,0
"EXAMPLE","PWRHYD","WTRSUR",2020,0
"EXAMPLE","PWRHYD","WTRSUR",2021,0
"EXAMPLE","PWRHYD","WTRSUR",2022,0
"EXAMPLE","PWRSOL","AGRELC",2019,0
"EXAMPLE","PWRSOL","AGRELC",2020,0
"EXAMPLE","PWRSOL","AGRELC",2021,0
"EXAMPLE","PWRSOL","AGRELC",2022,0
"EXAMPLE","PWRSOL","AGRWAT",2019,0
"EXAMPLE","PWRSOL","AGRWAT",2020,0
"EXAMPLE","PWRSOL","AGRWAT",2021,0
"EXAMPLE","PWRSOL","AGRWAT",2022,0
"EXAMPLE","PWRSOL","BIO",2019,0
"EXAMPLE","PWRSOL","BIO",2020,0
"EXAMPLE","PWRSOL","BIO",2021,0
"EXAMPLE","PWRSOL","BIO",2022,0
"EXAMPLE","PWRSOL","BLT",2019,0
"EXAMPLE","PWRSOL","BLT",2020,0
"EXAMPLE","PWRSOL","BLT",2021,0
"EXAMPLE","PWRSOL","BLT",2022,0
"EXAMPLE","PWRSOL","COMELC",2019,0
"EXAMPLE","PWRSOL","COMELC",2020,0
"EXAMPLE","PWRSOL","COMELC",2021,0
"EXAMPLE","PWRSOL","COMELC",2022,0
"EXAMPLE","PWRSOL","CRPCP01",2019,0
"EXAMPLE","PWRSOL","CRPCP01",2020,0
"EXAMPLE","PWRSOL","CRPCP01",2021,0
"EXAMPLE","PWRSOL","CRPCP01",2022,0
"EXAMPLE","PWRSOL","CRPCP02",2019,0
"EXAMPLE","PWRSOL","CRPCP02",2020,0
"EXAMPLE","PWRSOL","CRPCP02",2021,0
"EXAMPLE","PWRSOL","CRPCP02",2022,0
"EXAMPLE","PWRSOL","ELC001",2019,0
"EXAMPLE","PWRSOL","ELC001",2020,0
"EXAMPLE","PWRSOL","ELC001",2021,0
"EXAMPLE","PWRSOL","ELC001",2022,0
"EXAMPLE","PWRSOL","ELC002",2019,0
"EXAMPLE","PWRSOL","ELC002",2020,0
"EXAMPLE","PWRSOL","ELC002",2021,0
"EXAMPLE","PWRSOL","ELC002",2022,0
"EXAMPLE","PWRSOL","GEO",2019,0
"EXAMPLE","PWRSOL","GEO",2020,0
"EXAMPLE","PWRSOL","GEO",2021,0
"EXAMPLE","PWRSOL","GEO",2022,0
"EXAMPLE","PWRSOL","HYD",2019,0
"EXAMPLE","PWRSOL","HYD",2020,0
"EXAMPLE","PWRSOL","HYD",2021,0
"EXAMPLE","PWRSOL","HYD",2022,0
"EXAMPLE","PWRSOL","LND",2019,0
"EXAMPLE","PWRSOL","LND",2020,0
"EXAMPLE","PWRSOL","LND",2021,0
"EXAMPLE","PWRSOL","LND",2022,0
"EXAMPLE","PWRSOL","PUBWAT",2019,0
"EXAMPLE","PWRSOL","PUBWAT",2020,0
"EXAMPLE","PWRSOL","PUBWAT",2021,0
"EXAMPLE","PWRSOL","PUBWAT",2022,0
"EXAMPLE","PWRSOL","SOL",2019,0
"EXAMPLE","PWRSOL","SOL",2020,0
"EXAMPLE","PWRSOL","SOL",2021,0
"EXAMPLE","PWRSOL","SOL",2022,0
"EXAMPLE","PWRSOL","WND",2019,0
"EXAMPLE","PWRSOL","WND",2020,0
"EXAMPLE","PWRSOL","WND",2021,0
"EXAMPLE","PWRSOL","WND",2022,0
"EXAMPLE","PWRSOL","WTREVT",2019,0
"EXAMPLE","PWRSOL","WTREVT",2020,0
"EXAMPLE","PWRSOL","WTREVT",2021,0
"EXAMPLE","PWRSOL","WTREVT",2022,0
"EXAMPLE","PWRSOL","WTRGWT",2019,0
"EXAMPLE","PWRSOL","WTRGWT",2020,0
"EXAMPLE","PWRSOL","WTRGWT",2021,0
"EXAMPLE","PWRSOL","WTRGWT",2022,0
"EXAMPLE","PWRSOL","WTRPRC",2019,0
"EXAMPLE","PWRSOL","WTRPRC",2020,0
"EXAMPLE","PWRSOL","WTRPRC",2021,0
"EXAMPLE","PWRSOL","WTRPRC",2022,0
"EXAMPLE","PWRSOL","WTRSUR",2019,0
"EXAMPLE","PWRSOL","WTRSUR",2020,0
"EXAMPLE","PWRSOL","WTRSUR",2021,0
"EXAMPLE","PWRSOL","WTRSUR",2022,0
"EXAMPLE","PWRTRN","AGRELC",2019,0
"EXAMPLE","PWRTRN","AGRELC",2020,0
"EXAMPLE","PWRTRN","AGRELC",2021,0
"EXAMPLE","PWRTRN","AGRELC",2022,0
"EXAMPLE","PWRTRN","AGRWAT",2019,0
"EXAMPLE","PWRTRN","AGRWAT",2020,0
"EXAMPLE","PWRTRN","AGRWAT",2021,0
"EXAMPLE","PWRTRN","AGRWAT",2022,0
"EXAMPLE","PWRTRN","BIO",2019,0
"EXAMPLE","PWRTRN","BIO",2020,0
"EXAMPLE","PWRTRN","BIO",2021,0
"EXAMPLE","PWRTRN","BIO",2022,0
"EXAMPLE","PWRTRN","BLT",2019,0
"EXAMPLE","PWRTRN","BLT",2020,0
"EXAMPLE","PWRTRN","BLT",2021,0
"EXAMPLE","PWRTRN","BLT",2022,0
"EXAMPLE","PWRTRN","COMELC",2019,0
"EXAMPLE","PWRTRN","COMELC",2020,0
"EXAMPLE","PWRTRN","COMELC",2021,0
"EXAMPLE","PWRTRN","COMELC",2022,0
"EXAMPLE","PWRTRN","CRPCP01",2019,0
"EXAMPLE","PWRTRN","CRPCP01",2020,0
"EXAMPLE","PWRTRN","CRPCP01",2021,0
"EXAMPLE","PWRTRN","CRPCP01",2022,0
"EXAMPLE","PWRTRN","CRPCP02",2019,0
"EXAMPLE","PWRTRN","CRPCP02",2020,0
"EXAMPLE","PWRTRN","CRPCP02",2021,0
"EXAMPLE","PWRTRN","CRPCP02",2022,0
"EXAMPLE","PWRTRN","ELC001",2019,0
"EXAMPLE","PWRTRN","ELC001",2020,0
"EXAMPLE","PWRTRN","ELC001",2021,0
"EXAMPLE","PWRTRN","ELC001",2022,0
"EXAMPLE","PWRTRN","ELC002",2019,0
"EXAMPLE","PWRTRN","ELC002",2020,0
"EXAMPLE","PWRTRN","ELC002",2021,0
"EXAMPLE","PWRTRN","ELC002",2022,0
"EXAMPLE","PWRTRN","GEO",2019,0
"EXAMPLE","PWRTRN","GEO",2020,0
"EXAMPLE","PWRTRN","GEO",2021,0
"EXAMPLE","PWRTRN","GEO",2022,0
"EXAMPLE","PWRTRN","HYD",2019,0
"EXAMPLE","PWRTRN","HYD",2020,0
"EXAMPLE","PWRTRN","HYD",2021,0
"EXAMPLE","PWRTRN","HYD",2022,0
"EXAMPLE","PWRTRN","LND",2019,0
"EXAMPLE","PWRTRN","LND",2020,0
"EXAMPLE","PWRTRN","LND",2021,0
"EXAMPLE","PWRTRN","LND",2022,0
"EXAMPLE","PWRTRN","PUBWAT",2019,0
"EXAMPLE","PWRTRN","PUBWAT",2020,0
"EXAMPLE","PWRTRN","PUBWAT",2021,0
"EXAMPLE","PWRTRN","PUBWAT",2022,0
"EXAMPLE","PWRTRN","SOL",2019,0
"EXAMPLE","PWRTRN","SOL",2020,0
"EXAMPLE","PWRTRN","SOL",2021,0
"EXAMPLE","PWRTRN","SOL",2022,0
"EXAMPLE","PWRTRN","WND",2019,0
"EXAMPLE","PWRTRN","WND",2020,0
"EXAMPLE","PWRTRN","WND",2021,0
"EXAMPLE","PWRTRN","WND",2022,0
"EXAMPLE","PWRTRN","WTREVT",2019,0
"EXAMPLE","PWRTRN","WTREVT",2020,0
"EXAMPLE","PWRTRN","WTREVT",2021,0
"EXAMPLE","PWRTRN","WTREVT",2022,0
"EXAMPLE","PWRTRN","WTRGWT",2019,0
"EXAMPLE","PWRTRN","WTRGWT",2020,0
"EXAMPLE","PWRTRN","WTRGWT",2021,0
"EXAMPLE","PWRTRN","WTRGWT",2022,0
"EXAMPLE","PWRTRN","WTRPRC",2019,0
"EXAMPLE","PWRTRN","WTRPRC",2020,0
"EXAMPLE","PWRTRN","WTRPRC",2021,0
"EXAMPLE","PWRTRN","WTRPRC",2022,0
"EXAMPLE","PWRTRN","WTRSUR",2019,0
"EXAMPLE","PWRTRN","WTRSUR",2020,0
"EXAMPLE","PWRTRN","WTRSUR",2021,0
"EXAMPLE","PWRTRN","WTRSUR",2022,0
"EXAMPLE","PWRWND","AGRELC",2019,0
"EXAMPLE","PWRWND","AGRELC",2020,0
"EXAMPLE","PWRWND","AGRELC",2021,0
"EXAMPLE","PWRWND","AGRELC",2022,0
"EXAMPLE","PWRWND","AGRWAT",2019,0
"EXAMPLE","PWRWND","AGRWAT",2020,0
"EXAMPLE","PWRWND","AGRWAT",2021,0
"EXAMPLE","PWRWND","AGRWAT",2022,0
"EXAMPLE","PWRWND","BIO",2019,0
"EXAMPLE","PWRWND","BIO",2020,0
"EXAMPLE","PWRWND","BIO",2021,0
"EXAMPLE","PWRWND","BIO",2022,0
"EXAMPLE","PWRWND","BLT",2019,0
"EXAMPLE","PWRWND","BLT",2020,0
"EXAMPLE","PWRWND","BLT",2021,0
"EXAMPLE","PWRWND","BLT",2022,0
"EXAMPLE","PWRWND","COMELC",2019,0
"EXAMPLE","PWRWND","COMELC",2020,0
"EXAMPLE","PWRWND","COMELC",2021,0
"EXAMPLE","PWRWND","COMELC",2022,0
"EXAMPLE","PWRWND","CRPCP01",2019,0
"EXAMPLE","PWRWND","CRPCP01",2020,0
"EXAMPLE","PWRWND","CRPCP01",2021,0
"EXAMPLE","PWRWND","CRPCP01",2022,0
"EXAMPLE","PWRWND","CRPCP02",2019,0
"EXAMPLE","PWRWND","CRPCP02",2020,0
"EXAMPLE","PWRWND","CRPCP02",2021,0
"EXAMPLE","PWRWND","CRPCP02",2022,0
"EXAMPLE","PWRWND","ELC001",2019,0
"EXAMPLE","PWRWND","ELC001",2020,0
"EXAMPLE","PWRWND","ELC001",2021,0
"EXAMPLE","PWRWND","ELC001",2022,0
"EXAMPLE","PWRWND","ELC002",2019,0
"EXAMPLE","PWRWND","ELC002",2020,0
"EXAMPLE","PWRWND","ELC002",2021,0
"EXAMPLE","PWRWND","ELC002",2022,0
"EXAMPLE","PWRWND","GEO",2019,0
"EXAMPLE","PWRWND","GEO",2020,0
"EXAMPLE","PWRWND","GEO",2021,0
"EXAMPLE","PWRWND","GEO",2022,0
"EXAMPLE","PWRWND","HYD",2019,0
"EXAMPLE","PWRWND","HYD",2020,0
"EXAMPLE","PWRWND","HYD",2021,0
"EXAMPLE","PWRWND","HYD",2022,0
"EXAMPLE","PWRWND","LND",2019,0
"EXAMPLE","PWRWND","LND",2020,0
"EXAMPLE","PWRWND","LND",2021,0
"EXAMPLE","PWRWND","LND",2022,0
"EXAMPLE","PWRWND","PUBWAT",2019,0
"EXAMPLE","PWRWND","PUBWAT",2020,0
"EXAMPLE","PWRWND","PUBWAT",2021,0
"EXAMPLE","PWRWND","PUBWAT",2022,0
"EXAMPLE","PWRWND","SOL",2019,0
"EXAMPLE","PWRWND","SOL",2020,0
"EXAMPLE","PWRWND","SOL",2021,0
"EXAMPLE","PWRWND","SOL",2022,0
"EXAMPLE","PWRWND","WND",2019,0
"EXAMPLE","PWRWND","WND",2020,0
"EXAMPLE","PWRWND","WND",2021,0
"EXAMPLE","PWRWND","WND",2022,0
"EXAMPLE","PWRWND","WTREVT",2019,0
"EXAMPLE","PWRWND","WTREVT",2020,0
"EXAMPLE","PWRWND","WTREVT",2021,0
"EXAMPLE","PWRWND","WTREVT",2022,0
"EXAMPLE","PWRWND","WTRGWT",2019,0
"EXAMPLE","PWRWND","WTRGWT",2020,0
"EXAMPLE","PWRWND","WTRGWT",2021,0
"EXAMPLE","PWRWND","WTRGWT",2022,0
"EXAMPLE","PWRWND","WTRPRC",2019,0
"EXAMPLE","PWRWND","WTRPRC",2020,0
"EXAMPLE","PWRWND","WTRPRC",2021,0
"EXAMPLE","PWRWND","WTRPRC",2022,0
"EXAMPLE","PWRWND","WTRSUR",2019,0
"EXAMPLE","PWRWND","WTRSUR",2020,0
"EXAMPLE","PWRWND","WTRSUR",2021,0
"EXAMPLE","PWRWND","WTRSUR",2022,0
