r,t,TotalTechnologyModelPeriodActivity
EXAMPLE,DEMAGRDSL,72.0811
EXAMPLE,DEMAGRGWTWAT,77.3103
EXAMPLE,DEMAGRLND,701.0139
EXAMPLE,DEMAGRSURWAT,182.6897
EXAMPLE,DEMFORLND,90.4861
EXAMPLE,DEMPUBSURWAT,49.45
EXAMPLE,DEMPWRGAS,169.3616
EXAMPLE,DEMPWRGWTWAT,2.5404
EXAMPLE,DEMTRABIO,20.6083
EXAMPLE,LNDAGR001,1200.0
EXAMPLE,MINHYD,369.4473
EXAMPLE,MINLND,1200.0
EXAMPLE,MINPRC,1200.0
EXAMPLE,MINSOL,0.2849
EXAMPLE,PWRGAS,84.6808
EXAMPLE,PWRHYD,369.4473
EXAMPLE,PWRSOL,0.2849
EXAMPLE,PWRTRN,454.1281
