r,t,y,DiscountedSalvageValue
EXAMPLE,PWRGAS,2019,3361.2879
EXAMPLE,PWRHYD,2019,13651.46
EXAMPLE,PWRTRN,2019,43808.71
EXAMPLE,PWRSOL,2020,4.4671
EXAMPLE,PWRSOL,2021,4.5659
EXAMPLE,PWRSOL,2022,4.8517
