r,t,m,y,TotalAnnualTechnologyActivityByMode
EXAMPLE,MINGAS,1,2019,89.7992
EXAMPLE,MINGAS,1,2020,89.7992
EXAMPLE,MINGAS,1,2021,89.7992
EXAMPLE,MINGAS,1,2022,89.7992
EXAMPLE,MINHYD,1,2019,54.795
EXAMPLE,MINHYD,1,2020,54.795
EXAMPLE,MINHYD,1,2021,54.795
EXAMPLE,MINHYD,1,2022,54.795
EXAMPLE,MINSOL,1,2019,20.2443
EXAMPLE,MINSOL,1,2020,20.2443
EXAMPLE,MINSOL,1,2021,20.2443
EXAMPLE,MINSOL,1,2022,20.2443
EXAMPLE,PWRGAS,1,2019,44.8996
EXAMPLE,PWRGAS,1,2020,44.8996
EXAMPLE,PWRGAS,1,2021,44.8996
EXAMPLE,PWRGAS,1,2022,44.8996
EXAMPLE,PWRHYD,1,2019,54.795
EXAMPLE,PWRHYD,1,2020,54.795
EXAMPLE,PWRHYD,1,2021,54.795
EXAMPLE,PWRHYD,1,2022,54.795
EXAMPLE,PWRSOL,1,2019,20.2443
EXAMPLE,PWRSOL,1,2020,20.2443
EXAMPLE,PWRSOL,1,2021,20.2443
EXAMPLE,PWRSOL,1,2022,20.2443
EXAMPLE,PWRTRN,1,2019,99.6946
EXAMPLE,PWRTRN,1,2020,99.6946
EXAMPLE,PWRTRN,1,2021,99.6946
EXAMPLE,PWRTRN,1,2022,99.6946
