r,t,y,DiscountedSalvageValue
REGION1,LNDCP01HRNOC,2027,4.1416
REGION1,LNDCP01HRNOC,2028,4.932
REGION1,LNDCP01HRNOC,2029,5.8457
REGION1,LNDCP01HRNOC,2030,5.2106
REGION1,LNDCP01HRNOE,2021,0.3139
REGION1,LNDCP01HRNOE,2027,0.5152
REGION1,LNDCP01HRNOE,2028,0.2993
REGION1,LNDCP01HRNOE,2029,0.8062
REGION1,LNDCP01HRNOW,2020,0.6648
REGION1,LNDCP01HRNOW,2021,0.8717
REGION1,LNDCP01HRNOW,2022,0.5384
REGION1,LNDCP01HRNOW,2027,1.4001
REGION1,LNDCP01HRNOW,2028,1.6126
REGION1,LNDCP01HRNOW,2029,1.8535
REGION1,LNDCP01HRNOW,2030,1.8275
REGION1,LNDCP01HRRRD,2026,0.0197
REGION1,LNDCP01HRRRD,2027,0.0488
REGION1,LNDCP01HRRRD,2028,0.0762
REGION1,LNDCP01HRRRD,2029,0.1016
REGION1,LNDCP01HRRRD,2030,0.125
REGION1,LNDCP01HRSOC,2017,0.2597
REGION1,LNDCP01HRSOC,2018,0.675
REGION1,LNDCP01HRSOC,2019,1.0707
REGION1,LNDCP01HRSOC,2020,1.5164
REGION1,LNDCP01HRSOC,2021,2.022
REGION1,LNDCP01HRSOC,2022,2.5986
REGION1,LNDCP01HRSOC,2023,3.2589
REGION1,LNDCP01HRSOC,2024,4.0175
REGION1,LNDCP01HRSOC,2025,3.9554
REGION1,LNDCP01HRSOC,2026,3.5776
REGION1,LNDCP01HRSOC,2027,1.385
REGION1,LNDCP01HRSOC,2028,0.9433
REGION1,LNDCP01HRSOC,2029,0.0096
REGION1,LNDCP01HRSOE,2020,0.2673
REGION1,LNDCP01HRSOE,2027,0.0189
REGION1,LNDCP01HRSOE,2028,0.0805
REGION1,LNDCP01HRSOE,2029,0.1377
REGION1,LNDCP01HRSOE,2030,0.1902
REGION1,LNDCP01IIMRD,2026,0.0062
REGION1,LNDCP01IIMRD,2027,0.0153
REGION1,LNDCP01IIMRD,2028,0.0239
REGION1,LNDCP01IIMRD,2029,0.0319
REGION1,LNDCP01IIMRD,2030,0.0392
REGION1,LNDCP01IINOC,2026,0.0067
REGION1,LNDCP01IINOC,2027,0.0166
REGION1,LNDCP01IINOC,2028,0.026
REGION1,LNDCP01IINOC,2029,0.0346
REGION1,LNDCP01IINOC,2030,0.0426
REGION1,LNDCP01IINOE,2026,0.0035
REGION1,LNDCP01IINOE,2027,0.0154
REGION1,LNDCP01IINOE,2028,0.0238
REGION1,LNDCP01IINOE,2029,0.0316
REGION1,LNDCP01IINOE,2030,0.0387
REGION1,LNDCP01IINOW,2026,0.0046
REGION1,LNDCP01IINOW,2027,0.0203
REGION1,LNDCP01IINOW,2028,0.0313
REGION1,LNDCP01IINOW,2029,0.0415
REGION1,LNDCP01IINOW,2030,0.0509
REGION1,LNDCP01IIRRD,2026,0.002
REGION1,LNDCP01IIRRD,2027,0.0087
REGION1,LNDCP01IIRRD,2028,0.0134
REGION1,LNDCP01IIRRD,2029,0.0177
REGION1,LNDCP01IIRRD,2030,0.0217
REGION1,LNDCP01IISOC,2026,0.0118
REGION1,LNDCP01IISOC,2027,0.0294
REGION1,LNDCP01IISOC,2028,0.0459
REGION1,LNDCP01IISOC,2029,0.0613
REGION1,LNDCP01IISOC,2030,0.0753
REGION1,LNDCP01IISOE,2017,0.0318
REGION1,LNDCP01IISOE,2018,0.0669
REGION1,LNDCP01IISOE,2019,0.1063
REGION1,LNDCP01IRNOC,2017,0.0124
REGION1,LNDCP01IRNOC,2018,0.0262
REGION1,LNDCP01IRNOC,2019,0.0416
REGION1,LNDCP01IRNOC,2020,0.059
REGION1,LNDCP01IRNOC,2021,0.0787
REGION1,LNDCP01IRNOE,2026,0.0023
REGION1,LNDCP01IRNOE,2027,0.0058
REGION1,LNDCP01IRNOE,2028,0.009
REGION1,LNDCP01IRNOE,2029,0.0121
REGION1,LNDCP01IRNOE,2030,0.0148
REGION1,LNDCP01IRNOW,2026,0.0018
REGION1,LNDCP01IRNOW,2027,0.0078
REGION1,LNDCP01IRNOW,2028,0.0121
REGION1,LNDCP01IRNOW,2029,0.016
REGION1,LNDCP01IRNOW,2030,0.0196
REGION1,LNDCP01IRRRD,2026,0.0013
REGION1,LNDCP01IRRRD,2027,0.0033
REGION1,LNDCP01IRRRD,2028,0.0051
REGION1,LNDCP01IRRRD,2029,0.0068
REGION1,LNDCP01IRRRD,2030,0.0083
REGION1,LNDCP01IRSOC,2019,0.0546
REGION1,LNDCP01IRSOC,2020,0.0765
REGION1,LNDCP01IRSOC,2021,0.101
REGION1,LNDCP01IRSOC,2022,0.1286
REGION1,LNDCP01IRSOE,2017,0.0123
REGION1,LNDCP01IRSOE,2018,0.0258
REGION1,LNDCP01IRSOE,2019,0.041
REGION1,LNDCP01LRNOC,2018,0.0057
REGION1,LNDCP01LRNOC,2030,0.0018
REGION1,LNDCP01LRNOE,2029,0.0037
REGION1,LNDCP01LRNOE,2030,0.0043
REGION1,LNDCP01LRNOW,2030,0.0064
REGION1,LNDCP01LRRRD,2029,0.0021
REGION1,LNDCP01LRRRD,2030,0.0024
REGION1,LNDCP01LRSOC,2027,0.0021
REGION1,LNDCP01LRSOC,2028,0.0047
REGION1,LNDCP01LRSOC,2029,0.0062
REGION1,LNDCP01LRSOC,2030,0.0075
REGION1,LNDCP01LRSOE,2017,0.0031
REGION1,LNDCP01LRSOE,2018,0.0065
REGION1,LNDCP01LRSOE,2019,0.0103
REGION1,LNDCP02HIMRD,2026,0.017
REGION1,LNDCP02HIMRD,2027,0.0421
REGION1,LNDCP02HIMRD,2028,0.0658
REGION1,LNDCP02HIMRD,2029,0.0877
REGION1,LNDCP02HIMRD,2030,0.1078
REGION1,LNDCP02HINOC,2017,0.0885
REGION1,LNDCP02HINOC,2018,0.1865
REGION1,LNDCP02HINOC,2019,0.2962
REGION1,LNDCP02HINOC,2020,0.42
REGION1,LNDCP02HINOC,2021,0.1194
REGION1,LNDCP02HINOE,2026,0.0166
REGION1,LNDCP02HINOE,2027,0.0413
REGION1,LNDCP02HINOE,2028,0.0644
REGION1,LNDCP02HINOE,2029,0.0859
REGION1,LNDCP02HINOE,2030,0.1056
REGION1,LNDCP02HINOW,2026,0.0218
REGION1,LNDCP02HINOW,2027,0.0543
REGION1,LNDCP02HINOW,2028,0.0847
REGION1,LNDCP02HINOW,2029,0.113
REGION1,LNDCP02HINOW,2030,0.1389
REGION1,LNDCP02HIRRD,2026,0.0093
REGION1,LNDCP02HIRRD,2027,0.0232
REGION1,LNDCP02HIRRD,2028,0.0362
REGION1,LNDCP02HIRRD,2029,0.0482
REGION1,LNDCP02HIRRD,2030,0.0593
REGION1,LNDCP02HISOC,2017,0.1566
REGION1,LNDCP02HISOC,2018,0.33
REGION1,LNDCP02HISOC,2019,0.524
REGION1,LNDCP02HISOC,2020,0.7428
REGION1,LNDCP02HISOC,2021,0.9915
REGION1,LNDCP02HISOC,2022,1.2754
REGION1,LNDCP02HISOC,2023,1.6008
REGION1,LNDCP02HISOC,2024,0.4208
REGION1,LNDCP02HISOE,2017,0.0873
REGION1,LNDCP02HISOE,2018,0.184
REGION1,LNDCP02HISOE,2019,0.2922
REGION1,LNDCP02HISOE,2020,0.4142
REGION1,LNDCP02HISOE,2021,0.5528
REGION1,LNDCP02HISOE,2022,0.6504
REGION1,LNDCP02HISOE,2025,0.9928
REGION1,LNDCP02HISOE,2026,1.1909
REGION1,LNDCP02HISOE,2027,1.4188
REGION1,LNDCP02HISOE,2028,1.6815
REGION1,LNDCP02HISOE,2029,1.7927
REGION1,LNDCP02HISOE,2030,0.7602
REGION1,LNDCP02HRMRD,2026,0.0339
REGION1,LNDCP02HRMRD,2027,0.0841
REGION1,LNDCP02HRMRD,2028,0.1313
REGION1,LNDCP02HRMRD,2029,0.1751
REGION1,LNDCP02HRMRD,2030,0.2153
REGION1,LNDCP02HRNOC,2017,0.1768
REGION1,LNDCP02HRNOC,2018,0.3725
REGION1,LNDCP02HRNOC,2019,0.5915
REGION1,LNDCP02HRNOC,2020,0.8386
REGION1,LNDCP02HRNOC,2021,1.1192
REGION1,LNDCP02HRNOC,2022,1.4397
REGION1,LNDCP02HRNOC,2023,1.8071
REGION1,LNDCP02HRNOC,2024,2.2294
REGION1,LNDCP02HRNOC,2025,2.7159
REGION1,LNDCP02HRNOC,2026,3.2772
REGION1,LNDCP02HRNOC,2027,3.9255
REGION1,LNDCP02HRNOC,2028,4.6747
REGION1,LNDCP02HRNOC,2029,5.5407
REGION1,LNDCP02HRNOC,2030,6.5419
REGION1,LNDCP02HRNOE,2026,0.0332
REGION1,LNDCP02HRNOE,2027,0.0824
REGION1,LNDCP02HRNOE,2028,0.1287
REGION1,LNDCP02HRNOE,2029,0.1715
REGION1,LNDCP02HRNOE,2030,0.2109
REGION1,LNDCP02HRNOW,2026,0.0436
REGION1,LNDCP02HRNOW,2027,0.1084
REGION1,LNDCP02HRNOW,2028,0.1692
REGION1,LNDCP02HRNOW,2029,0.2256
REGION1,LNDCP02HRNOW,2030,0.2773
REGION1,LNDCP02HRRRD,2017,0.0896
REGION1,LNDCP02HRRRD,2029,0.0135
REGION1,LNDCP02HRRRD,2030,0.0454
REGION1,LNDCP02HRSOC,2017,0.3127
REGION1,LNDCP02HRSOC,2018,0.6589
REGION1,LNDCP02HRSOC,2019,1.0462
REGION1,LNDCP02HRSOC,2020,1.4833
REGION1,LNDCP02HRSOC,2021,1.9798
REGION1,LNDCP02HRSOC,2022,2.5466
REGION1,LNDCP02HRSOC,2023,3.1964
REGION1,LNDCP02HRSOC,2024,3.9434
REGION1,LNDCP02HRSOC,2025,3.9754
REGION1,LNDCP02HRSOC,2026,3.0582
REGION1,LNDCP02HRSOC,2027,2.3062
REGION1,LNDCP02HRSOC,2028,1.4053
REGION1,LNDCP02HRSOE,2017,0.1743
REGION1,LNDCP02HRSOE,2018,0.3674
REGION1,LNDCP02HRSOE,2019,0.0688
REGION1,LNDCP02HRSOE,2020,0.3116
REGION1,LNDCP02HRSOE,2021,0.6741
REGION1,LNDCP02IIMRD,2026,0.0055
REGION1,LNDCP02IIMRD,2027,0.0243
REGION1,LNDCP02IIMRD,2028,0.0376
REGION1,LNDCP02IIMRD,2029,0.0498
REGION1,LNDCP02IIMRD,2030,0.0611
REGION1,LNDCP02IINOC,2026,0.0104
REGION1,LNDCP02IINOC,2027,0.0257
REGION1,LNDCP02IINOC,2028,0.0402
REGION1,LNDCP02IINOC,2029,0.0535
REGION1,LNDCP02IINOC,2030,0.0658
REGION1,LNDCP02IINOE,2027,0.0247
REGION1,LNDCP02IINOE,2028,0.0376
REGION1,LNDCP02IINOE,2029,0.0495
REGION1,LNDCP02IINOE,2030,0.0604
REGION1,LNDCP02IINOW,2026,0.0071
REGION1,LNDCP02IINOW,2027,0.0314
REGION1,LNDCP02IINOW,2028,0.0484
REGION1,LNDCP02IINOW,2029,0.0642
REGION1,LNDCP02IINOW,2030,0.0787
REGION1,LNDCP02IIRRD,2027,0.0139
REGION1,LNDCP02IIRRD,2028,0.0211
REGION1,LNDCP02IIRRD,2029,0.0278
REGION1,LNDCP02IIRRD,2030,0.0339
REGION1,LNDCP02IISOC,2026,0.0183
REGION1,LNDCP02IISOC,2027,0.0455
REGION1,LNDCP02IISOC,2028,0.071
REGION1,LNDCP02IISOC,2029,0.0947
REGION1,LNDCP02IISOC,2030,0.1164
REGION1,LNDCP02IISOE,2026,0.0102
REGION1,LNDCP02IISOE,2027,0.0254
REGION1,LNDCP02IISOE,2028,0.0396
REGION1,LNDCP02IISOE,2029,0.0528
REGION1,LNDCP02IISOE,2030,0.0649
REGION1,LNDCP02IRMRD,2027,0.006
REGION1,LNDCP02IRMRD,2028,0.0091
REGION1,LNDCP02IRMRD,2029,0.012
REGION1,LNDCP02IRMRD,2030,0.0146
REGION1,LNDCP02IRNOC,2017,0.0062
REGION1,LNDCP02IRNOE,2027,0.0058
REGION1,LNDCP02IRNOE,2028,0.0089
REGION1,LNDCP02IRNOE,2029,0.0117
REGION1,LNDCP02IRNOE,2030,0.0143
REGION1,LNDCP02IRNOW,2026,0.0017
REGION1,LNDCP02IRNOW,2027,0.0074
REGION1,LNDCP02IRNOW,2028,0.0115
REGION1,LNDCP02IRNOW,2029,0.0152
REGION1,LNDCP02IRNOW,2030,0.0186
REGION1,LNDCP02IRRRD,2027,0.0029
REGION1,LNDCP02IRRRD,2028,0.0046
REGION1,LNDCP02IRRRD,2029,0.0063
REGION1,LNDCP02IRRRD,2030,0.0077
REGION1,LNDCP02IRSOC,2026,0.0043
REGION1,LNDCP02IRSOC,2027,0.0108
REGION1,LNDCP02IRSOC,2028,0.0168
REGION1,LNDCP02IRSOC,2029,0.0224
REGION1,LNDCP02IRSOC,2030,0.0276
REGION1,LNDCP02IRSOE,2026,0.0024
REGION1,LNDCP02IRSOE,2027,0.006
REGION1,LNDCP02IRSOE,2028,0.0094
REGION1,LNDCP02IRSOE,2029,0.0125
REGION1,LNDCP02IRSOE,2030,0.0154
REGION1,LNDCP02LRMRD,2029,0.0024
REGION1,LNDCP02LRMRD,2030,0.0044
REGION1,LNDCP02LRNOC,2029,0.0039
REGION1,LNDCP02LRNOC,2030,0.0045
REGION1,LNDCP02LRRRD,2029,0.002
REGION1,LNDCP02LRRRD,2030,0.0023
REGION1,LNDCP02LRSOC,2028,0.0047
REGION1,LNDCP02LRSOC,2029,0.0061
REGION1,LNDCP02LRSOC,2030,0.0074
REGION1,LNDCP02LRSOE,2029,0.0025
REGION1,LNDCP02LRSOE,2030,0.0047
REGION1,LNDCP03HIMRD,2026,0.01
REGION1,LNDCP03HIMRD,2027,0.0443
REGION1,LNDCP03HIMRD,2028,0.0683
REGION1,LNDCP03HIMRD,2029,0.0906
REGION1,LNDCP03HIMRD,2030,0.1111
REGION1,LNDCP03HINOC,2026,0.0108
REGION1,LNDCP03HINOC,2027,0.048
REGION1,LNDCP03HINOC,2028,0.0742
REGION1,LNDCP03HINOC,2029,0.0984
REGION1,LNDCP03HINOC,2030,0.1206
REGION1,LNDCP03HINOE,2021,0.2778
REGION1,LNDCP03HINOE,2022,0.3489
REGION1,LNDCP03HINOE,2023,0.4284
REGION1,LNDCP03HINOE,2024,0.5177
REGION1,LNDCP03HINOE,2025,0.3076
REGION1,LNDCP03HINOW,2026,0.0128
REGION1,LNDCP03HINOW,2027,0.057
REGION1,LNDCP03HINOW,2028,0.088
REGION1,LNDCP03HINOW,2029,0.1167
REGION1,LNDCP03HINOW,2030,0.1431
REGION1,LNDCP03HIRRD,2019,0.1139
REGION1,LNDCP03HIRRD,2020,0.1596
REGION1,LNDCP03HIRRD,2021,0.2107
REGION1,LNDCP03HIRRD,2022,0.2682
REGION1,LNDCP03HIRRD,2023,0.3335
REGION1,LNDCP03HIRRD,2024,0.4078
REGION1,LNDCP03HIRRD,2025,0.4929
REGION1,LNDCP03HIRRD,2026,0.5904
REGION1,LNDCP03HIRRD,2027,0.7026
REGION1,LNDCP03HIRRD,2028,0.8317
REGION1,LNDCP03HISOC,2026,0.0333
REGION1,LNDCP03HISOC,2027,0.0827
REGION1,LNDCP03HISOC,2028,0.1292
REGION1,LNDCP03HISOC,2029,0.1722
REGION1,LNDCP03HISOC,2030,0.2117
REGION1,LNDCP03HISOE,2026,0.0186
REGION1,LNDCP03HISOE,2027,0.0461
REGION1,LNDCP03HISOE,2028,0.072
REGION1,LNDCP03HISOE,2029,0.096
REGION1,LNDCP03HISOE,2030,0.118
REGION1,LNDCP03HRMRD,2026,0.047
REGION1,LNDCP03HRMRD,2027,0.2085
REGION1,LNDCP03HRMRD,2028,0.3218
REGION1,LNDCP03HRMRD,2029,0.4268
REGION1,LNDCP03HRMRD,2030,0.5232
REGION1,LNDCP03HRNOC,2026,0.051
REGION1,LNDCP03HRNOC,2027,0.2263
REGION1,LNDCP03HRNOC,2028,0.3493
REGION1,LNDCP03HRNOC,2029,0.4633
REGION1,LNDCP03HRNOC,2030,0.5679
REGION1,LNDCP03HRNOE,2019,0.0738
REGION1,LNDCP03HRNOE,2020,1.1702
REGION1,LNDCP03HRNOE,2021,1.5352
REGION1,LNDCP03HRNOE,2022,1.9433
REGION1,LNDCP03HRNOE,2023,2.403
REGION1,LNDCP03HRNOE,2024,2.9241
REGION1,LNDCP03HRNOE,2025,3.5175
REGION1,LNDCP03HRNOE,2026,4.1958
REGION1,LNDCP03HRNOE,2027,4.4197
REGION1,LNDCP03HRNOE,2028,4.4949
REGION1,LNDCP03HRNOE,2029,4.2047
REGION1,LNDCP03HRNOE,2030,3.1822
REGION1,LNDCP03HRNOW,2026,0.0605
REGION1,LNDCP03HRNOW,2027,0.2685
REGION1,LNDCP03HRNOW,2028,0.4145
REGION1,LNDCP03HRNOW,2029,0.5498
REGION1,LNDCP03HRNOW,2030,0.6739
REGION1,LNDCP03HRRRD,2017,0.2162
REGION1,LNDCP03HRRRD,2018,0.4555
REGION1,LNDCP03HRRRD,2019,0.7233
REGION1,LNDCP03HRRRD,2020,1.0255
REGION1,LNDCP03HRRRD,2021,1.3687
REGION1,LNDCP03HRRRD,2022,1.7606
REGION1,LNDCP03HRRRD,2023,2.2098
REGION1,LNDCP03HRRRD,2024,2.7262
REGION1,LNDCP03HRRRD,2025,3.3212
REGION1,LNDCP03HRRRD,2026,4.0077
REGION1,LNDCP03HRRRD,2027,4.8004
REGION1,LNDCP03HRRRD,2028,5.7165
REGION1,LNDCP03HRRRD,2029,6.7755
REGION1,LNDCP03HRRRD,2030,6.0577
REGION1,LNDCP03HRSOC,2026,0.0902
REGION1,LNDCP03HRSOC,2027,0.4003
REGION1,LNDCP03HRSOC,2028,0.6179
REGION1,LNDCP03HRSOC,2029,0.8196
REGION1,LNDCP03HRSOC,2030,1.0046
REGION1,LNDCP03HRSOE,2026,0.0875
REGION1,LNDCP03HRSOE,2027,0.2173
REGION1,LNDCP03HRSOE,2028,0.3393
REGION1,LNDCP03HRSOE,2029,0.4523
REGION1,LNDCP03HRSOE,2030,0.556
REGION1,LNDCP03IIMRD,2027,0.0258
REGION1,LNDCP03IIMRD,2028,0.0392
REGION1,LNDCP03IIMRD,2029,0.0517
REGION1,LNDCP03IIMRD,2030,0.0631
REGION1,LNDCP03IINOC,2027,0.028
REGION1,LNDCP03IINOC,2028,0.0426
REGION1,LNDCP03IINOC,2029,0.0561
REGION1,LNDCP03IINOC,2030,0.0685
REGION1,LNDCP03IINOE,2024,0.0553
REGION1,LNDCP03IINOE,2027,0.0152
REGION1,LNDCP03IINOE,2028,0.0294
REGION1,LNDCP03IINOE,2029,0.0426
REGION1,LNDCP03IINOE,2030,0.0548
REGION1,LNDCP03IINOW,2026,0.0072
REGION1,LNDCP03IINOW,2027,0.0321
REGION1,LNDCP03IINOW,2028,0.0495
REGION1,LNDCP03IINOW,2029,0.0657
REGION1,LNDCP03IINOW,2030,0.0805
REGION1,LNDCP03IIRRD,2026,0.0054
REGION1,LNDCP03IIRRD,2027,0.0133
REGION1,LNDCP03IIRRD,2028,0.0208
REGION1,LNDCP03IIRRD,2029,0.0278
REGION1,LNDCP03IIRRD,2030,0.0341
REGION1,LNDCP03IISOC,2026,0.0108
REGION1,LNDCP03IISOC,2027,0.0478
REGION1,LNDCP03IISOC,2028,0.0738
REGION1,LNDCP03IISOC,2029,0.0979
REGION1,LNDCP03IISOC,2030,0.12
REGION1,LNDCP03IISOE,2026,0.006
REGION1,LNDCP03IISOE,2027,0.0267
REGION1,LNDCP03IISOE,2028,0.0411
REGION1,LNDCP03IISOE,2029,0.0546
REGION1,LNDCP03IISOE,2030,0.0669
REGION1,LNDCP03IRMRD,2027,0.0144
REGION1,LNDCP03IRMRD,2028,0.0219
REGION1,LNDCP03IRMRD,2029,0.0288
REGION1,LNDCP03IRMRD,2030,0.0352
REGION1,LNDCP03IRNOC,2026,0.0034
REGION1,LNDCP03IRNOC,2027,0.0151
REGION1,LNDCP03IRNOC,2028,0.0233
REGION1,LNDCP03IRNOC,2029,0.0309
REGION1,LNDCP03IRNOC,2030,0.0379
REGION1,LNDCP03IRNOE,2020,0.0771
REGION1,LNDCP03IRNOE,2021,0.1011
REGION1,LNDCP03IRNOE,2022,0.1278
REGION1,LNDCP03IRNOE,2023,0.158
REGION1,LNDCP03IRNOE,2024,0.1922
REGION1,LNDCP03IRNOE,2025,0.2311
REGION1,LNDCP03IRNOE,2026,0.0995
REGION1,LNDCP03IRNOW,2026,0.004
REGION1,LNDCP03IRNOW,2027,0.0179
REGION1,LNDCP03IRNOW,2028,0.0276
REGION1,LNDCP03IRNOW,2029,0.0367
REGION1,LNDCP03IRNOW,2030,0.0449
REGION1,LNDCP03IRRRD,2018,0.1986
REGION1,LNDCP03IRRRD,2019,1.3254
REGION1,LNDCP03IRRRD,2020,1.9405
REGION1,LNDCP03IRRRD,2021,2.6659
REGION1,LNDCP03IRRRD,2022,3.5191
REGION1,LNDCP03IRRRD,2023,3.1246
REGION1,LNDCP03IRRRD,2024,2.7602
REGION1,LNDCP03IRRRD,2025,2.7174
REGION1,LNDCP03IRRRD,2026,1.9834
REGION1,LNDCP03IRRRD,2027,1.3322
REGION1,LNDCP03IRSOC,2026,0.006
REGION1,LNDCP03IRSOC,2027,0.0267
REGION1,LNDCP03IRSOC,2028,0.0412
REGION1,LNDCP03IRSOC,2029,0.0546
REGION1,LNDCP03IRSOC,2030,0.067
REGION1,LNDCP03IRSOE,2026,0.0058
REGION1,LNDCP03IRSOE,2027,0.0145
REGION1,LNDCP03IRSOE,2028,0.0226
REGION1,LNDCP03IRSOE,2029,0.0302
REGION1,LNDCP03IRSOE,2030,0.0371
REGION1,LNDCP03LRMRD,2029,0.0087
REGION1,LNDCP03LRMRD,2030,0.0101
REGION1,LNDCP03LRNOC,2028,0.0066
REGION1,LNDCP03LRNOC,2029,0.0084
REGION1,LNDCP03LRNOC,2030,0.01
REGION1,LNDCP03LRNOE,2026,0.0008
REGION1,LNDCP03LRNOE,2027,0.0034
REGION1,LNDCP03LRNOE,2028,0.0053
REGION1,LNDCP03LRNOE,2029,0.007
REGION1,LNDCP03LRNOE,2030,0.0085
REGION1,LNDCP03LRNOW,2028,0.0078
REGION1,LNDCP03LRNOW,2029,0.0099
REGION1,LNDCP03LRNOW,2030,0.0119
REGION1,LNDCP03LRRRD,2028,0.0017
REGION1,LNDCP03LRRRD,2029,0.0045
REGION1,LNDCP03LRRRD,2030,0.0053
REGION1,LNDCP03LRSOC,2028,0.0116
REGION1,LNDCP03LRSOC,2029,0.0148
REGION1,LNDCP03LRSOC,2030,0.0178
REGION1,LNDCP03LRSOE,2027,0.0039
REGION1,LNDCP03LRSOE,2028,0.0059
REGION1,LNDCP03LRSOE,2029,0.0077
REGION1,LNDCP03LRSOE,2030,0.0094
REGION1,LNDCP04HINOC,2026,0.0682
REGION1,LNDCP04HINOC,2027,0.1694
REGION1,LNDCP04HINOC,2028,0.2644
REGION1,LNDCP04HINOC,2029,0.3526
REGION1,LNDCP04HINOC,2030,0.4334
REGION1,LNDCP04HINOE,2020,0.8464
REGION1,LNDCP04HINOE,2029,0.1067
REGION1,LNDCP04HINOE,2030,0.2047
REGION1,LNDCP04HINOW,2020,1.1687
REGION1,LNDCP04HINOW,2021,1.5324
REGION1,LNDCP04HINOW,2022,1.9386
REGION1,LNDCP04HINOW,2023,0.008
REGION1,LNDCP04HIRRD,2026,0.0346
REGION1,LNDCP04HIRRD,2027,0.0858
REGION1,LNDCP04HIRRD,2028,0.134
REGION1,LNDCP04HIRRD,2029,0.1787
REGION1,LNDCP04HIRRD,2030,0.2197
REGION1,LNDCP04HISOC,2020,0.4763
REGION1,LNDCP04HISOC,2021,0.484
REGION1,LNDCP04HISOC,2027,0.0479
REGION1,LNDCP04HISOC,2028,0.2433
REGION1,LNDCP04HISOC,2029,0.4248
REGION1,LNDCP04HISOC,2030,0.5913
REGION1,LNDCP04HISOE,2020,0.5782
REGION1,LNDCP04HISOE,2028,0.1119
REGION1,LNDCP04HISOE,2029,0.2157
REGION1,LNDCP04HISOE,2030,0.3111
REGION1,LNDCP04HRNOC,2026,0.2224
REGION1,LNDCP04HRNOC,2027,0.5524
REGION1,LNDCP04HRNOC,2028,0.8625
REGION1,LNDCP04HRNOC,2029,1.15
REGION1,LNDCP04HRNOC,2030,1.4137
REGION1,LNDCP04HRNOE,2019,2.3961
REGION1,LNDCP04HRNOE,2020,3.357
REGION1,LNDCP04HRNOE,2021,4.4311
REGION1,LNDCP04HRNOE,2022,5.6412
REGION1,LNDCP04HRNOE,2023,7.0132
REGION1,LNDCP04HRNOE,2024,5.3723
REGION1,LNDCP04HRNOW,2018,0.5118
REGION1,LNDCP04HRNOW,2019,3.2609
REGION1,LNDCP04HRNOW,2020,4.5757
REGION1,LNDCP04HRNOW,2021,6.0486
REGION1,LNDCP04HRNOW,2022,7.7111
REGION1,LNDCP04HRNOW,2023,9.599
REGION1,LNDCP04HRNOW,2024,11.7529
REGION1,LNDCP04HRNOW,2025,14.2193
REGION1,LNDCP04HRNOW,2026,11.3272
REGION1,LNDCP04HRNOW,2027,7.1101
REGION1,LNDCP04HRNOW,2028,6.7319
REGION1,LNDCP04HRNOW,2029,10.0355
REGION1,LNDCP04HRRRD,2026,0.1127
REGION1,LNDCP04HRRRD,2027,0.28
REGION1,LNDCP04HRRRD,2028,0.4372
REGION1,LNDCP04HRRRD,2029,0.5829
REGION1,LNDCP04HRRRD,2030,0.7165
