r,e,y,AnnualEmissions
REGION1,CO2,2016,127.8386
REGION1,CO2,2017,142.9249
REGION1,CO2,2018,152.4388
REGION1,CO2,2019,158.5071
REGION1,CO2,2020,174.9637
REGION1,CO2,2021,200.4415
REGION1,CO2,2022,225.8609
REGION1,CO2,2023,250.2947
REGION1,CO2,2024,260.5494
REGION1,CO2,2025,270.7827
REGION1,CO2,2026,281.1076
REGION1,CO2,2027,291.305
REGION1,CO2,2028,301.0704
REGION1,CO2,2029,311.8464
REGION1,CO2,2030,323.2982
