r,t,y,AnnualVariableOperatingCost
REGION1,DEMAGRSURRRD,2030,0.0001
REGION1,DEMAGRSURSOC,2016,0.0053
REGION1,DEMAGRSURSOC,2017,0.006
REGION1,DEMAGRSURSOC,2018,0.0064
REGION1,DEMAGRSURSOC,2019,0.0068
REGION1,DEMAGRSURSOC,2020,0.0075
REGION1,DEMAGRSURSOC,2021,0.0081
REGION1,DEMAGRSURSOC,2022,0.0088
REGION1,DEMAGRSURSOC,2023,0.0095
REGION1,DEMAGRSURSOC,2024,0.0101
REGION1,DEMAGRSURSOC,2025,0.0109
REGION1,DEMAGRSURSOC,2026,0.0115
REGION1,DEMAGRSURSOC,2027,0.0122
REGION1,DEMAGRSURSOC,2028,0.013
REGION1,DEMAGRSURSOC,2029,0.0136
REGION1,DEMAGRSURSOC,2030,0.0142
REGION1,DEMAGRSURSOE,2016,0.0052
REGION1,DEMAGRSURSOE,2017,0.0053
REGION1,DEMAGRSURSOE,2018,0.0056
REGION1,DEMAGRSURSOE,2019,0.006
REGION1,DEMAGRSURSOE,2020,0.0065
REGION1,DEMAGRSURSOE,2021,0.0068
REGION1,DEMAGRSURSOE,2022,0.0072
REGION1,DEMAGRSURSOE,2023,0.0076
REGION1,DEMAGRSURSOE,2024,0.008
REGION1,DEMAGRSURSOE,2025,0.0085
REGION1,DEMAGRSURSOE,2026,0.0089
REGION1,DEMAGRSURSOE,2027,0.0092
REGION1,DEMAGRSURSOE,2028,0.0096
REGION1,DEMAGRSURSOE,2029,0.0099
REGION1,DEMAGRSURSOE,2030,0.0103
REGION1,DEMCOMBIO,2016,0.0001
REGION1,DEMCOMBIO,2017,0.0001
REGION1,DEMCOMBIO,2018,0.0002
REGION1,DEMCOMBIO,2019,0.0002
REGION1,DEMCOMBIO,2020,0.0002
REGION1,DEMCOMBIO,2021,0.0002
REGION1,DEMCOMBIO,2022,0.0002
REGION1,DEMCOMBIO,2023,0.0002
REGION1,DEMCOMBIO,2024,0.0002
REGION1,DEMCOMBIO,2025,0.0003
REGION1,DEMCOMBIO,2026,0.0003
REGION1,DEMCOMBIO,2027,0.0003
REGION1,DEMCOMBIO,2028,0.0003
REGION1,DEMCOMBIO,2029,0.0003
REGION1,DEMCOMBIO,2030,0.0003
REGION1,DEMCOMCOA,2016,0.0017
REGION1,DEMCOMCOA,2017,0.0019
REGION1,DEMCOMCOA,2018,0.002
REGION1,DEMCOMCOA,2019,0.0021
REGION1,DEMCOMCOA,2020,0.0023
REGION1,DEMCOMCOA,2021,0.0025
REGION1,DEMCOMCOA,2022,0.0027
REGION1,DEMCOMCOA,2023,0.0029
REGION1,DEMCOMCOA,2024,0.0031
REGION1,DEMCOMCOA,2025,0.0034
REGION1,DEMCOMCOA,2026,0.0036
REGION1,DEMCOMCOA,2027,0.0038
REGION1,DEMCOMCOA,2028,0.004
REGION1,DEMCOMCOA,2029,0.0042
REGION1,DEMCOMCOA,2030,0.0044
REGION1,DEMCOMDSL,2016,0.0174
REGION1,DEMCOMDSL,2017,0.0187
REGION1,DEMCOMDSL,2018,0.02
REGION1,DEMCOMDSL,2019,0.0212
REGION1,DEMCOMDSL,2020,0.0233
REGION1,DEMCOMDSL,2021,0.0254
REGION1,DEMCOMDSL,2022,0.0275
REGION1,DEMCOMDSL,2023,0.0296
REGION1,DEMCOMDSL,2024,0.0317
REGION1,DEMCOMDSL,2025,0.0338
REGION1,DEMCOMDSL,2026,0.0358
REGION1,DEMCOMDSL,2027,0.0379
REGION1,DEMCOMDSL,2028,0.04
REGION1,DEMCOMDSL,2029,0.0421
REGION1,DEMCOMDSL,2030,0.0439
REGION1,DEMCOMELCC02,2016,0.005
REGION1,DEMCOMELCC02,2017,0.0052
REGION1,DEMCOMELCC02,2018,0.0054
REGION1,DEMCOMELCC02,2019,0.0056
REGION1,DEMCOMELCC02,2020,0.0059
REGION1,DEMCOMELCC02,2021,0.0062
REGION1,DEMCOMELCC02,2022,0.0065
REGION1,DEMCOMELCC02,2023,0.0067
REGION1,DEMCOMELCC02,2024,0.007
REGION1,DEMCOMELCC02,2025,0.0072
REGION1,DEMCOMELCC02,2026,0.0075
REGION1,DEMCOMELCC02,2027,0.0077
REGION1,DEMCOMELCC02,2028,0.0079
REGION1,DEMCOMELCC02,2029,0.0081
REGION1,DEMCOMELCC02,2030,0.0083
REGION1,DEMCOMELCN02,2016,0.0223
REGION1,DEMCOMELCN02,2017,0.0232
REGION1,DEMCOMELCN02,2018,0.0241
REGION1,DEMCOMELCN02,2019,0.0249
REGION1,DEMCOMELCN02,2020,0.0262
REGION1,DEMCOMELCN02,2021,0.0274
REGION1,DEMCOMELCN02,2022,0.0286
REGION1,DEMCOMELCN02,2023,0.0297
REGION1,DEMCOMELCN02,2024,0.0308
REGION1,DEMCOMELCN02,2025,0.0319
REGION1,DEMCOMELCN02,2026,0.0329
REGION1,DEMCOMELCN02,2027,0.0339
REGION1,DEMCOMELCN02,2028,0.0349
REGION1,DEMCOMELCN02,2029,0.0359
REGION1,DEMCOMELCN02,2030,0.0367
REGION1,DEMCOMELCS02,2016,0.0273
REGION1,DEMCOMELCS02,2017,0.0284
REGION1,DEMCOMELCS02,2018,0.0294
REGION1,DEMCOMELCS02,2019,0.0305
REGION1,DEMCOMELCS02,2020,0.032
REGION1,DEMCOMELCS02,2021,0.0335
REGION1,DEMCOMELCS02,2022,0.035
REGION1,DEMCOMELCS02,2023,0.0364
REGION1,DEMCOMELCS02,2024,0.0377
REGION1,DEMCOMELCS02,2025,0.039
REGION1,DEMCOMELCS02,2026,0.0403
REGION1,DEMCOMELCS02,2027,0.0415
REGION1,DEMCOMELCS02,2028,0.0427
REGION1,DEMCOMELCS02,2029,0.0439
REGION1,DEMCOMELCS02,2030,0.0449
REGION1,DEMCOMKER,2016,0.0004
REGION1,DEMCOMKER,2017,0.0004
REGION1,DEMCOMKER,2018,0.0004
REGION1,DEMCOMKER,2019,0.0004
REGION1,DEMCOMKER,2020,0.0005
REGION1,DEMCOMKER,2021,0.0005
REGION1,DEMCOMKER,2022,0.0006
REGION1,DEMCOMKER,2023,0.0006
REGION1,DEMCOMKER,2024,0.0006
REGION1,DEMCOMKER,2025,0.0007
REGION1,DEMCOMKER,2026,0.0007
REGION1,DEMCOMKER,2027,0.0008
REGION1,DEMCOMKER,2028,0.0008
REGION1,DEMCOMKER,2029,0.0008
REGION1,DEMCOMKER,2030,0.0009
REGION1,DEMCOMLPG,2016,0.0261
REGION1,DEMCOMLPG,2017,0.028
REGION1,DEMCOMLPG,2018,0.0299
REGION1,DEMCOMLPG,2019,0.0318
REGION1,DEMCOMLPG,2020,0.035
REGION1,DEMCOMLPG,2021,0.0381
REGION1,DEMCOMLPG,2022,0.0412
REGION1,DEMCOMLPG,2023,0.0443
REGION1,DEMCOMLPG,2024,0.0475
REGION1,DEMCOMLPG,2025,0.0506
REGION1,DEMCOMLPG,2026,0.0537
REGION1,DEMCOMLPG,2027,0.0569
REGION1,DEMCOMLPG,2028,0.06
REGION1,DEMCOMLPG,2029,0.0631
REGION1,DEMCOMLPG,2030,0.0658
REGION1,DEMINDBIO,2016,0.1154
REGION1,DEMINDBIO,2017,0.1238
REGION1,DEMINDBIO,2018,0.1322
REGION1,DEMINDBIO,2019,0.1407
REGION1,DEMINDBIO,2020,0.1545
REGION1,DEMINDBIO,2021,0.1683
REGION1,DEMINDBIO,2022,0.1821
REGION1,DEMINDBIO,2023,0.196
REGION1,DEMINDBIO,2024,0.2098
REGION1,DEMINDBIO,2025,0.2236
REGION1,DEMINDBIO,2026,0.2374
REGION1,DEMINDBIO,2027,0.2512
REGION1,DEMINDBIO,2028,0.265
REGION1,DEMINDBIO,2029,0.2788
REGION1,DEMINDBIO,2030,0.2909
REGION1,DEMINDCOA,2016,0.0578
REGION1,DEMINDCOA,2017,0.0602
REGION1,DEMINDCOA,2018,0.0625
REGION1,DEMINDCOA,2019,0.0647
REGION1,DEMINDCOA,2020,0.068
REGION1,DEMINDCOA,2021,0.0712
REGION1,DEMINDCOA,2022,0.0742
REGION1,DEMINDCOA,2023,0.0772
REGION1,DEMINDCOA,2024,0.08
REGION1,DEMINDCOA,2025,0.0828
REGION1,DEMINDCOA,2026,0.0855
REGION1,DEMINDCOA,2027,0.0881
REGION1,DEMINDCOA,2028,0.0907
REGION1,DEMINDCOA,2029,0.0932
REGION1,DEMINDCOA,2030,0.0952
REGION1,DEMINDDSL,2016,0.0562
REGION1,DEMINDDSL,2017,0.0584
REGION1,DEMINDDSL,2018,0.0607
REGION1,DEMINDDSL,2019,0.0628
REGION1,DEMINDDSL,2020,0.066
REGION1,DEMINDDSL,2021,0.0691
REGION1,DEMINDDSL,2022,0.072
REGION1,DEMINDDSL,2023,0.0749
REGION1,DEMINDDSL,2024,0.0777
REGION1,DEMINDDSL,2025,0.0804
REGION1,DEMINDDSL,2026,0.083
REGION1,DEMINDDSL,2027,0.0855
REGION1,DEMINDDSL,2028,0.088
REGION1,DEMINDDSL,2029,0.0905
REGION1,DEMINDDSL,2030,0.0925
REGION1,DEMINDELCC02,2016,0.0284
REGION1,DEMINDELCC02,2017,0.0304
REGION1,DEMINDELCC02,2018,0.0325
REGION1,DEMINDELCC02,2019,0.0346
REGION1,DEMINDELCC02,2020,0.038
REGION1,DEMINDELCC02,2021,0.0414
REGION1,DEMINDELCC02,2022,0.0448
REGION1,DEMINDELCC02,2023,0.0482
REGION1,DEMINDELCC02,2024,0.0516
REGION1,DEMINDELCC02,2025,0.055
REGION1,DEMINDELCC02,2026,0.0584
REGION1,DEMINDELCC02,2027,0.0617
REGION1,DEMINDELCC02,2028,0.0651
REGION1,DEMINDELCC02,2029,0.0685
REGION1,DEMINDELCC02,2030,0.0715
REGION1,DEMINDELCN02,2016,0.1253
REGION1,DEMINDELCN02,2017,0.1345
REGION1,DEMINDELCN02,2018,0.1436
REGION1,DEMINDELCN02,2019,0.1528
REGION1,DEMINDELCN02,2020,0.1678
REGION1,DEMINDELCN02,2021,0.1828
REGION1,DEMINDELCN02,2022,0.1978
REGION1,DEMINDELCN02,2023,0.2128
REGION1,DEMINDELCN02,2024,0.2279
REGION1,DEMINDELCN02,2025,0.2429
REGION1,DEMINDELCN02,2026,0.2579
REGION1,DEMINDELCN02,2027,0.2729
REGION1,DEMINDELCN02,2028,0.2879
REGION1,DEMINDELCN02,2029,0.3028
REGION1,DEMINDELCN02,2030,0.316
REGION1,DEMINDELCS02,2016,0.1533
REGION1,DEMINDELCS02,2017,0.1645
REGION1,DEMINDELCS02,2018,0.1757
REGION1,DEMINDELCS02,2019,0.1869
REGION1,DEMINDELCS02,2020,0.2053
REGION1,DEMINDELCS02,2021,0.2236
REGION1,DEMINDELCS02,2022,0.242
REGION1,DEMINDELCS02,2023,0.2604
REGION1,DEMINDELCS02,2024,0.2787
REGION1,DEMINDELCS02,2025,0.2971
REGION1,DEMINDELCS02,2026,0.3154
REGION1,DEMINDELCS02,2027,0.3338
REGION1,DEMINDELCS02,2028,0.3521
REGION1,DEMINDELCS02,2029,0.3705
REGION1,DEMINDELCS02,2030,0.3865
REGION1,DEMINDHFO,2016,0.0153
REGION1,DEMINDHFO,2017,0.0164
REGION1,DEMINDHFO,2018,0.0176
REGION1,DEMINDHFO,2019,0.0187
REGION1,DEMINDHFO,2020,0.0205
REGION1,DEMINDHFO,2021,0.0223
REGION1,DEMINDHFO,2022,0.0242
REGION1,DEMINDHFO,2023,0.026
REGION1,DEMINDHFO,2024,0.0278
REGION1,DEMINDHFO,2025,0.0297
REGION1,DEMINDHFO,2026,0.0315
REGION1,DEMINDHFO,2027,0.0333
REGION1,DEMINDHFO,2028,0.0352
REGION1,DEMINDHFO,2029,0.037
REGION1,DEMINDHFO,2030,0.0386
REGION1,DEMINDKER,2016,0.001
REGION1,DEMINDKER,2017,0.001
REGION1,DEMINDKER,2018,0.001
REGION1,DEMINDKER,2019,0.0011
REGION1,DEMINDKER,2020,0.0011
REGION1,DEMINDKER,2021,0.0012
REGION1,DEMINDKER,2022,0.0012
REGION1,DEMINDKER,2023,0.0013
REGION1,DEMINDKER,2024,0.0013
REGION1,DEMINDKER,2025,0.0014
REGION1,DEMINDKER,2026,0.0014
REGION1,DEMINDKER,2027,0.0015
REGION1,DEMINDKER,2028,0.0015
REGION1,DEMINDKER,2029,0.0016
REGION1,DEMINDKER,2030,0.0016
REGION1,DEMINDLPG,2016,0.0132
REGION1,DEMINDLPG,2017,0.0138
REGION1,DEMINDLPG,2018,0.0143
REGION1,DEMINDLPG,2019,0.0148
REGION1,DEMINDLPG,2020,0.0156
REGION1,DEMINDLPG,2021,0.0163
REGION1,DEMINDLPG,2022,0.017
REGION1,DEMINDLPG,2023,0.0177
REGION1,DEMINDLPG,2024,0.0183
REGION1,DEMINDLPG,2025,0.019
REGION1,DEMINDLPG,2026,0.0196
REGION1,DEMINDLPG,2027,0.0202
REGION1,DEMINDLPG,2028,0.0208
REGION1,DEMINDLPG,2029,0.0213
REGION1,DEMINDLPG,2030,0.0218
REGION1,DEMINDNGS,2016,0.0744
REGION1,DEMINDNGS,2017,0.0798
REGION1,DEMINDNGS,2018,0.0853
REGION1,DEMINDNGS,2019,0.0907
REGION1,DEMINDNGS,2020,0.0996
REGION1,DEMINDNGS,2021,0.1085
REGION1,DEMINDNGS,2022,0.1174
REGION1,DEMINDNGS,2023,0.1263
REGION1,DEMINDNGS,2024,0.1353
REGION1,DEMINDNGS,2025,0.1442
REGION1,DEMINDNGS,2026,0.1531
REGION1,DEMINDNGS,2027,0.162
REGION1,DEMINDNGS,2028,0.1709
REGION1,DEMINDNGS,2029,0.1798
REGION1,DEMINDNGS,2030,0.1876
REGION1,DEMOTHOHC,2016,0.149
REGION1,DEMOTHOHC,2017,0.1599
REGION1,DEMOTHOHC,2018,0.1708
REGION1,DEMOTHOHC,2019,0.1816
REGION1,DEMOTHOHC,2020,0.1995
REGION1,DEMOTHOHC,2021,0.2174
REGION1,DEMOTHOHC,2022,0.2352
REGION1,DEMOTHOHC,2023,0.2531
REGION1,DEMOTHOHC,2024,0.2709
REGION1,DEMOTHOHC,2025,0.2887
REGION1,DEMOTHOHC,2026,0.3066
REGION1,DEMOTHOHC,2027,0.3244
REGION1,DEMOTHOHC,2028,0.3422
REGION1,DEMOTHOHC,2029,0.3601
REGION1,DEMOTHOHC,2030,0.3757
REGION1,DEMPWRBIO,2016,0.0017
REGION1,DEMPWRBIO,2017,0.0039
REGION1,DEMPWRBIO,2018,0.0074
REGION1,DEMPWRBIO,2019,0.0074
REGION1,DEMPWRBIO,2020,0.0074
REGION1,DEMPWRBIO,2021,0.0074
REGION1,DEMPWRBIO,2022,0.0074
REGION1,DEMPWRBIO,2023,0.0074
REGION1,DEMPWRBIO,2024,0.0074
REGION1,DEMPWRBIO,2025,0.0074
REGION1,DEMPWRBIO,2026,0.0074
REGION1,DEMPWRBIO,2027,0.0074
REGION1,DEMPWRBIO,2028,0.0069
REGION1,DEMPWRBIO,2029,0.0069
REGION1,DEMPWRBIO,2030,0.0069
REGION1,DEMPWRCOA,2016,0.5508
REGION1,DEMPWRCOA,2017,0.6717
REGION1,DEMPWRCOA,2018,0.7327
REGION1,DEMPWRCOA,2019,0.7568
REGION1,DEMPWRCOA,2020,0.8414
REGION1,DEMPWRCOA,2021,1.049
REGION1,DEMPWRCOA,2022,1.2561
REGION1,DEMPWRCOA,2023,1.4516
REGION1,DEMPWRCOA,2024,1.4308
REGION1,DEMPWRCOA,2025,1.4101
REGION1,DEMPWRCOA,2026,1.3894
REGION1,DEMPWRCOA,2027,1.3688
REGION1,DEMPWRCOA,2028,1.3482
REGION1,DEMPWRCOA,2029,1.3391
REGION1,DEMPWRCOA,2030,1.3569
REGION1,DEMPWRDSL,2029,0.0005
REGION1,DEMPWRDSL,2030,0.0021
REGION1,DEMPWRHYD,2016,0.2291
REGION1,DEMPWRHYD,2017,0.2345
REGION1,DEMPWRHYD,2018,0.2409
REGION1,DEMPWRHYD,2019,0.2469
REGION1,DEMPWRHYD,2020,0.2538
REGION1,DEMPWRHYD,2021,0.2538
REGION1,DEMPWRHYD,2022,0.2538
REGION1,DEMPWRHYD,2023,0.2538
REGION1,DEMPWRHYD,2024,0.2538
REGION1,DEMPWRHYD,2025,0.2538
REGION1,DEMPWRHYD,2026,0.2523
REGION1,DEMPWRHYD,2027,0.2523
REGION1,DEMPWRHYD,2028,0.2523
REGION1,DEMPWRHYD,2029,0.2523
REGION1,DEMPWRHYD,2030,0.2523
REGION1,DEMPWRNGS,2016,0.387
REGION1,DEMPWRNGS,2017,0.387
REGION1,DEMPWRNGS,2018,0.387
REGION1,DEMPWRNGS,2019,0.387
REGION1,DEMPWRNGS,2020,0.4343
REGION1,DEMPWRNGS,2021,0.4343
REGION1,DEMPWRNGS,2022,0.4343
REGION1,DEMPWRNGS,2023,0.4367
REGION1,DEMPWRNGS,2024,0.5569
REGION1,DEMPWRNGS,2025,0.6768
REGION1,DEMPWRNGS,2026,0.7988
REGION1,DEMPWRNGS,2027,0.9185
REGION1,DEMPWRNGS,2028,1.0298
REGION1,DEMPWRNGS,2029,1.1393
REGION1,DEMPWRNGS,2030,1.2268
REGION1,DEMPWRSOL,2019,0.0021
REGION1,DEMPWRSOL,2020,0.005
REGION1,DEMPWRSOL,2021,0.005
REGION1,DEMPWRSOL,2022,0.005
REGION1,DEMPWRSOL,2023,0.005
REGION1,DEMPWRSOL,2024,0.005
REGION1,DEMPWRSOL,2025,0.005
REGION1,DEMPWRSOL,2026,0.005
REGION1,DEMPWRSOL,2027,0.005
REGION1,DEMPWRSOL,2028,0.005
REGION1,DEMPWRSOL,2029,0.005
REGION1,DEMPWRSOL,2030,0.005
REGION1,DEMPWRSURNOC,2016,0.0003
REGION1,DEMPWRSURNOC,2017,0.0003
REGION1,DEMPWRSURNOC,2018,0.0004
REGION1,DEMPWRSURNOC,2019,0.0004
REGION1,DEMPWRSURNOC,2020,0.0008
REGION1,DEMPWRSURNOC,2021,0.0008
REGION1,DEMPWRSURNOC,2022,0.0008
REGION1,DEMPWRSURNOC,2023,0.0008
REGION1,DEMPWRSURNOC,2024,0.0008
REGION1,DEMPWRSURNOC,2025,0.0008
REGION1,DEMPWRSURNOC,2026,0.0008
REGION1,DEMPWRSURNOC,2027,0.0008
REGION1,DEMPWRSURNOC,2028,0.0008
REGION1,DEMPWRSURNOC,2029,0.0008
REGION1,DEMPWRSURNOC,2030,0.001
REGION1,DEMPWRSURNOE,2016,0.0071
REGION1,DEMPWRSURNOE,2017,0.0079
REGION1,DEMPWRSURNOE,2018,0.0069
REGION1,DEMPWRSURNOE,2019,0.0037
REGION1,DEMPWRSURNOE,2020,0.0042
REGION1,DEMPWRSURNOE,2021,0.0065
REGION1,DEMPWRSURNOE,2022,0.0087
REGION1,DEMPWRSURNOE,2023,0.0106
REGION1,DEMPWRSURNOE,2024,0.0104
REGION1,DEMPWRSURNOE,2025,0.0102
REGION1,DEMPWRSURNOE,2026,0.01
REGION1,DEMPWRSURNOE,2027,0.0098
REGION1,DEMPWRSURNOE,2028,0.0093
REGION1,DEMPWRSURNOE,2029,0.0091
REGION1,DEMPWRSURNOE,2030,0.0093
REGION1,DEMPWRSURSOE,2016,0.0007
REGION1,DEMPWRSURSOE,2017,0.0012
REGION1,DEMPWRSURSOE,2018,0.0028
REGION1,DEMPWRSURSOE,2019,0.0063
REGION1,DEMPWRSURSOE,2020,0.0065
REGION1,DEMPWRSURSOE,2021,0.0065
REGION1,DEMPWRSURSOE,2022,0.0065
REGION1,DEMPWRSURSOE,2023,0.0066
REGION1,DEMPWRSURSOE,2024,0.0073
REGION1,DEMPWRSURSOE,2025,0.0079
REGION1,DEMPWRSURSOE,2026,0.0086
REGION1,DEMPWRSURSOE,2027,0.0092
REGION1,DEMPWRSURSOE,2028,0.0101
REGION1,DEMPWRSURSOE,2029,0.0108
