r,t,y,CapitalInvestment
REGION1,LNDCP01IINOC,2029,0.1549
REGION1,LNDCP01IINOC,2030,0.1836
REGION1,LNDCP01IINOE,2026,0.018
REGION1,LNDCP01IINOE,2027,0.0754
REGION1,LNDCP01IINOE,2028,0.111
REGION1,LNDCP01IINOE,2029,0.1412
REGION1,LNDCP01IINOE,2030,0.1669
REGION1,LNDCP01IINOW,2026,0.0236
REGION1,LNDCP01IINOW,2027,0.0992
REGION1,LNDCP01IINOW,2028,0.146
REGION1,LNDCP01IINOW,2029,0.1857
REGION1,LNDCP01IINOW,2030,0.2195
REGION1,LNDCP01IIRRD,2026,0.0101
REGION1,LNDCP01IIRRD,2027,0.0424
REGION1,LNDCP01IIRRD,2028,0.0623
REGION1,LNDCP01IIRRD,2029,0.0793
REGION1,LNDCP01IIRRD,2030,0.0938
REGION1,LNDCP01IISOC,2026,0.0613
REGION1,LNDCP01IISOC,2027,0.144
REGION1,LNDCP01IISOC,2028,0.2142
REGION1,LNDCP01IISOC,2029,0.274
REGION1,LNDCP01IISOC,2030,0.3248
REGION1,LNDCP01IISOE,2017,1.1101
REGION1,LNDCP01IISOE,2018,1.2254
REGION1,LNDCP01IISOE,2019,1.358
REGION1,LNDCP01IRMRD,2016,23.9014
REGION1,LNDCP01IRNOC,2017,0.4345
REGION1,LNDCP01IRNOC,2018,0.4796
REGION1,LNDCP01IRNOC,2019,0.5315
REGION1,LNDCP01IRNOC,2020,0.5912
REGION1,LNDCP01IRNOC,2021,0.6598
REGION1,LNDCP01IRNOE,2026,0.0121
REGION1,LNDCP01IRNOE,2027,0.0284
REGION1,LNDCP01IRNOE,2028,0.0422
REGION1,LNDCP01IRNOE,2029,0.054
REGION1,LNDCP01IRNOE,2030,0.064
REGION1,LNDCP01IRNOW,2026,0.0091
REGION1,LNDCP01IRNOW,2027,0.0383
REGION1,LNDCP01IRNOW,2028,0.0563
REGION1,LNDCP01IRNOW,2029,0.0717
REGION1,LNDCP01IRNOW,2030,0.0847
REGION1,LNDCP01IRRRD,2026,0.0068
REGION1,LNDCP01IRRRD,2027,0.0159
REGION1,LNDCP01IRRRD,2028,0.0237
REGION1,LNDCP01IRRRD,2029,0.0303
REGION1,LNDCP01IRRRD,2030,0.0359
REGION1,LNDCP01IRSOC,2019,0.6976
REGION1,LNDCP01IRSOC,2020,0.7668
REGION1,LNDCP01IRSOC,2021,0.8464
REGION1,LNDCP01IRSOC,2022,0.9378
REGION1,LNDCP01IRSOE,2017,0.4286
REGION1,LNDCP01IRSOE,2018,0.4731
REGION1,LNDCP01IRSOE,2019,0.5242
REGION1,LNDCP01LRMRD,2016,1.229
REGION1,LNDCP01LRNOC,2018,0.1036
REGION1,LNDCP01LRNOC,2030,0.0079
REGION1,LNDCP01LRNOE,2029,0.0166
REGION1,LNDCP01LRNOE,2030,0.0186
REGION1,LNDCP01LRNOW,2030,0.0278
REGION1,LNDCP01LRRRD,2029,0.0093
REGION1,LNDCP01LRRRD,2030,0.0105
REGION1,LNDCP01LRSOC,2027,0.0104
REGION1,LNDCP01LRSOC,2028,0.0221
REGION1,LNDCP01LRSOC,2029,0.0276
REGION1,LNDCP01LRSOC,2030,0.0324
REGION1,LNDCP01LRSOE,2017,0.1071
REGION1,LNDCP01LRSOE,2018,0.1183
REGION1,LNDCP01LRSOE,2019,0.1311
REGION1,LNDCP02HIMRD,2026,0.0877
REGION1,LNDCP02HIMRD,2027,0.2061
REGION1,LNDCP02HIMRD,2028,0.3067
REGION1,LNDCP02HIMRD,2029,0.3922
REGION1,LNDCP02HIMRD,2030,0.465
REGION1,LNDCP02HINOC,2017,3.0938
REGION1,LNDCP02HINOC,2018,3.415
REGION1,LNDCP02HINOC,2019,3.7845
REGION1,LNDCP02HINOC,2020,4.2094
REGION1,LNDCP02HINOC,2021,1.0006
REGION1,LNDCP02HINOE,2026,0.0859
REGION1,LNDCP02HINOE,2027,0.2019
REGION1,LNDCP02HINOE,2028,0.3004
REGION1,LNDCP02HINOE,2029,0.3842
REGION1,LNDCP02HINOE,2030,0.4554
REGION1,LNDCP02HINOW,2026,0.113
REGION1,LNDCP02HINOW,2027,0.2655
REGION1,LNDCP02HINOW,2028,0.3951
REGION1,LNDCP02HINOW,2029,0.5053
REGION1,LNDCP02HINOW,2030,0.5989
REGION1,LNDCP02HIRRD,2026,0.0482
REGION1,LNDCP02HIRRD,2027,0.1134
REGION1,LNDCP02HIRRD,2028,0.1687
REGION1,LNDCP02HIRRD,2029,0.2158
REGION1,LNDCP02HIRRD,2030,0.2558
REGION1,LNDCP02HISOC,2017,5.4724
REGION1,LNDCP02HISOC,2018,6.0406
REGION1,LNDCP02HISOC,2019,6.6942
REGION1,LNDCP02HISOC,2020,7.4457
REGION1,LNDCP02HISOC,2021,8.31
REGION1,LNDCP02HISOC,2022,9.3039
REGION1,LNDCP02HISOC,2023,10.447
REGION1,LNDCP02HISOC,2024,2.5061
REGION1,LNDCP02HISOE,2017,3.0514
REGION1,LNDCP02HISOE,2018,3.3683
REGION1,LNDCP02HISOE,2019,3.7327
REGION1,LNDCP02HISOE,2020,4.1517
REGION1,LNDCP02HISOE,2021,4.6337
REGION1,LNDCP02HISOE,2022,4.7446
REGION1,LNDCP02HISOE,2025,5.4771
REGION1,LNDCP02HISOE,2026,6.1578
REGION1,LNDCP02HISOE,2027,6.9406
REGION1,LNDCP02HISOE,2028,7.8409
REGION1,LNDCP02HISOE,2029,8.0187
REGION1,LNDCP02HISOE,2030,3.2785
REGION1,LNDCP02HRMRD,2026,0.1751
REGION1,LNDCP02HRMRD,2027,0.4115
REGION1,LNDCP02HRMRD,2028,0.6124
REGION1,LNDCP02HRMRD,2029,0.7832
REGION1,LNDCP02HRMRD,2030,0.9284
REGION1,LNDCP02HRNOC,2017,6.1776
REGION1,LNDCP02HRNOC,2018,6.8191
REGION1,LNDCP02HRNOC,2019,7.5569
REGION1,LNDCP02HRNOC,2020,8.4053
REGION1,LNDCP02HRNOC,2021,9.381
REGION1,LNDCP02HRNOC,2022,10.503
REGION1,LNDCP02HRNOC,2023,11.7933
REGION1,LNDCP02HRNOC,2024,13.2772
REGION1,LNDCP02HRNOC,2025,14.9836
REGION1,LNDCP02HRNOC,2026,16.9461
REGION1,LNDCP02HRNOC,2027,19.2029
REGION1,LNDCP02HRNOC,2028,21.7982
REGION1,LNDCP02HRNOC,2029,24.7828
REGION1,LNDCP02HRNOC,2030,28.2151
REGION1,LNDCP02HRNOE,2026,0.1715
REGION1,LNDCP02HRNOE,2027,0.4031
REGION1,LNDCP02HRNOE,2028,0.5999
REGION1,LNDCP02HRNOE,2029,0.7672
REGION1,LNDCP02HRNOE,2030,0.9094
REGION1,LNDCP02HRNOW,2026,0.2256
REGION1,LNDCP02HRNOW,2027,0.5301
REGION1,LNDCP02HRNOW,2028,0.7889
REGION1,LNDCP02HRNOW,2029,1.0089
REGION1,LNDCP02HRNOW,2030,1.1959
REGION1,LNDCP02HRRRD,2017,3.1311
REGION1,LNDCP02HRRRD,2029,0.0602
REGION1,LNDCP02HRRRD,2030,0.1957
REGION1,LNDCP02HRSOC,2017,10.9272
REGION1,LNDCP02HRSOC,2018,12.0619
REGION1,LNDCP02HRSOC,2019,13.3669
REGION1,LNDCP02HRSOC,2020,14.8676
REGION1,LNDCP02HRSOC,2021,16.5934
REGION1,LNDCP02HRSOC,2022,18.578
REGION1,LNDCP02HRSOC,2023,20.8604
REGION1,LNDCP02HRSOC,2024,23.4852
REGION1,LNDCP02HRSOC,2025,21.9322
REGION1,LNDCP02HRSOC,2026,15.8133
REGION1,LNDCP02HRSOC,2027,11.2816
REGION1,LNDCP02HRSOC,2028,6.553
REGION1,LNDCP02HRSOE,2017,6.093
REGION1,LNDCP02HRSOE,2018,6.7257
REGION1,LNDCP02HRSOE,2019,0.8791
REGION1,LNDCP02HRSOE,2020,3.1229
REGION1,LNDCP02HRSOE,2021,5.6501
REGION1,LNDCP02IIMRD,2026,0.0284
REGION1,LNDCP02IIMRD,2027,0.1191
REGION1,LNDCP02IIMRD,2028,0.1752
REGION1,LNDCP02IIMRD,2029,0.2229
REGION1,LNDCP02IIMRD,2030,0.2635
REGION1,LNDCP02IINOC,2026,0.0535
REGION1,LNDCP02IINOC,2027,0.1258
REGION1,LNDCP02IINOC,2028,0.1873
REGION1,LNDCP02IINOC,2029,0.2395
REGION1,LNDCP02IINOC,2030,0.2839
REGION1,LNDCP02IINOE,2027,0.1208
REGION1,LNDCP02IINOE,2028,0.1752
REGION1,LNDCP02IINOE,2029,0.2214
REGION1,LNDCP02IINOE,2030,0.2606
REGION1,LNDCP02IINOW,2026,0.0365
REGION1,LNDCP02IINOW,2027,0.1534
REGION1,LNDCP02IINOW,2028,0.2257
REGION1,LNDCP02IINOW,2029,0.2871
REGION1,LNDCP02IINOW,2030,0.3394
REGION1,LNDCP02IIRRD,2027,0.0678
REGION1,LNDCP02IIRRD,2028,0.0984
REGION1,LNDCP02IIRRD,2029,0.1243
REGION1,LNDCP02IIRRD,2030,0.1464
REGION1,LNDCP02IISOC,2026,0.0947
REGION1,LNDCP02IISOC,2027,0.2226
REGION1,LNDCP02IISOC,2028,0.3313
REGION1,LNDCP02IISOC,2029,0.4236
REGION1,LNDCP02IISOC,2030,0.5022
REGION1,LNDCP02IISOE,2026,0.0528
REGION1,LNDCP02IISOE,2027,0.1241
REGION1,LNDCP02IISOE,2028,0.1847
REGION1,LNDCP02IISOE,2029,0.2362
REGION1,LNDCP02IISOE,2030,0.28
REGION1,LNDCP02IRMRD,2027,0.0292
REGION1,LNDCP02IRMRD,2028,0.0423
REGION1,LNDCP02IRMRD,2029,0.0535
REGION1,LNDCP02IRMRD,2030,0.063
REGION1,LNDCP02IRNOC,2016,3.306
REGION1,LNDCP02IRNOC,2017,0.2152
REGION1,LNDCP02IRNOE,2027,0.0286
REGION1,LNDCP02IRNOE,2028,0.0415
REGION1,LNDCP02IRNOE,2029,0.0524
REGION1,LNDCP02IRNOE,2030,0.0617
REGION1,LNDCP02IRNOW,2026,0.0086
REGION1,LNDCP02IRNOW,2027,0.0363
REGION1,LNDCP02IRNOW,2028,0.0534
REGION1,LNDCP02IRNOW,2029,0.068
REGION1,LNDCP02IRNOW,2030,0.0803
REGION1,LNDCP02IRRRD,2016,0.0133
REGION1,LNDCP02IRRRD,2027,0.0141
REGION1,LNDCP02IRRRD,2028,0.0216
REGION1,LNDCP02IRRRD,2029,0.028
REGION1,LNDCP02IRRRD,2030,0.0334
REGION1,LNDCP02IRSOC,2026,0.0224
REGION1,LNDCP02IRSOC,2027,0.0527
REGION1,LNDCP02IRSOC,2028,0.0784
REGION1,LNDCP02IRSOC,2029,0.1003
REGION1,LNDCP02IRSOC,2030,0.1188
REGION1,LNDCP02IRSOE,2026,0.0125
REGION1,LNDCP02IRSOE,2027,0.0294
REGION1,LNDCP02IRSOE,2028,0.0437
REGION1,LNDCP02IRSOE,2029,0.0559
REGION1,LNDCP02IRSOE,2030,0.0663
REGION1,LNDCP02LRMRD,2029,0.0106
REGION1,LNDCP02LRMRD,2030,0.0188
REGION1,LNDCP02LRNOC,2029,0.0174
REGION1,LNDCP02LRNOC,2030,0.0196
REGION1,LNDCP02LRRRD,2029,0.0088
REGION1,LNDCP02LRRRD,2030,0.0099
REGION1,LNDCP02LRSOC,2028,0.0221
REGION1,LNDCP02LRSOC,2029,0.0275
REGION1,LNDCP02LRSOC,2030,0.0318
REGION1,LNDCP02LRSOE,2029,0.0113
REGION1,LNDCP02LRSOE,2030,0.0202
REGION1,LNDCP03HIMRD,2026,0.0516
REGION1,LNDCP03HIMRD,2027,0.2165
REGION1,LNDCP03HIMRD,2028,0.3185
REGION1,LNDCP03HIMRD,2029,0.4053
REGION1,LNDCP03HIMRD,2030,0.479
REGION1,LNDCP03HINOC,2026,0.056
REGION1,LNDCP03HINOC,2027,0.235
REGION1,LNDCP03HINOC,2028,0.3458
REGION1,LNDCP03HINOC,2029,0.4399
REGION1,LNDCP03HINOC,2030,0.52
REGION1,LNDCP03HINOE,2021,2.3281
REGION1,LNDCP03HINOE,2022,2.5456
REGION1,LNDCP03HINOE,2023,2.7956
REGION1,LNDCP03HINOE,2024,3.0832
REGION1,LNDCP03HINOE,2025,1.6969
REGION1,LNDCP03HINOW,2026,0.0664
REGION1,LNDCP03HINOW,2027,0.2789
REGION1,LNDCP03HINOW,2028,0.4103
REGION1,LNDCP03HINOW,2029,0.5221
REGION1,LNDCP03HINOW,2030,0.617
REGION1,LNDCP03HIRRD,2019,1.4557
REGION1,LNDCP03HIRRD,2020,1.6
REGION1,LNDCP03HIRRD,2021,1.766
REGION1,LNDCP03HIRRD,2022,1.9569
REGION1,LNDCP03HIRRD,2023,2.1764
REGION1,LNDCP03HIRRD,2024,2.4288
REGION1,LNDCP03HIRRD,2025,2.7191
REGION1,LNDCP03HIRRD,2026,3.053
REGION1,LNDCP03HIRRD,2027,3.4369
REGION1,LNDCP03HIRRD,2028,3.8784
REGION1,LNDCP03HISOC,2026,0.1722
REGION1,LNDCP03HISOC,2027,0.4047
REGION1,LNDCP03HISOC,2028,0.6023
REGION1,LNDCP03HISOC,2029,0.7703
REGION1,LNDCP03HISOC,2030,0.913
REGION1,LNDCP03HISOE,2026,0.096
REGION1,LNDCP03HISOE,2027,0.2257
REGION1,LNDCP03HISOE,2028,0.3358
REGION1,LNDCP03HISOE,2029,0.4295
REGION1,LNDCP03HISOE,2030,0.5091
REGION1,LNDCP03HRMRD,2026,0.2429
REGION1,LNDCP03HRMRD,2027,1.0198
REGION1,LNDCP03HRMRD,2028,1.5005
REGION1,LNDCP03HRMRD,2029,1.9092
REGION1,LNDCP03HRMRD,2030,2.2565
REGION1,LNDCP03HRNOC,2026,0.2637
REGION1,LNDCP03HRNOC,2027,1.107
REGION1,LNDCP03HRNOC,2028,1.6288
REGION1,LNDCP03HRNOC,2029,2.0724
REGION1,LNDCP03HRNOC,2030,2.4495
REGION1,LNDCP03HRNOE,2019,0.9422
REGION1,LNDCP03HRNOE,2020,11.729
REGION1,LNDCP03HRNOE,2021,12.8676
REGION1,LNDCP03HRNOE,2022,14.177
REGION1,LNDCP03HRNOE,2023,15.6827
REGION1,LNDCP03HRNOE,2024,17.4144
REGION1,LNDCP03HRNOE,2025,19.4058
REGION1,LNDCP03HRNOE,2026,21.6959
REGION1,LNDCP03HRNOE,2027,21.6203
REGION1,LNDCP03HRNOE,2028,20.9599
REGION1,LNDCP03HRNOE,2029,18.807
REGION1,LNDCP03HRNOE,2030,13.7249
REGION1,LNDCP03HRNOW,2026,0.3129
REGION1,LNDCP03HRNOW,2027,1.3136
REGION1,LNDCP03HRNOW,2028,1.9328
REGION1,LNDCP03HRNOW,2029,2.4592
REGION1,LNDCP03HRNOW,2030,2.9066
REGION1,LNDCP03HRRRD,2017,7.5544
REGION1,LNDCP03HRRRD,2018,8.3389
REGION1,LNDCP03HRRRD,2019,9.2411
REGION1,LNDCP03HRRRD,2020,10.2786
REGION1,LNDCP03HRRRD,2021,11.4717
REGION1,LNDCP03HRRRD,2022,12.8438
REGION1,LNDCP03HRRRD,2023,14.4217
REGION1,LNDCP03HRRRD,2024,16.2363
REGION1,LNDCP03HRRRD,2025,18.3231
REGION1,LNDCP03HRRRD,2026,20.7229
REGION1,LNDCP03HRRRD,2027,23.4827
REGION1,LNDCP03HRRRD,2028,26.6564
REGION1,LNDCP03HRRRD,2029,30.3062
REGION1,LNDCP03HRRRD,2030,26.1266
REGION1,LNDCP03HRSOC,2026,0.4664
REGION1,LNDCP03HRSOC,2027,1.958
REGION1,LNDCP03HRSOC,2028,2.8811
REGION1,LNDCP03HRSOC,2029,3.6658
REGION1,LNDCP03HRSOC,2030,4.3327
REGION1,LNDCP03HRSOE,2026,0.4523
REGION1,LNDCP03HRSOE,2027,1.063
REGION1,LNDCP03HRSOE,2028,1.582
REGION1,LNDCP03HRSOE,2029,2.0232
REGION1,LNDCP03HRSOE,2030,2.3982
REGION1,LNDCP03IIMRD,2027,0.1261
REGION1,LNDCP03IIMRD,2028,0.1829
REGION1,LNDCP03IIMRD,2029,0.2311
REGION1,LNDCP03IIMRD,2030,0.2721
REGION1,LNDCP03IINOC,2027,0.1369
REGION1,LNDCP03IINOC,2028,0.1985
REGION1,LNDCP03IINOC,2029,0.2509
REGION1,LNDCP03IINOC,2030,0.2954
REGION1,LNDCP03IINOE,2024,0.3295
REGION1,LNDCP03IINOE,2027,0.0741
REGION1,LNDCP03IINOE,2028,0.1371
REGION1,LNDCP03IINOE,2029,0.1907
REGION1,LNDCP03IINOE,2030,0.2362
REGION1,LNDCP03IINOW,2026,0.0374
REGION1,LNDCP03IINOW,2027,0.1569
REGION1,LNDCP03IINOW,2028,0.2308
REGION1,LNDCP03IINOW,2029,0.2937
REGION1,LNDCP03IINOW,2030,0.3471
REGION1,LNDCP03IIRRD,2026,0.0278
REGION1,LNDCP03IIRRD,2027,0.0652
REGION1,LNDCP03IIRRD,2028,0.0971
REGION1,LNDCP03IIRRD,2029,0.1242
REGION1,LNDCP03IIRRD,2030,0.1472
REGION1,LNDCP03IISOC,2026,0.0557
REGION1,LNDCP03IISOC,2027,0.2338
REGION1,LNDCP03IISOC,2028,0.344
REGION1,LNDCP03IISOC,2029,0.4377
REGION1,LNDCP03IISOC,2030,0.5174
REGION1,LNDCP03IISOE,2026,0.0311
REGION1,LNDCP03IISOE,2027,0.1304
REGION1,LNDCP03IISOE,2028,0.1918
REGION1,LNDCP03IISOE,2029,0.2441
REGION1,LNDCP03IISOE,2030,0.2885
REGION1,LNDCP03IRMRD,2027,0.0704
REGION1,LNDCP03IRMRD,2028,0.1021
REGION1,LNDCP03IRMRD,2029,0.129
REGION1,LNDCP03IRMRD,2030,0.1519
REGION1,LNDCP03IRNOC,2026,0.0176
REGION1,LNDCP03IRNOC,2027,0.0738
REGION1,LNDCP03IRNOC,2028,0.1086
REGION1,LNDCP03IRNOC,2029,0.1382
REGION1,LNDCP03IRNOC,2030,0.1633
REGION1,LNDCP03IRNOE,2020,0.7725
REGION1,LNDCP03IRNOE,2021,0.847
REGION1,LNDCP03IRNOE,2022,0.9327
REGION1,LNDCP03IRNOE,2023,1.0312
REGION1,LNDCP03IRNOE,2024,1.1445
REGION1,LNDCP03IRNOE,2025,1.2748
REGION1,LNDCP03IRNOE,2026,0.5143
REGION1,LNDCP03IRNOW,2026,0.0209
REGION1,LNDCP03IRNOW,2027,0.0876
REGION1,LNDCP03IRNOW,2028,0.1289
REGION1,LNDCP03IRNOW,2029,0.1639
REGION1,LNDCP03IRNOW,2030,0.1938
REGION1,LNDCP03IRRRD,2016,106.206
REGION1,LNDCP03IRRRD,2018,3.6357
REGION1,LNDCP03IRRRD,2019,16.9334
REGION1,LNDCP03IRRRD,2020,19.4502
REGION1,LNDCP03IRRRD,2021,22.3444
REGION1,LNDCP03IRRRD,2022,25.6729
REGION1,LNDCP03IRRRD,2023,20.3922
REGION1,LNDCP03IRRRD,2024,16.4388
REGION1,LNDCP03IRRRD,2025,14.9918
REGION1,LNDCP03IRRRD,2026,10.2556
REGION1,LNDCP03IRRRD,2027,6.517
REGION1,LNDCP03IRSOC,2026,0.0311
REGION1,LNDCP03IRSOC,2027,0.1305
REGION1,LNDCP03IRSOC,2028,0.1921
REGION1,LNDCP03IRSOC,2029,0.2444
REGION1,LNDCP03IRSOC,2030,0.2888
REGION1,LNDCP03IRSOE,2026,0.0302
REGION1,LNDCP03IRSOE,2027,0.0709
REGION1,LNDCP03IRSOE,2028,0.1055
REGION1,LNDCP03IRSOE,2029,0.1349
REGION1,LNDCP03IRSOE,2030,0.1599
REGION1,LNDCP03LRMRD,2029,0.0387
REGION1,LNDCP03LRMRD,2030,0.0435
REGION1,LNDCP03LRNOC,2028,0.0306
REGION1,LNDCP03LRNOC,2029,0.0375
REGION1,LNDCP03LRNOC,2030,0.0433
REGION1,LNDCP03LRNOE,2026,0.004
REGION1,LNDCP03LRNOE,2027,0.0166
REGION1,LNDCP03LRNOE,2028,0.0245
REGION1,LNDCP03LRNOE,2029,0.0312
REGION1,LNDCP03LRNOE,2030,0.0368
REGION1,LNDCP03LRNOW,2028,0.0363
REGION1,LNDCP03LRNOW,2029,0.0444
REGION1,LNDCP03LRNOW,2030,0.0514
REGION1,LNDCP03LRRRD,2028,0.008
REGION1,LNDCP03LRRRD,2029,0.0201
REGION1,LNDCP03LRRRD,2030,0.0229
REGION1,LNDCP03LRSOC,2028,0.0541
REGION1,LNDCP03LRSOC,2029,0.0662
REGION1,LNDCP03LRSOC,2030,0.0766
REGION1,LNDCP03LRSOE,2027,0.0188
REGION1,LNDCP03LRSOE,2028,0.0273
REGION1,LNDCP03LRSOE,2029,0.0345
REGION1,LNDCP03LRSOE,2030,0.0407
REGION1,LNDCP04HINOC,2026,0.3526
REGION1,LNDCP04HINOC,2027,0.8285
REGION1,LNDCP04HINOC,2028,1.2331
REGION1,LNDCP04HINOC,2029,1.5769
REGION1,LNDCP04HINOC,2030,1.8692
REGION1,LNDCP04HINOE,2020,8.4839
REGION1,LNDCP04HINOE,2029,0.4772
REGION1,LNDCP04HINOE,2030,0.8829
REGION1,LNDCP04HINOW,2020,11.714
REGION1,LNDCP04HINOW,2021,12.8436
REGION1,LNDCP04HINOW,2022,14.1426
REGION1,LNDCP04HINOW,2023,0.0525
REGION1,LNDCP04HIRRD,2026,0.1787
REGION1,LNDCP04HIRRD,2027,0.4199
REGION1,LNDCP04HIRRD,2028,0.625
REGION1,LNDCP04HIRRD,2029,0.7993
REGION1,LNDCP04HIRRD,2030,0.9474
REGION1,LNDCP04HISOC,2020,4.7744
REGION1,LNDCP04HISOC,2021,4.0563
REGION1,LNDCP04HISOC,2027,0.2344
REGION1,LNDCP04HISOC,2028,1.1347
REGION1,LNDCP04HISOC,2029,1.8999
REGION1,LNDCP04HISOC,2030,2.5503
REGION1,LNDCP04HISOE,2020,5.7954
REGION1,LNDCP04HISOE,2028,0.5216
REGION1,LNDCP04HISOE,2029,0.9649
REGION1,LNDCP04HISOE,2030,1.3418
REGION1,LNDCP04HRNOC,2026,1.15
REGION1,LNDCP04HRNOC,2027,2.7024
REGION1,LNDCP04HRNOC,2028,4.022
REGION1,LNDCP04HRNOC,2029,5.1437
REGION1,LNDCP04HRNOC,2030,6.0971
REGION1,LNDCP04HRNOE,2019,30.6132
REGION1,LNDCP04HRNOE,2020,33.6486
REGION1,LNDCP04HRNOE,2021,37.1393
REGION1,LNDCP04HRNOE,2022,41.1536
REGION1,LNDCP04HRNOE,2023,45.77
REGION1,LNDCP04HRNOE,2024,31.9951
REGION1,LNDCP04HRNOW,2018,9.3698
REGION1,LNDCP04HRNOW,2019,41.6616
REGION1,LNDCP04HRNOW,2020,45.8639
REGION1,LNDCP04HRNOW,2021,50.6965
REGION1,LNDCP04HRNOW,2022,56.2541
REGION1,LNDCP04HRNOW,2023,62.6453
REGION1,LNDCP04HRNOW,2024,69.9952
REGION1,LNDCP04HRNOW,2025,78.4475
