r,t,y,NewCapacity
REGION1,DEMAGRELCJ02,2015,0.2196
REGION1,DEMAGRELCJ02,2017,0.0126
REGION1,DEMAGRELCJ02,2018,0.0126
REGION1,DEMAGRELCJ02,2019,0.0126
REGION1,DEMAGRELCJ02,2020,0.0126
REGION1,DEMAGRELCJ02,2021,0.0198
REGION1,DEMAGRELCJ02,2022,0.0198
REGION1,DEMAGRELCJ02,2023,0.0198
REGION1,DEMAGRELCJ02,2024,0.0198
REGION1,DEMAGRELCJ02,2025,0.0198
REGION1,DEMAGRELCJ02,2026,0.0198
REGION1,DEMAGRELCJ02,2027,0.0198
REGION1,DEMAGRELCJ02,2028,0.0198
REGION1,DEMAGRELCJ02,2029,0.0198
REGION1,DEMAGRELCJ02,2030,0.0198
REGION1,DEMAGRELCK02,2015,0.0232
REGION1,DEMAGRELCK02,2017,0.0013
REGION1,DEMAGRELCK02,2018,0.0013
REGION1,DEMAGRELCK02,2019,0.0013
REGION1,DEMAGRELCK02,2020,0.0013
REGION1,DEMAGRELCK02,2021,0.0021
REGION1,DEMAGRELCK02,2022,0.0021
REGION1,DEMAGRELCK02,2023,0.0021
REGION1,DEMAGRELCK02,2024,0.0021
REGION1,DEMAGRELCK02,2025,0.0021
REGION1,DEMAGRELCK02,2026,0.0021
REGION1,DEMAGRELCK02,2027,0.0021
REGION1,DEMAGRELCK02,2028,0.0021
REGION1,DEMAGRELCK02,2029,0.0021
REGION1,DEMAGRELCK02,2030,0.0021
REGION1,DEMAGRELCL02,2015,0.0283
REGION1,DEMAGRELCL02,2017,0.0016
REGION1,DEMAGRELCL02,2018,0.0016
REGION1,DEMAGRELCL02,2019,0.0016
REGION1,DEMAGRELCL02,2020,0.0016
REGION1,DEMAGRELCL02,2021,0.0026
REGION1,DEMAGRELCL02,2022,0.0026
REGION1,DEMAGRELCL02,2023,0.0026
REGION1,DEMAGRELCL02,2024,0.0026
REGION1,DEMAGRELCL02,2025,0.0026
REGION1,DEMAGRELCL02,2026,0.0026
REGION1,DEMAGRELCL02,2027,0.0026
REGION1,DEMAGRELCL02,2028,0.0026
REGION1,DEMAGRELCL02,2029,0.0026
REGION1,DEMAGRELCL02,2030,0.0026
REGION1,DEMAGRELCM02,2015,0.0043
REGION1,DEMAGRELCM02,2017,0.0002
REGION1,DEMAGRELCM02,2018,0.0002
REGION1,DEMAGRELCM02,2019,0.0002
REGION1,DEMAGRELCM02,2020,0.0002
REGION1,DEMAGRELCM02,2021,0.0004
REGION1,DEMAGRELCM02,2022,0.0004
REGION1,DEMAGRELCM02,2023,0.0004
REGION1,DEMAGRELCM02,2024,0.0004
REGION1,DEMAGRELCM02,2025,0.0004
REGION1,DEMAGRELCM02,2026,0.0004
REGION1,DEMAGRELCM02,2027,0.0004
REGION1,DEMAGRELCM02,2028,0.0004
REGION1,DEMAGRELCM02,2029,0.0004
REGION1,DEMAGRELCM02,2030,0.0004
REGION1,DEMAGRELCN02,2015,0.0213
REGION1,DEMAGRELCN02,2017,0.0012
REGION1,DEMAGRELCN02,2018,0.0012
REGION1,DEMAGRELCN02,2019,0.0012
REGION1,DEMAGRELCN02,2020,0.0012
REGION1,DEMAGRELCN02,2021,0.0019
REGION1,DEMAGRELCN02,2022,0.0019
REGION1,DEMAGRELCN02,2023,0.0019
REGION1,DEMAGRELCN02,2024,0.0019
REGION1,DEMAGRELCN02,2025,0.0019
REGION1,DEMAGRELCN02,2026,0.0019
REGION1,DEMAGRELCN02,2027,0.0019
REGION1,DEMAGRELCN02,2028,0.0019
REGION1,DEMAGRELCN02,2029,0.0019
REGION1,DEMAGRELCN02,2030,0.0019
REGION1,DEMAGRELCP02,2015,0.0061
REGION1,DEMAGRELCP02,2017,0.0003
REGION1,DEMAGRELCP02,2018,0.0003
REGION1,DEMAGRELCP02,2019,0.0003
REGION1,DEMAGRELCP02,2020,0.0003
REGION1,DEMAGRELCP02,2021,0.0005
REGION1,DEMAGRELCP02,2022,0.0005
REGION1,DEMAGRELCP02,2023,0.0005
REGION1,DEMAGRELCP02,2024,0.0005
REGION1,DEMAGRELCP02,2025,0.0005
REGION1,DEMAGRELCP02,2026,0.0005
REGION1,DEMAGRELCP02,2027,0.0005
REGION1,DEMAGRELCP02,2028,0.0005
REGION1,DEMAGRELCP02,2029,0.0005
REGION1,DEMAGRELCP02,2030,0.0005
REGION1,DEMAGRELCS02,2015,0.0836
REGION1,DEMAGRELCS02,2017,0.0048
REGION1,DEMAGRELCS02,2018,0.0048
REGION1,DEMAGRELCS02,2019,0.0048
REGION1,DEMAGRELCS02,2020,0.0048
REGION1,DEMAGRELCS02,2021,0.0075
REGION1,DEMAGRELCS02,2022,0.0075
REGION1,DEMAGRELCS02,2023,0.0075
REGION1,DEMAGRELCS02,2024,0.0075
REGION1,DEMAGRELCS02,2025,0.0075
REGION1,DEMAGRELCS02,2026,0.0075
REGION1,DEMAGRELCS02,2027,0.0075
REGION1,DEMAGRELCS02,2028,0.0075
REGION1,DEMAGRELCS02,2029,0.0075
REGION1,DEMAGRELCS02,2030,0.0075
REGION1,DEMCOMELCJ02,2015,4.4196
REGION1,DEMCOMELCJ02,2017,0.2534
REGION1,DEMCOMELCJ02,2018,0.2533
REGION1,DEMCOMELCJ02,2019,0.2532
REGION1,DEMCOMELCJ02,2020,0.2532
REGION1,DEMCOMELCJ02,2021,0.399
REGION1,DEMCOMELCJ02,2022,0.3989
REGION1,DEMCOMELCJ02,2023,0.3988
REGION1,DEMCOMELCJ02,2024,0.3987
REGION1,DEMCOMELCJ02,2025,0.3986
REGION1,DEMCOMELCJ02,2026,0.3985
REGION1,DEMCOMELCJ02,2027,0.3984
REGION1,DEMCOMELCJ02,2028,0.3983
REGION1,DEMCOMELCJ02,2029,0.3982
REGION1,DEMCOMELCJ02,2030,0.3982
REGION1,DEMCOMELCK02,2015,0.4669
REGION1,DEMCOMELCK02,2017,0.0268
REGION1,DEMCOMELCK02,2018,0.0268
REGION1,DEMCOMELCK02,2019,0.0268
REGION1,DEMCOMELCK02,2020,0.0267
REGION1,DEMCOMELCK02,2021,0.0422
REGION1,DEMCOMELCK02,2022,0.0421
REGION1,DEMCOMELCK02,2023,0.0421
REGION1,DEMCOMELCK02,2024,0.0421
REGION1,DEMCOMELCK02,2025,0.0421
REGION1,DEMCOMELCK02,2026,0.0421
REGION1,DEMCOMELCK02,2027,0.0421
REGION1,DEMCOMELCK02,2028,0.0421
REGION1,DEMCOMELCK02,2029,0.0421
REGION1,DEMCOMELCK02,2030,0.0421
REGION1,DEMCOMELCL02,2015,0.57
REGION1,DEMCOMELCL02,2017,0.0327
REGION1,DEMCOMELCL02,2018,0.0327
REGION1,DEMCOMELCL02,2019,0.0327
REGION1,DEMCOMELCL02,2020,0.0327
REGION1,DEMCOMELCL02,2021,0.0515
REGION1,DEMCOMELCL02,2022,0.0514
REGION1,DEMCOMELCL02,2023,0.0514
REGION1,DEMCOMELCL02,2024,0.0514
REGION1,DEMCOMELCL02,2025,0.0514
REGION1,DEMCOMELCL02,2026,0.0514
REGION1,DEMCOMELCL02,2027,0.0514
REGION1,DEMCOMELCL02,2028,0.0514
REGION1,DEMCOMELCL02,2029,0.0514
REGION1,DEMCOMELCL02,2030,0.0514
REGION1,DEMCOMELCM02,2015,0.0867
REGION1,DEMCOMELCM02,2017,0.005
REGION1,DEMCOMELCM02,2018,0.005
REGION1,DEMCOMELCM02,2019,0.005
REGION1,DEMCOMELCM02,2020,0.005
REGION1,DEMCOMELCM02,2021,0.0078
REGION1,DEMCOMELCM02,2022,0.0078
REGION1,DEMCOMELCM02,2023,0.0078
REGION1,DEMCOMELCM02,2024,0.0078
REGION1,DEMCOMELCM02,2025,0.0078
REGION1,DEMCOMELCM02,2026,0.0078
REGION1,DEMCOMELCM02,2027,0.0078
REGION1,DEMCOMELCM02,2028,0.0078
REGION1,DEMCOMELCM02,2029,0.0078
REGION1,DEMCOMELCM02,2030,0.0078
REGION1,DEMCOMELCN02,2015,0.4295
REGION1,DEMCOMELCN02,2017,0.0246
REGION1,DEMCOMELCN02,2018,0.0246
REGION1,DEMCOMELCN02,2019,0.0246
REGION1,DEMCOMELCN02,2020,0.0246
REGION1,DEMCOMELCN02,2021,0.0388
REGION1,DEMCOMELCN02,2022,0.0388
REGION1,DEMCOMELCN02,2023,0.0387
REGION1,DEMCOMELCN02,2024,0.0387
REGION1,DEMCOMELCN02,2025,0.0387
REGION1,DEMCOMELCN02,2026,0.0387
REGION1,DEMCOMELCN02,2027,0.0387
REGION1,DEMCOMELCN02,2028,0.0387
REGION1,DEMCOMELCN02,2029,0.0387
REGION1,DEMCOMELCN02,2030,0.0387
REGION1,DEMCOMELCP02,2015,0.1223
REGION1,DEMCOMELCP02,2017,0.007
REGION1,DEMCOMELCP02,2018,0.007
REGION1,DEMCOMELCP02,2019,0.007
REGION1,DEMCOMELCP02,2020,0.007
REGION1,DEMCOMELCP02,2021,0.011
REGION1,DEMCOMELCP02,2022,0.011
REGION1,DEMCOMELCP02,2023,0.011
REGION1,DEMCOMELCP02,2024,0.011
REGION1,DEMCOMELCP02,2025,0.011
REGION1,DEMCOMELCP02,2026,0.011
REGION1,DEMCOMELCP02,2027,0.011
REGION1,DEMCOMELCP02,2028,0.011
REGION1,DEMCOMELCP02,2029,0.011
REGION1,DEMCOMELCP02,2030,0.011
REGION1,DEMCOMELCS02,2015,1.6823
REGION1,DEMCOMELCS02,2017,0.0964
REGION1,DEMCOMELCS02,2018,0.0964
REGION1,DEMCOMELCS02,2019,0.0964
REGION1,DEMCOMELCS02,2020,0.0964
REGION1,DEMCOMELCS02,2021,0.1519
REGION1,DEMCOMELCS02,2022,0.1518
REGION1,DEMCOMELCS02,2023,0.1518
REGION1,DEMCOMELCS02,2024,0.1517
REGION1,DEMCOMELCS02,2025,0.1517
REGION1,DEMCOMELCS02,2026,0.1517
REGION1,DEMCOMELCS02,2027,0.1516
REGION1,DEMCOMELCS02,2028,0.1516
REGION1,DEMCOMELCS02,2029,0.1516
REGION1,DEMCOMELCS02,2030,0.1516
REGION1,DEMINDELCJ02,2015,5.5541
REGION1,DEMINDELCJ02,2017,0.3184
REGION1,DEMINDELCJ02,2018,0.3183
REGION1,DEMINDELCJ02,2019,0.3182
REGION1,DEMINDELCJ02,2020,0.3182
REGION1,DEMINDELCJ02,2021,0.5014
REGION1,DEMINDELCJ02,2022,0.5013
REGION1,DEMINDELCJ02,2023,0.5011
REGION1,DEMINDELCJ02,2024,0.501
REGION1,DEMINDELCJ02,2025,0.5009
REGION1,DEMINDELCJ02,2026,0.5008
REGION1,DEMINDELCJ02,2027,0.5007
REGION1,DEMINDELCJ02,2028,0.5006
REGION1,DEMINDELCJ02,2029,0.5005
REGION1,DEMINDELCJ02,2030,0.5004
REGION1,DEMINDELCK02,2015,0.5868
REGION1,DEMINDELCK02,2017,0.0336
REGION1,DEMINDELCK02,2018,0.0336
REGION1,DEMINDELCK02,2019,0.0336
REGION1,DEMINDELCK02,2020,0.0336
REGION1,DEMINDELCK02,2021,0.053
REGION1,DEMINDELCK02,2022,0.053
REGION1,DEMINDELCK02,2023,0.0529
REGION1,DEMINDELCK02,2024,0.0529
REGION1,DEMINDELCK02,2025,0.0529
REGION1,DEMINDELCK02,2026,0.0529
REGION1,DEMINDELCK02,2027,0.0529
REGION1,DEMINDELCK02,2028,0.0529
REGION1,DEMINDELCK02,2029,0.0529
REGION1,DEMINDELCK02,2030,0.0529
REGION1,DEMINDELCL02,2015,0.7163
REGION1,DEMINDELCL02,2017,0.0411
REGION1,DEMINDELCL02,2018,0.0411
REGION1,DEMINDELCL02,2019,0.041
REGION1,DEMINDELCL02,2020,0.041
REGION1,DEMINDELCL02,2021,0.0647
REGION1,DEMINDELCL02,2022,0.0646
REGION1,DEMINDELCL02,2023,0.0646
REGION1,DEMINDELCL02,2024,0.0646
REGION1,DEMINDELCL02,2025,0.0646
REGION1,DEMINDELCL02,2026,0.0646
REGION1,DEMINDELCL02,2027,0.0646
REGION1,DEMINDELCL02,2028,0.0646
REGION1,DEMINDELCL02,2029,0.0645
REGION1,DEMINDELCL02,2030,0.0645
REGION1,DEMINDELCM02,2015,0.1089
REGION1,DEMINDELCM02,2017,0.0062
REGION1,DEMINDELCM02,2018,0.0062
REGION1,DEMINDELCM02,2019,0.0062
REGION1,DEMINDELCM02,2020,0.0062
REGION1,DEMINDELCM02,2021,0.0098
REGION1,DEMINDELCM02,2022,0.0098
REGION1,DEMINDELCM02,2023,0.0098
REGION1,DEMINDELCM02,2024,0.0098
REGION1,DEMINDELCM02,2025,0.0098
REGION1,DEMINDELCM02,2026,0.0098
REGION1,DEMINDELCM02,2027,0.0098
REGION1,DEMINDELCM02,2028,0.0098
REGION1,DEMINDELCM02,2029,0.0098
REGION1,DEMINDELCM02,2030,0.0098
REGION1,DEMINDELCN02,2015,0.5397
REGION1,DEMINDELCN02,2017,0.0309
REGION1,DEMINDELCN02,2018,0.0309
REGION1,DEMINDELCN02,2019,0.0309
REGION1,DEMINDELCN02,2020,0.0309
REGION1,DEMINDELCN02,2021,0.0487
REGION1,DEMINDELCN02,2022,0.0487
REGION1,DEMINDELCN02,2023,0.0487
REGION1,DEMINDELCN02,2024,0.0487
REGION1,DEMINDELCN02,2025,0.0487
REGION1,DEMINDELCN02,2026,0.0487
REGION1,DEMINDELCN02,2027,0.0487
REGION1,DEMINDELCN02,2028,0.0486
REGION1,DEMINDELCN02,2029,0.0486
REGION1,DEMINDELCN02,2030,0.0486
REGION1,DEMINDELCP02,2015,0.1537
REGION1,DEMINDELCP02,2017,0.0088
REGION1,DEMINDELCP02,2018,0.0088
REGION1,DEMINDELCP02,2019,0.0088
REGION1,DEMINDELCP02,2020,0.0088
REGION1,DEMINDELCP02,2021,0.0139
REGION1,DEMINDELCP02,2022,0.0139
REGION1,DEMINDELCP02,2023,0.0139
REGION1,DEMINDELCP02,2024,0.0139
REGION1,DEMINDELCP02,2025,0.0139
REGION1,DEMINDELCP02,2026,0.0139
REGION1,DEMINDELCP02,2027,0.0139
REGION1,DEMINDELCP02,2028,0.0138
REGION1,DEMINDELCP02,2029,0.0138
REGION1,DEMINDELCP02,2030,0.0138
REGION1,DEMINDELCS02,2015,2.1141
REGION1,DEMINDELCS02,2017,0.1212
REGION1,DEMINDELCS02,2018,0.1212
REGION1,DEMINDELCS02,2019,0.1211
REGION1,DEMINDELCS02,2020,0.1211
REGION1,DEMINDELCS02,2021,0.1909
REGION1,DEMINDELCS02,2022,0.1908
REGION1,DEMINDELCS02,2023,0.1907
REGION1,DEMINDELCS02,2024,0.1907
REGION1,DEMINDELCS02,2025,0.1907
REGION1,DEMINDELCS02,2026,0.1906
REGION1,DEMINDELCS02,2027,0.1906
REGION1,DEMINDELCS02,2028,0.1905
REGION1,DEMINDELCS02,2029,0.1905
REGION1,DEMINDELCS02,2030,0.1905
REGION1,DEMRESELCJ02,2015,7.4119
REGION1,DEMRESELCJ02,2017,0.4249
REGION1,DEMRESELCJ02,2018,0.4248
REGION1,DEMRESELCJ02,2019,0.4247
REGION1,DEMRESELCJ02,2020,0.4246
REGION1,DEMRESELCJ02,2021,0.6691
REGION1,DEMRESELCJ02,2022,0.6689
