r,l,t,m,y,RateOfActivity
REGION1,SEA1BAS,DEMAGRDSL,1,2015,104.1325
REGION1,SEA1PEK,DEMAGRDSL,1,2015,1032.4413
REGION1,SEA1INT,DEMAGRDSL,1,2016,165.394
REGION1,SEA2BAS,DEMAGRDSL,1,2016,162.8592
REGION1,SEA1PEK,DEMAGRDSL,1,2017,34.9201
REGION1,SEA2BAS,DEMAGRDSL,1,2017,640.4734
REGION1,SEA1BAS,DEMAGRDSL,1,2018,45.3942
REGION1,SEA2BAS,DEMAGRDSL,1,2018,629.355
REGION1,SEA1INT,DEMAGRDSL,1,2019,262.7139
REGION1,SEA1INT,DEMAGRDSL,1,2020,267.7632
REGION1,SEA1PEK,DEMAGRDSL,1,2020,46.644
REGION1,SEA1INT,DEMAGRDSL,1,2021,295.797
REGION1,SEA2BAS,DEMAGRDSL,1,2022,875.523
REGION1,SEA1INT,DEMAGRDSL,1,2023,336.2543
REGION1,SEA2INT,DEMAGRDSL,1,2024,493.9876
REGION1,SEA2BAS,DEMAGRDSL,1,2025,1043.5688
REGION1,SEA2INT,DEMAGRDSL,1,2026,550.0151
REGION1,SEA1INT,DEMAGRDSL,1,2027,417.1114
REGION1,SEA2INT,DEMAGRDSL,1,2028,606.0425
REGION1,SEA1INT,DEMAGRDSL,1,2029,392.3265
REGION1,SEA1PEK,DEMAGRDSL,1,2029,390.9808
REGION1,SEA2INT,DEMAGRDSL,1,2030,662.0301
REGION1,SEA1BAS,DEMAGRELCJ02,1,2015,4.5104
REGION1,SEA1INT,DEMAGRELCJ02,1,2015,5.7294
REGION1,SEA1PEK,DEMAGRELCJ02,1,2015,6.7778
REGION1,SEA2BAS,DEMAGRELCJ02,1,2015,4.574
REGION1,SEA2INT,DEMAGRELCJ02,1,2015,5.8459
REGION1,SEA2PEK,DEMAGRELCJ02,1,2015,6.9308
REGION1,SEA1BAS,DEMAGRELCJ02,1,2016,4.5104
REGION1,SEA1INT,DEMAGRELCJ02,1,2016,5.7294
REGION1,SEA1PEK,DEMAGRELCJ02,1,2016,6.7778
REGION1,SEA2BAS,DEMAGRELCJ02,1,2016,4.574
REGION1,SEA2INT,DEMAGRELCJ02,1,2016,5.8459
REGION1,SEA2PEK,DEMAGRELCJ02,1,2016,6.9308
REGION1,SEA1BAS,DEMAGRELCJ02,1,2017,4.769
REGION1,SEA1INT,DEMAGRELCJ02,1,2017,6.0579
REGION1,SEA1PEK,DEMAGRELCJ02,1,2017,7.1663
REGION1,SEA2BAS,DEMAGRELCJ02,1,2017,4.8362
REGION1,SEA2INT,DEMAGRELCJ02,1,2017,6.181
REGION1,SEA2PEK,DEMAGRELCJ02,1,2017,7.3282
REGION1,SEA1BAS,DEMAGRELCJ02,1,2018,5.0275
REGION1,SEA1INT,DEMAGRELCJ02,1,2018,6.3862
REGION1,SEA1PEK,DEMAGRELCJ02,1,2018,7.5548
REGION1,SEA2BAS,DEMAGRELCJ02,1,2018,5.0983
REGION1,SEA2INT,DEMAGRELCJ02,1,2018,6.5161
REGION1,SEA2PEK,DEMAGRELCJ02,1,2018,7.7254
REGION1,SEA1BAS,DEMAGRELCJ02,1,2019,5.2859
REGION1,SEA1INT,DEMAGRELCJ02,1,2019,6.7145
REGION1,SEA1PEK,DEMAGRELCJ02,1,2019,7.9431
REGION1,SEA2BAS,DEMAGRELCJ02,1,2019,5.3604
REGION1,SEA2INT,DEMAGRELCJ02,1,2019,6.851
REGION1,SEA2PEK,DEMAGRELCJ02,1,2019,8.1225
REGION1,SEA1BAS,DEMAGRELCJ02,1,2020,5.5443
REGION1,SEA1INT,DEMAGRELCJ02,1,2020,7.0427
REGION1,SEA1PEK,DEMAGRELCJ02,1,2020,8.3314
REGION1,SEA2BAS,DEMAGRELCJ02,1,2020,5.6224
REGION1,SEA2INT,DEMAGRELCJ02,1,2020,7.1859
REGION1,SEA2PEK,DEMAGRELCJ02,1,2020,8.5195
REGION1,SEA1BAS,DEMAGRELCJ02,1,2021,5.9515
REGION1,SEA1INT,DEMAGRELCJ02,1,2021,7.56
REGION1,SEA1PEK,DEMAGRELCJ02,1,2021,8.9433
REGION1,SEA2BAS,DEMAGRELCJ02,1,2021,6.0354
REGION1,SEA2INT,DEMAGRELCJ02,1,2021,7.7137
REGION1,SEA2PEK,DEMAGRELCJ02,1,2021,9.1452
REGION1,SEA1BAS,DEMAGRELCJ02,1,2022,6.3586
REGION1,SEA1INT,DEMAGRELCJ02,1,2022,8.077
REGION1,SEA1PEK,DEMAGRELCJ02,1,2022,9.555
REGION1,SEA2BAS,DEMAGRELCJ02,1,2022,6.4482
REGION1,SEA2INT,DEMAGRELCJ02,1,2022,8.2413
REGION1,SEA2PEK,DEMAGRELCJ02,1,2022,9.7707
REGION1,SEA1BAS,DEMAGRELCJ02,1,2023,6.7655
REGION1,SEA1INT,DEMAGRELCJ02,1,2023,8.594
REGION1,SEA1PEK,DEMAGRELCJ02,1,2023,10.1665
REGION1,SEA2BAS,DEMAGRELCJ02,1,2023,6.8609
REGION1,SEA2INT,DEMAGRELCJ02,1,2023,8.7687
REGION1,SEA2PEK,DEMAGRELCJ02,1,2023,10.3961
REGION1,SEA1BAS,DEMAGRELCJ02,1,2024,7.1724
REGION1,SEA1INT,DEMAGRELCJ02,1,2024,9.1108
REGION1,SEA1PEK,DEMAGRELCJ02,1,2024,10.7779
REGION1,SEA2BAS,DEMAGRELCJ02,1,2024,7.2735
REGION1,SEA2INT,DEMAGRELCJ02,1,2024,9.296
REGION1,SEA2PEK,DEMAGRELCJ02,1,2024,11.0213
REGION1,SEA1BAS,DEMAGRELCJ02,1,2025,7.5792
REGION1,SEA1INT,DEMAGRELCJ02,1,2025,9.6275
REGION1,SEA1PEK,DEMAGRELCJ02,1,2025,11.3891
REGION1,SEA2BAS,DEMAGRELCJ02,1,2025,7.6859
REGION1,SEA2INT,DEMAGRELCJ02,1,2025,9.8232
REGION1,SEA2PEK,DEMAGRELCJ02,1,2025,11.6463
REGION1,SEA1BAS,DEMAGRELCJ02,1,2026,7.9858
REGION1,SEA1INT,DEMAGRELCJ02,1,2026,10.144
REGION1,SEA1PEK,DEMAGRELCJ02,1,2026,12.0002
REGION1,SEA2BAS,DEMAGRELCJ02,1,2026,8.0983
REGION1,SEA2INT,DEMAGRELCJ02,1,2026,10.3503
REGION1,SEA2PEK,DEMAGRELCJ02,1,2026,12.2712
REGION1,SEA1BAS,DEMAGRELCJ02,1,2027,8.3924
REGION1,SEA1INT,DEMAGRELCJ02,1,2027,10.6605
REGION1,SEA1PEK,DEMAGRELCJ02,1,2027,12.6111
REGION1,SEA2BAS,DEMAGRELCJ02,1,2027,8.5107
REGION1,SEA2INT,DEMAGRELCJ02,1,2027,10.8773
REGION1,SEA2PEK,DEMAGRELCJ02,1,2027,12.8959
REGION1,SEA1BAS,DEMAGRELCJ02,1,2028,8.7989
REGION1,SEA1INT,DEMAGRELCJ02,1,2028,11.1769
REGION1,SEA1PEK,DEMAGRELCJ02,1,2028,13.222
REGION1,SEA2BAS,DEMAGRELCJ02,1,2028,8.9229
REGION1,SEA2INT,DEMAGRELCJ02,1,2028,11.4041
REGION1,SEA2PEK,DEMAGRELCJ02,1,2028,13.5206
REGION1,SEA1BAS,DEMAGRELCJ02,1,2029,9.2053
REGION1,SEA1INT,DEMAGRELCJ02,1,2029,11.6931
REGION1,SEA1PEK,DEMAGRELCJ02,1,2029,13.8327
REGION1,SEA2BAS,DEMAGRELCJ02,1,2029,9.335
REGION1,SEA2INT,DEMAGRELCJ02,1,2029,11.9309
REGION1,SEA2PEK,DEMAGRELCJ02,1,2029,14.1451
REGION1,SEA1BAS,DEMAGRELCJ02,1,2030,9.6117
REGION1,SEA1INT,DEMAGRELCJ02,1,2030,12.2093
REGION1,SEA1PEK,DEMAGRELCJ02,1,2030,14.4434
REGION1,SEA2BAS,DEMAGRELCJ02,1,2030,9.7471
REGION1,SEA2INT,DEMAGRELCJ02,1,2030,12.4576
REGION1,SEA2PEK,DEMAGRELCJ02,1,2030,14.7696
REGION1,SEA1BAS,DEMAGRELCK02,1,2015,0.4765
REGION1,SEA1INT,DEMAGRELCK02,1,2015,0.6053
REGION1,SEA1PEK,DEMAGRELCK02,1,2015,0.716
REGION1,SEA2BAS,DEMAGRELCK02,1,2015,0.4832
REGION1,SEA2INT,DEMAGRELCK02,1,2015,0.6176
REGION1,SEA2PEK,DEMAGRELCK02,1,2015,0.7322
REGION1,SEA1BAS,DEMAGRELCK02,1,2016,0.4765
REGION1,SEA1INT,DEMAGRELCK02,1,2016,0.6053
REGION1,SEA1PEK,DEMAGRELCK02,1,2016,0.716
REGION1,SEA2BAS,DEMAGRELCK02,1,2016,0.4832
REGION1,SEA2INT,DEMAGRELCK02,1,2016,0.6176
REGION1,SEA2PEK,DEMAGRELCK02,1,2016,0.7322
REGION1,SEA1BAS,DEMAGRELCK02,1,2017,0.5038
REGION1,SEA1INT,DEMAGRELCK02,1,2017,0.64
REGION1,SEA1PEK,DEMAGRELCK02,1,2017,0.7571
REGION1,SEA2BAS,DEMAGRELCK02,1,2017,0.5109
REGION1,SEA2INT,DEMAGRELCK02,1,2017,0.653
REGION1,SEA2PEK,DEMAGRELCK02,1,2017,0.7742
REGION1,SEA1BAS,DEMAGRELCK02,1,2018,0.5311
REGION1,SEA1INT,DEMAGRELCK02,1,2018,0.6747
REGION1,SEA1PEK,DEMAGRELCK02,1,2018,0.7981
REGION1,SEA2BAS,DEMAGRELCK02,1,2018,0.5386
REGION1,SEA2INT,DEMAGRELCK02,1,2018,0.6884
REGION1,SEA2PEK,DEMAGRELCK02,1,2018,0.8162
REGION1,SEA1BAS,DEMAGRELCK02,1,2019,0.5584
REGION1,SEA1INT,DEMAGRELCK02,1,2019,0.7094
REGION1,SEA1PEK,DEMAGRELCK02,1,2019,0.8392
REGION1,SEA2BAS,DEMAGRELCK02,1,2019,0.5663
REGION1,SEA2INT,DEMAGRELCK02,1,2019,0.7238
REGION1,SEA2PEK,DEMAGRELCK02,1,2019,0.8581
REGION1,SEA1BAS,DEMAGRELCK02,1,2020,0.5857
REGION1,SEA1INT,DEMAGRELCK02,1,2020,0.744
REGION1,SEA1PEK,DEMAGRELCK02,1,2020,0.8802
REGION1,SEA2BAS,DEMAGRELCK02,1,2020,0.594
REGION1,SEA2INT,DEMAGRELCK02,1,2020,0.7592
REGION1,SEA2PEK,DEMAGRELCK02,1,2020,0.9
REGION1,SEA1BAS,DEMAGRELCK02,1,2021,0.6287
REGION1,SEA1INT,DEMAGRELCK02,1,2021,0.7987
