r,t,y,TotalCapacityAnnual
REGION1,DEMAGRELCL02,2024,0.045
REGION1,DEMAGRELCL02,2025,0.0476
REGION1,DEMAGRELCL02,2026,0.0501
REGION1,DEMAGRELCL02,2027,0.0527
REGION1,DEMAGRELCL02,2028,0.0553
REGION1,DEMAGRELCL02,2029,0.0578
REGION1,DEMAGRELCL02,2030,0.0604
REGION1,DEMAGRELCM02,2015,0.0043
REGION1,DEMAGRELCM02,2016,0.0043
REGION1,DEMAGRELCM02,2017,0.0046
REGION1,DEMAGRELCM02,2018,0.0048
REGION1,DEMAGRELCM02,2019,0.005
REGION1,DEMAGRELCM02,2020,0.0053
REGION1,DEMAGRELCM02,2021,0.0057
REGION1,DEMAGRELCM02,2022,0.0061
REGION1,DEMAGRELCM02,2023,0.0065
REGION1,DEMAGRELCM02,2024,0.0068
REGION1,DEMAGRELCM02,2025,0.0072
REGION1,DEMAGRELCM02,2026,0.0076
REGION1,DEMAGRELCM02,2027,0.008
REGION1,DEMAGRELCM02,2028,0.0084
REGION1,DEMAGRELCM02,2029,0.0088
REGION1,DEMAGRELCM02,2030,0.0092
REGION1,DEMAGRELCN02,2015,0.0213
REGION1,DEMAGRELCN02,2016,0.0213
REGION1,DEMAGRELCN02,2017,0.0226
REGION1,DEMAGRELCN02,2018,0.0238
REGION1,DEMAGRELCN02,2019,0.025
REGION1,DEMAGRELCN02,2020,0.0262
REGION1,DEMAGRELCN02,2021,0.0282
REGION1,DEMAGRELCN02,2022,0.0301
REGION1,DEMAGRELCN02,2023,0.032
REGION1,DEMAGRELCN02,2024,0.0339
REGION1,DEMAGRELCN02,2025,0.0359
REGION1,DEMAGRELCN02,2026,0.0378
REGION1,DEMAGRELCN02,2027,0.0397
REGION1,DEMAGRELCN02,2028,0.0416
REGION1,DEMAGRELCN02,2029,0.0436
REGION1,DEMAGRELCN02,2030,0.0455
REGION1,DEMAGRELCP02,2015,0.0061
REGION1,DEMAGRELCP02,2016,0.0061
REGION1,DEMAGRELCP02,2017,0.0064
REGION1,DEMAGRELCP02,2018,0.0068
REGION1,DEMAGRELCP02,2019,0.0071
REGION1,DEMAGRELCP02,2020,0.0075
REGION1,DEMAGRELCP02,2021,0.008
REGION1,DEMAGRELCP02,2022,0.0086
REGION1,DEMAGRELCP02,2023,0.0091
REGION1,DEMAGRELCP02,2024,0.0097
REGION1,DEMAGRELCP02,2025,0.0102
REGION1,DEMAGRELCP02,2026,0.0108
REGION1,DEMAGRELCP02,2027,0.0113
REGION1,DEMAGRELCP02,2028,0.0119
REGION1,DEMAGRELCP02,2029,0.0124
REGION1,DEMAGRELCP02,2030,0.0129
REGION1,DEMAGRELCS02,2015,0.0836
REGION1,DEMAGRELCS02,2016,0.0836
REGION1,DEMAGRELCS02,2017,0.0884
REGION1,DEMAGRELCS02,2018,0.0932
REGION1,DEMAGRELCS02,2019,0.098
REGION1,DEMAGRELCS02,2020,0.1028
REGION1,DEMAGRELCS02,2021,0.1103
REGION1,DEMAGRELCS02,2022,0.1178
REGION1,DEMAGRELCS02,2023,0.1254
REGION1,DEMAGRELCS02,2024,0.1329
REGION1,DEMAGRELCS02,2025,0.1405
REGION1,DEMAGRELCS02,2026,0.148
REGION1,DEMAGRELCS02,2027,0.1555
REGION1,DEMAGRELCS02,2028,0.1631
REGION1,DEMAGRELCS02,2029,0.1706
REGION1,DEMAGRELCS02,2030,0.1781
REGION1,DEMAGRGWTKAN,2015,99999999.0
REGION1,DEMAGRGWTKAN,2016,99999999.0
REGION1,DEMAGRGWTKAN,2017,99999999.0
REGION1,DEMAGRGWTKAN,2018,99999999.0
REGION1,DEMAGRGWTKAN,2019,99999999.0
REGION1,DEMAGRGWTKAN,2020,99999999.0
REGION1,DEMAGRGWTKAN,2021,99999999.0
REGION1,DEMAGRGWTKAN,2022,99999999.0
REGION1,DEMAGRGWTKAN,2023,99999999.0
REGION1,DEMAGRGWTKAN,2024,99999999.0
REGION1,DEMAGRGWTKAN,2025,99999999.0
REGION1,DEMAGRGWTKAN,2026,99999999.0
REGION1,DEMAGRGWTKAN,2027,99999999.0
REGION1,DEMAGRGWTKAN,2028,99999999.0
REGION1,DEMAGRGWTKAN,2029,99999999.0
REGION1,DEMAGRGWTKAN,2030,99999999.0
REGION1,DEMAGRGWTMLU,2015,99999999.0
REGION1,DEMAGRGWTMLU,2016,99999999.0
REGION1,DEMAGRGWTMLU,2017,99999999.0
REGION1,DEMAGRGWTMLU,2018,99999999.0
REGION1,DEMAGRGWTMLU,2019,99999999.0
REGION1,DEMAGRGWTMLU,2020,99999999.0
REGION1,DEMAGRGWTMLU,2021,99999999.0
REGION1,DEMAGRGWTMLU,2022,99999999.0
REGION1,DEMAGRGWTMLU,2023,99999999.0
REGION1,DEMAGRGWTMLU,2024,99999999.0
REGION1,DEMAGRGWTMLU,2025,99999999.0
REGION1,DEMAGRGWTMLU,2026,99999999.0
REGION1,DEMAGRGWTMLU,2027,99999999.0
REGION1,DEMAGRGWTMLU,2028,99999999.0
REGION1,DEMAGRGWTMLU,2029,99999999.0
REGION1,DEMAGRGWTMLU,2030,99999999.0
REGION1,DEMAGRGWTNUA,2015,99999999.0
REGION1,DEMAGRGWTNUA,2016,99999999.0
REGION1,DEMAGRGWTNUA,2017,99999999.0
REGION1,DEMAGRGWTNUA,2018,99999999.0
REGION1,DEMAGRGWTNUA,2019,99999999.0
REGION1,DEMAGRGWTNUA,2020,99999999.0
REGION1,DEMAGRGWTNUA,2021,99999999.0
REGION1,DEMAGRGWTNUA,2022,99999999.0
REGION1,DEMAGRGWTNUA,2023,99999999.0
REGION1,DEMAGRGWTNUA,2024,99999999.0
REGION1,DEMAGRGWTNUA,2025,99999999.0
REGION1,DEMAGRGWTNUA,2026,99999999.0
REGION1,DEMAGRGWTNUA,2027,99999999.0
REGION1,DEMAGRGWTNUA,2028,99999999.0
REGION1,DEMAGRGWTNUA,2029,99999999.0
REGION1,DEMAGRGWTNUA,2030,99999999.0
REGION1,DEMAGRGWTPPA,2015,99999999.0
REGION1,DEMAGRGWTPPA,2016,99999999.0
REGION1,DEMAGRGWTPPA,2017,99999999.0
REGION1,DEMAGRGWTPPA,2018,99999999.0
REGION1,DEMAGRGWTPPA,2019,99999999.0
REGION1,DEMAGRGWTPPA,2020,99999999.0
REGION1,DEMAGRGWTPPA,2021,99999999.0
REGION1,DEMAGRGWTPPA,2022,99999999.0
REGION1,DEMAGRGWTPPA,2023,99999999.0
REGION1,DEMAGRGWTPPA,2024,99999999.0
REGION1,DEMAGRGWTPPA,2025,99999999.0
REGION1,DEMAGRGWTPPA,2026,99999999.0
REGION1,DEMAGRGWTPPA,2027,99999999.0
REGION1,DEMAGRGWTPPA,2028,99999999.0
REGION1,DEMAGRGWTPPA,2029,99999999.0
REGION1,DEMAGRGWTPPA,2030,99999999.0
REGION1,DEMAGRGWTSLI,2015,99999999.0
REGION1,DEMAGRGWTSLI,2016,99999999.0
REGION1,DEMAGRGWTSLI,2017,99999999.0
REGION1,DEMAGRGWTSLI,2018,99999999.0
REGION1,DEMAGRGWTSLI,2019,99999999.0
REGION1,DEMAGRGWTSLI,2020,99999999.0
REGION1,DEMAGRGWTSLI,2021,99999999.0
REGION1,DEMAGRGWTSLI,2022,99999999.0
REGION1,DEMAGRGWTSLI,2023,99999999.0
REGION1,DEMAGRGWTSLI,2024,99999999.0
REGION1,DEMAGRGWTSLI,2025,99999999.0
REGION1,DEMAGRGWTSLI,2026,99999999.0
REGION1,DEMAGRGWTSLI,2027,99999999.0
REGION1,DEMAGRGWTSLI,2028,99999999.0
REGION1,DEMAGRGWTSLI,2029,99999999.0
REGION1,DEMAGRGWTSLI,2030,99999999.0
REGION1,DEMAGRGWTSMA,2015,99999999.0
REGION1,DEMAGRGWTSMA,2016,99999999.0
REGION1,DEMAGRGWTSMA,2017,99999999.0
REGION1,DEMAGRGWTSMA,2018,99999999.0
REGION1,DEMAGRGWTSMA,2019,99999999.0
REGION1,DEMAGRGWTSMA,2020,99999999.0
REGION1,DEMAGRGWTSMA,2021,99999999.0
REGION1,DEMAGRGWTSMA,2022,99999999.0
REGION1,DEMAGRGWTSMA,2023,99999999.0
REGION1,DEMAGRGWTSMA,2024,99999999.0
REGION1,DEMAGRGWTSMA,2025,99999999.0
REGION1,DEMAGRGWTSMA,2026,99999999.0
REGION1,DEMAGRGWTSMA,2027,99999999.0
REGION1,DEMAGRGWTSMA,2028,99999999.0
REGION1,DEMAGRGWTSMA,2029,99999999.0
REGION1,DEMAGRGWTSMA,2030,99999999.0
REGION1,DEMAGRSURJWA,2015,99999999.0
REGION1,DEMAGRSURJWA,2016,99999999.0
REGION1,DEMAGRSURJWA,2017,99999999.0
REGION1,DEMAGRSURJWA,2018,99999999.0
REGION1,DEMAGRSURJWA,2019,99999999.0
REGION1,DEMAGRSURJWA,2020,99999999.0
REGION1,DEMAGRSURJWA,2021,99999999.0
REGION1,DEMAGRSURJWA,2022,99999999.0
REGION1,DEMAGRSURJWA,2023,99999999.0
REGION1,DEMAGRSURJWA,2024,99999999.0
REGION1,DEMAGRSURJWA,2025,99999999.0
REGION1,DEMAGRSURJWA,2026,99999999.0
REGION1,DEMAGRSURJWA,2027,99999999.0
REGION1,DEMAGRSURJWA,2028,99999999.0
REGION1,DEMAGRSURJWA,2029,99999999.0
REGION1,DEMAGRSURJWA,2030,99999999.0
REGION1,DEMAGRSURKAN,2015,99999999.0
REGION1,DEMAGRSURKAN,2016,99999999.0
REGION1,DEMAGRSURKAN,2017,99999999.0
REGION1,DEMAGRSURKAN,2018,99999999.0
REGION1,DEMAGRSURKAN,2019,99999999.0
REGION1,DEMAGRSURKAN,2020,99999999.0
REGION1,DEMAGRSURKAN,2021,99999999.0
REGION1,DEMAGRSURKAN,2022,99999999.0
REGION1,DEMAGRSURKAN,2023,99999999.0
REGION1,DEMAGRSURKAN,2024,99999999.0
REGION1,DEMAGRSURKAN,2025,99999999.0
REGION1,DEMAGRSURKAN,2026,99999999.0
REGION1,DEMAGRSURKAN,2027,99999999.0
REGION1,DEMAGRSURKAN,2028,99999999.0
REGION1,DEMAGRSURKAN,2029,99999999.0
REGION1,DEMAGRSURKAN,2030,99999999.0
REGION1,DEMAGRSURMLU,2015,99999999.0
REGION1,DEMAGRSURMLU,2016,99999999.0
REGION1,DEMAGRSURMLU,2017,99999999.0
REGION1,DEMAGRSURMLU,2018,99999999.0
REGION1,DEMAGRSURMLU,2019,99999999.0
REGION1,DEMAGRSURMLU,2020,99999999.0
REGION1,DEMAGRSURMLU,2021,99999999.0
REGION1,DEMAGRSURMLU,2022,99999999.0
REGION1,DEMAGRSURMLU,2023,99999999.0
REGION1,DEMAGRSURMLU,2024,99999999.0
REGION1,DEMAGRSURMLU,2025,99999999.0
REGION1,DEMAGRSURMLU,2026,99999999.0
REGION1,DEMAGRSURMLU,2027,99999999.0
REGION1,DEMAGRSURMLU,2028,99999999.0
REGION1,DEMAGRSURMLU,2029,99999999.0
REGION1,DEMAGRSURMLU,2030,99999999.0
REGION1,DEMAGRSURNUA,2015,99999999.0
REGION1,DEMAGRSURNUA,2016,99999999.0
REGION1,DEMAGRSURNUA,2017,99999999.0
REGION1,DEMAGRSURNUA,2018,99999999.0
REGION1,DEMAGRSURNUA,2019,99999999.0
REGION1,DEMAGRSURNUA,2020,99999999.0
REGION1,DEMAGRSURNUA,2021,99999999.0
REGION1,DEMAGRSURNUA,2022,99999999.0
REGION1,DEMAGRSURNUA,2023,99999999.0
REGION1,DEMAGRSURNUA,2024,99999999.0
REGION1,DEMAGRSURNUA,2025,99999999.0
REGION1,DEMAGRSURNUA,2026,99999999.0
REGION1,DEMAGRSURNUA,2027,99999999.0
REGION1,DEMAGRSURNUA,2028,99999999.0
REGION1,DEMAGRSURNUA,2029,99999999.0
REGION1,DEMAGRSURNUA,2030,99999999.0
REGION1,DEMAGRSURPPA,2015,99999999.0
REGION1,DEMAGRSURPPA,2016,99999999.0
REGION1,DEMAGRSURPPA,2017,99999999.0
REGION1,DEMAGRSURPPA,2018,99999999.0
REGION1,DEMAGRSURPPA,2019,99999999.0
REGION1,DEMAGRSURPPA,2020,99999999.0
REGION1,DEMAGRSURPPA,2021,99999999.0
REGION1,DEMAGRSURPPA,2022,99999999.0
REGION1,DEMAGRSURPPA,2023,99999999.0
REGION1,DEMAGRSURPPA,2024,99999999.0
REGION1,DEMAGRSURPPA,2025,99999999.0
REGION1,DEMAGRSURPPA,2026,99999999.0
REGION1,DEMAGRSURPPA,2027,99999999.0
REGION1,DEMAGRSURPPA,2028,99999999.0
REGION1,DEMAGRSURPPA,2029,99999999.0
REGION1,DEMAGRSURPPA,2030,99999999.0
REGION1,DEMAGRSURSLI,2015,99999999.0
REGION1,DEMAGRSURSLI,2016,99999999.0
REGION1,DEMAGRSURSLI,2017,99999999.0
REGION1,DEMAGRSURSLI,2018,99999999.0
REGION1,DEMAGRSURSLI,2019,99999999.0
REGION1,DEMAGRSURSLI,2020,99999999.0
REGION1,DEMAGRSURSLI,2021,99999999.0
REGION1,DEMAGRSURSLI,2022,99999999.0
REGION1,DEMAGRSURSLI,2023,99999999.0
REGION1,DEMAGRSURSLI,2024,99999999.0
REGION1,DEMAGRSURSLI,2025,99999999.0
REGION1,DEMAGRSURSLI,2026,99999999.0
REGION1,DEMAGRSURSLI,2027,99999999.0
REGION1,DEMAGRSURSLI,2028,99999999.0
REGION1,DEMAGRSURSLI,2029,99999999.0
REGION1,DEMAGRSURSLI,2030,99999999.0
REGION1,DEMAGRSURSMA,2015,99999999.0
REGION1,DEMAGRSURSMA,2016,99999999.0
REGION1,DEMAGRSURSMA,2017,99999999.0
REGION1,DEMAGRSURSMA,2018,99999999.0
REGION1,DEMAGRSURSMA,2019,99999999.0
REGION1,DEMAGRSURSMA,2020,99999999.0
REGION1,DEMAGRSURSMA,2021,99999999.0
REGION1,DEMAGRSURSMA,2022,99999999.0
REGION1,DEMAGRSURSMA,2023,99999999.0
REGION1,DEMAGRSURSMA,2024,99999999.0
REGION1,DEMAGRSURSMA,2025,99999999.0
REGION1,DEMAGRSURSMA,2026,99999999.0
REGION1,DEMAGRSURSMA,2027,99999999.0
REGION1,DEMAGRSURSMA,2028,99999999.0
REGION1,DEMAGRSURSMA,2029,99999999.0
REGION1,DEMAGRSURSMA,2030,99999999.0
REGION1,DEMCOMBIO,2015,99999999.0
REGION1,DEMCOMBIO,2016,99999999.0
REGION1,DEMCOMBIO,2017,99999999.0
REGION1,DEMCOMBIO,2018,99999999.0
REGION1,DEMCOMBIO,2019,99999999.0
REGION1,DEMCOMBIO,2020,99999999.0
REGION1,DEMCOMBIO,2021,99999999.0
REGION1,DEMCOMBIO,2022,99999999.0
REGION1,DEMCOMBIO,2023,99999999.0
REGION1,DEMCOMBIO,2024,99999999.0
REGION1,DEMCOMBIO,2025,99999999.0
REGION1,DEMCOMBIO,2026,99999999.0
REGION1,DEMCOMBIO,2027,99999999.0
REGION1,DEMCOMBIO,2028,99999999.0
REGION1,DEMCOMBIO,2029,99999999.0
REGION1,DEMCOMBIO,2030,99999999.0
REGION1,DEMCOMDSL,2015,99999999.0
REGION1,DEMCOMDSL,2016,99999999.0
REGION1,DEMCOMDSL,2017,99999999.0
REGION1,DEMCOMDSL,2018,99999999.0
REGION1,DEMCOMDSL,2019,99999999.0
REGION1,DEMCOMDSL,2020,99999999.0
REGION1,DEMCOMDSL,2021,99999999.0
REGION1,DEMCOMDSL,2022,99999999.0
REGION1,DEMCOMDSL,2023,99999999.0
REGION1,DEMCOMDSL,2024,99999999.0
REGION1,DEMCOMDSL,2025,99999999.0
REGION1,DEMCOMDSL,2026,99999999.0
REGION1,DEMCOMDSL,2027,99999999.0
REGION1,DEMCOMDSL,2028,99999999.0
REGION1,DEMCOMDSL,2029,99999999.0
REGION1,DEMCOMDSL,2030,99999999.0
REGION1,DEMCOMELCJ02,2015,4.4196
REGION1,DEMCOMELCJ02,2016,4.4196
REGION1,DEMCOMELCJ02,2017,4.6729
REGION1,DEMCOMELCJ02,2018,4.9262
REGION1,DEMCOMELCJ02,2019,5.1794
REGION1,DEMCOMELCJ02,2020,5.4326
REGION1,DEMCOMELCJ02,2021,5.8316
REGION1,DEMCOMELCJ02,2022,6.2305
REGION1,DEMCOMELCJ02,2023,6.6292
REGION1,DEMCOMELCJ02,2024,7.0279
REGION1,DEMCOMELCJ02,2025,7.4264
REGION1,DEMCOMELCJ02,2026,7.8249
REGION1,DEMCOMELCJ02,2027,8.2233
REGION1,DEMCOMELCJ02,2028,8.6216
REGION1,DEMCOMELCJ02,2029,9.0199
REGION1,DEMCOMELCJ02,2030,9.418
REGION1,DEMCOMELCK02,2015,0.4669
REGION1,DEMCOMELCK02,2016,0.4669
REGION1,DEMCOMELCK02,2017,0.4937
REGION1,DEMCOMELCK02,2018,0.5204
REGION1,DEMCOMELCK02,2019,0.5472
REGION1,DEMCOMELCK02,2020,0.5739
REGION1,DEMCOMELCK02,2021,0.6161
REGION1,DEMCOMELCK02,2022,0.6582
REGION1,DEMCOMELCK02,2023,0.7003
REGION1,DEMCOMELCK02,2024,0.7425
REGION1,DEMCOMELCK02,2025,0.7846
REGION1,DEMCOMELCK02,2026,0.8267
REGION1,DEMCOMELCK02,2027,0.8688
REGION1,DEMCOMELCK02,2028,0.9108
REGION1,DEMCOMELCK02,2029,0.9529
REGION1,DEMCOMELCK02,2030,0.995
REGION1,DEMCOMELCL02,2015,0.57
REGION1,DEMCOMELCL02,2016,0.57
REGION1,DEMCOMELCL02,2017,0.6027
REGION1,DEMCOMELCL02,2018,0.6353
REGION1,DEMCOMELCL02,2019,0.668
REGION1,DEMCOMELCL02,2020,0.7006
REGION1,DEMCOMELCL02,2021,0.7521
REGION1,DEMCOMELCL02,2022,0.8035
REGION1,DEMCOMELCL02,2023,0.855
REGION1,DEMCOMELCL02,2024,0.9064
REGION1,DEMCOMELCL02,2025,0.9578
REGION1,DEMCOMELCL02,2026,1.0092
REGION1,DEMCOMELCL02,2027,1.0606
REGION1,DEMCOMELCL02,2028,1.1119
REGION1,DEMCOMELCL02,2029,1.1633
REGION1,DEMCOMELCL02,2030,1.2146
REGION1,DEMCOMELCM02,2015,0.0867
REGION1,DEMCOMELCM02,2016,0.0867
REGION1,DEMCOMELCM02,2017,0.0916
REGION1,DEMCOMELCM02,2018,0.0966
REGION1,DEMCOMELCM02,2019,0.1016
REGION1,DEMCOMELCM02,2020,0.1065
REGION1,DEMCOMELCM02,2021,0.1144
REGION1,DEMCOMELCM02,2022,0.1222
REGION1,DEMCOMELCM02,2023,0.13
REGION1,DEMCOMELCM02,2024,0.1378
REGION1,DEMCOMELCM02,2025,0.1457
REGION1,DEMCOMELCM02,2026,0.1535
REGION1,DEMCOMELCM02,2027,0.1613
REGION1,DEMCOMELCM02,2028,0.1691
REGION1,DEMCOMELCM02,2029,0.1769
REGION1,DEMCOMELCM02,2030,0.1847
REGION1,DEMCOMELCN02,2015,0.4295
REGION1,DEMCOMELCN02,2016,0.4295
REGION1,DEMCOMELCN02,2017,0.4541
REGION1,DEMCOMELCN02,2018,0.4787
REGION1,DEMCOMELCN02,2019,0.5033
REGION1,DEMCOMELCN02,2020,0.5279
REGION1,DEMCOMELCN02,2021,0.5667
REGION1,DEMCOMELCN02,2022,0.6054
REGION1,DEMCOMELCN02,2023,0.6442
REGION1,DEMCOMELCN02,2024,0.6829
REGION1,DEMCOMELCN02,2025,0.7217
REGION1,DEMCOMELCN02,2026,0.7604
REGION1,DEMCOMELCN02,2027,0.7991
REGION1,DEMCOMELCN02,2028,0.8378
REGION1,DEMCOMELCN02,2029,0.8765
REGION1,DEMCOMELCN02,2030,0.9152
REGION1,DEMCOMELCP02,2015,0.1223
REGION1,DEMCOMELCP02,2016,0.1223
REGION1,DEMCOMELCP02,2017,0.1293
REGION1,DEMCOMELCP02,2018,0.1363
REGION1,DEMCOMELCP02,2019,0.1433
REGION1,DEMCOMELCP02,2020,0.1503
REGION1,DEMCOMELCP02,2021,0.1613
REGION1,DEMCOMELCP02,2022,0.1724
REGION1,DEMCOMELCP02,2023,0.1834
REGION1,DEMCOMELCP02,2024,0.1944
REGION1,DEMCOMELCP02,2025,0.2055
REGION1,DEMCOMELCP02,2026,0.2165
REGION1,DEMCOMELCP02,2027,0.2275
REGION1,DEMCOMELCP02,2028,0.2385
REGION1,DEMCOMELCP02,2029,0.2495
REGION1,DEMCOMELCP02,2030,0.2606
REGION1,DEMCOMELCS02,2015,1.6823
REGION1,DEMCOMELCS02,2016,1.6823
REGION1,DEMCOMELCS02,2017,1.7787
REGION1,DEMCOMELCS02,2018,1.8751
REGION1,DEMCOMELCS02,2019,1.9715
REGION1,DEMCOMELCS02,2020,2.0679
REGION1,DEMCOMELCS02,2021,2.2198
REGION1,DEMCOMELCS02,2022,2.3716
REGION1,DEMCOMELCS02,2023,2.5234
REGION1,DEMCOMELCS02,2024,2.6751
REGION1,DEMCOMELCS02,2025,2.8268
REGION1,DEMCOMELCS02,2026,2.9785
REGION1,DEMCOMELCS02,2027,3.1302
REGION1,DEMCOMELCS02,2028,3.2818
REGION1,DEMCOMELCS02,2029,3.4334
REGION1,DEMCOMELCS02,2030,3.5849
REGION1,DEMCOMKER,2015,99999999.0
REGION1,DEMCOMKER,2016,99999999.0
REGION1,DEMCOMKER,2017,99999999.0
REGION1,DEMCOMKER,2018,99999999.0
REGION1,DEMCOMKER,2019,99999999.0
REGION1,DEMCOMKER,2020,99999999.0
REGION1,DEMCOMKER,2021,99999999.0
REGION1,DEMCOMKER,2022,99999999.0
REGION1,DEMCOMKER,2023,99999999.0
REGION1,DEMCOMKER,2024,99999999.0
REGION1,DEMCOMKER,2025,99999999.0
REGION1,DEMCOMKER,2026,99999999.0
REGION1,DEMCOMKER,2027,99999999.0
REGION1,DEMCOMKER,2028,99999999.0
REGION1,DEMCOMKER,2029,99999999.0
REGION1,DEMCOMKER,2030,99999999.0
REGION1,DEMCOMLPG,2015,99999999.0
REGION1,DEMCOMLPG,2016,99999999.0
REGION1,DEMCOMLPG,2017,99999999.0
REGION1,DEMCOMLPG,2018,99999999.0
REGION1,DEMCOMLPG,2019,99999999.0
REGION1,DEMCOMLPG,2020,99999999.0
REGION1,DEMCOMLPG,2021,99999999.0
REGION1,DEMCOMLPG,2022,99999999.0
REGION1,DEMCOMLPG,2023,99999999.0
REGION1,DEMCOMLPG,2024,99999999.0
REGION1,DEMCOMLPG,2025,99999999.0
REGION1,DEMCOMLPG,2026,99999999.0
REGION1,DEMCOMLPG,2027,99999999.0
REGION1,DEMCOMLPG,2028,99999999.0
REGION1,DEMCOMLPG,2029,99999999.0
REGION1,DEMCOMLPG,2030,99999999.0
REGION1,DEMCOMNGS,2015,99999999.0
REGION1,DEMCOMNGS,2016,99999999.0
REGION1,DEMCOMNGS,2017,99999999.0
REGION1,DEMCOMNGS,2018,99999999.0
REGION1,DEMCOMNGS,2019,99999999.0
REGION1,DEMCOMNGS,2020,99999999.0
REGION1,DEMCOMNGS,2021,99999999.0
REGION1,DEMCOMNGS,2022,99999999.0
REGION1,DEMCOMNGS,2023,99999999.0
REGION1,DEMCOMNGS,2024,99999999.0
REGION1,DEMCOMNGS,2025,99999999.0
REGION1,DEMCOMNGS,2026,99999999.0
REGION1,DEMCOMNGS,2027,99999999.0
REGION1,DEMCOMNGS,2028,99999999.0
REGION1,DEMCOMNGS,2029,99999999.0
REGION1,DEMCOMNGS,2030,99999999.0
REGION1,DEMINDBIO,2015,99999999.0
REGION1,DEMINDBIO,2016,99999999.0
REGION1,DEMINDBIO,2017,99999999.0
REGION1,DEMINDBIO,2018,99999999.0
REGION1,DEMINDBIO,2019,99999999.0
REGION1,DEMINDBIO,2020,99999999.0
REGION1,DEMINDBIO,2021,99999999.0
REGION1,DEMINDBIO,2022,99999999.0
REGION1,DEMINDBIO,2023,99999999.0
REGION1,DEMINDBIO,2024,99999999.0
REGION1,DEMINDBIO,2025,99999999.0
REGION1,DEMINDBIO,2026,99999999.0
REGION1,DEMINDBIO,2027,99999999.0
REGION1,DEMINDBIO,2028,99999999.0
REGION1,DEMINDBIO,2029,99999999.0
REGION1,DEMINDBIO,2030,99999999.0
REGION1,DEMINDCOA,2015,99999999.0
REGION1,DEMINDCOA,2016,99999999.0
REGION1,DEMINDCOA,2017,99999999.0
REGION1,DEMINDCOA,2018,99999999.0
REGION1,DEMINDCOA,2019,99999999.0
REGION1,DEMINDCOA,2020,99999999.0
REGION1,DEMINDCOA,2021,99999999.0
REGION1,DEMINDCOA,2022,99999999.0
REGION1,DEMINDCOA,2023,99999999.0
REGION1,DEMINDCOA,2024,99999999.0
REGION1,DEMINDCOA,2025,99999999.0
REGION1,DEMINDCOA,2026,99999999.0
REGION1,DEMINDCOA,2027,99999999.0
REGION1,DEMINDCOA,2028,99999999.0
REGION1,DEMINDCOA,2029,99999999.0
REGION1,DEMINDCOA,2030,99999999.0
REGION1,DEMINDDSL,2015,99999999.0
REGION1,DEMINDDSL,2016,99999999.0
