r,t,y,DiscountedSalvageValue
REGION1,PWRCOAF01,2034,8.4119
REGION1,PWRCOAF01,2035,8.7237
REGION1,PWRCOAF01,2036,9.0072
REGION1,PWRCOAF01,2037,9.2649
REGION1,PWRCOAF01,2038,9.4992
REGION1,PWRCOAF01,2039,9.7122
REGION1,PWRCOAF01,2040,9.9058
REGION1,PWRCOAF01,2041,10.0818
REGION1,PWRCOAF01,2042,10.2419
REGION1,PWRCOAF01,2043,10.3873
REGION1,PWRCOAF01,2044,10.5196
REGION1,PWRCOAF01,2045,10.6398
REGION1,PWRCOAF01,2046,10.7491
REGION1,PWRCOAF01,2047,10.8485
REGION1,PWRCOAF01,2048,10.9388
REGION1,PWRCOAF01,2049,11.0209
REGION1,PWRCOAF01,2050,11.0956
REGION1,PWRCOAF02,2043,9.9404
REGION1,PWRCOAF02,2044,12.9899
REGION1,PWRCOAF02,2045,24.7332
REGION1,PWRCOAF02,2046,27.0989
REGION1,PWRCOAF02,2047,27.3494
REGION1,PWRCOAF02,2048,27.5772
REGION1,PWRCOAF02,2049,27.7842
REGION1,PWRCOAF02,2050,27.9724
REGION1,PWRDSLD01,2025,1.0701
REGION1,PWRDSLD01,2029,1.8009
REGION1,PWRDSLD01,2030,1.9441
REGION1,PWRDSLD01,2031,2.0742
REGION1,PWRDSLD01,2033,2.3001
REGION1,PWRDSLD01,2034,2.3979
REGION1,PWRDSLD01,2035,2.4868
REGION1,PWRDSLD01,2036,2.5676
REGION1,PWRDSLD01,2037,2.6411
REGION1,PWRDSLD01,2038,2.7079
REGION1,PWRDSLD01,2039,2.7686
REGION1,PWRDSLD01,2040,2.8238
REGION1,PWRDSLD01,2041,2.874
REGION1,PWRDSLD01,2042,2.9196
REGION1,PWRDSLD01,2043,2.961
REGION1,PWRDSLD01,2044,2.9987
REGION1,PWRDSLD01,2045,3.033
REGION1,PWRDSLD01,2046,3.0642
REGION1,PWRDSLD01,2047,3.0925
REGION1,PWRDSLD01,2048,3.1183
REGION1,PWRDSLD01,2049,3.1417
REGION1,PWRDSLD01,2050,3.1629
REGION1,PWRDSLE01,2024,0.8395
REGION1,PWRDSLE01,2025,1.0701
REGION1,PWRDSLE01,2029,1.8009
REGION1,PWRDSLE01,2030,1.9441
REGION1,PWRDSLE01,2031,2.0742
REGION1,PWRDSLE01,2033,2.3001
REGION1,PWRDSLE01,2034,2.3979
REGION1,PWRDSLE01,2035,2.4868
REGION1,PWRDSLE01,2036,2.5676
REGION1,PWRDSLE01,2037,2.6411
REGION1,PWRDSLE01,2038,2.7079
REGION1,PWRDSLE01,2039,2.7686
REGION1,PWRDSLE01,2040,2.8238
REGION1,PWRDSLE01,2041,2.874
REGION1,PWRDSLE01,2042,2.9196
REGION1,PWRDSLE01,2043,2.961
REGION1,PWRDSLE01,2044,2.9987
REGION1,PWRDSLE01,2045,3.033
REGION1,PWRDSLE01,2046,3.0642
REGION1,PWRDSLE01,2047,3.0925
REGION1,PWRDSLE01,2048,3.1183
REGION1,PWRDSLE01,2049,3.1417
REGION1,PWRDSLE01,2050,3.1629
REGION1,PWRDSLF01,2025,1.0701
REGION1,PWRDSLF01,2029,1.8009
REGION1,PWRDSLF01,2030,1.9441
REGION1,PWRDSLF01,2031,2.0742
REGION1,PWRDSLF01,2033,2.3001
REGION1,PWRDSLF01,2034,2.3979
REGION1,PWRDSLF01,2035,2.4868
REGION1,PWRDSLF01,2036,2.5676
REGION1,PWRDSLF01,2037,2.6411
REGION1,PWRDSLF01,2038,2.7079
REGION1,PWRDSLF01,2039,2.7686
REGION1,PWRDSLF01,2040,2.8238
REGION1,PWRDSLF01,2041,2.874
REGION1,PWRDSLF01,2042,2.9196
REGION1,PWRDSLF01,2043,2.961
REGION1,PWRDSLF01,2044,2.9987
REGION1,PWRDSLF01,2045,3.033
REGION1,PWRDSLF01,2046,3.0642
REGION1,PWRDSLF01,2047,3.0925
REGION1,PWRDSLF01,2048,3.1183
REGION1,PWRDSLF01,2049,3.1417
REGION1,PWRDSLF01,2050,3.1629
REGION1,PWRDSLG01,2025,1.0701
REGION1,PWRDSLG01,2029,1.8009
REGION1,PWRDSLG01,2030,1.9441
REGION1,PWRDSLG01,2031,2.0742
REGION1,PWRDSLG01,2033,2.3001
REGION1,PWRDSLG01,2034,2.3979
REGION1,PWRDSLG01,2035,2.4868
REGION1,PWRDSLG01,2036,2.5676
REGION1,PWRDSLG01,2037,2.6411
REGION1,PWRDSLG01,2038,2.7079
REGION1,PWRDSLG01,2039,2.7686
REGION1,PWRDSLG01,2040,2.8238
REGION1,PWRDSLG01,2041,2.874
REGION1,PWRDSLG01,2042,2.9196
REGION1,PWRDSLG01,2043,2.961
REGION1,PWRDSLG01,2044,2.9987
REGION1,PWRDSLG01,2045,3.033
REGION1,PWRDSLG01,2046,3.0642
REGION1,PWRDSLG01,2047,3.0925
REGION1,PWRDSLG01,2048,3.1183
REGION1,PWRDSLG01,2049,3.1417
REGION1,PWRDSLG01,2050,3.1629
REGION1,PWRDSLH01,2025,1.0701
REGION1,PWRDSLH01,2029,1.8009
REGION1,PWRDSLH01,2030,1.9441
REGION1,PWRDSLH01,2031,2.0742
REGION1,PWRDSLH01,2033,2.3001
REGION1,PWRDSLH01,2034,2.3979
REGION1,PWRDSLH01,2035,2.4868
REGION1,PWRDSLH01,2036,2.5676
REGION1,PWRDSLH01,2037,2.6411
REGION1,PWRDSLH01,2038,2.7079
REGION1,PWRDSLH01,2039,2.7686
REGION1,PWRDSLH01,2040,2.8238
REGION1,PWRDSLH01,2041,2.874
REGION1,PWRDSLH01,2042,2.9196
REGION1,PWRDSLH01,2043,2.961
REGION1,PWRDSLH01,2044,2.9987
REGION1,PWRDSLH01,2045,3.033
REGION1,PWRDSLH01,2046,3.0642
REGION1,PWRDSLH01,2047,3.0925
REGION1,PWRDSLH01,2048,3.1183
REGION1,PWRDSLH01,2049,3.1417
REGION1,PWRDSLH01,2050,3.1629
REGION1,PWRDSLI01,2025,1.0701
REGION1,PWRDSLI01,2029,1.8009
REGION1,PWRDSLI01,2030,1.9441
REGION1,PWRDSLI01,2031,2.0742
REGION1,PWRDSLI01,2033,2.3001
REGION1,PWRDSLI01,2034,2.3979
REGION1,PWRDSLI01,2035,2.4868
REGION1,PWRDSLI01,2036,2.5676
REGION1,PWRDSLI01,2037,2.6411
REGION1,PWRDSLI01,2038,2.7079
REGION1,PWRDSLI01,2039,2.7686
REGION1,PWRDSLI01,2040,2.8238
REGION1,PWRDSLI01,2041,2.874
REGION1,PWRDSLI01,2042,2.9196
REGION1,PWRDSLI01,2043,2.961
REGION1,PWRDSLI01,2044,2.9987
REGION1,PWRDSLI01,2045,3.033
REGION1,PWRDSLI01,2046,3.0642
REGION1,PWRDSLI01,2047,3.0925
REGION1,PWRDSLI01,2048,3.1183
REGION1,PWRDSLI01,2049,3.1417
REGION1,PWRDSLI01,2050,3.1629
REGION1,PWRDSLJ02,2025,1.0701
REGION1,PWRDSLJ02,2029,1.8009
REGION1,PWRDSLJ02,2030,1.9441
REGION1,PWRDSLJ02,2031,2.0742
REGION1,PWRDSLJ02,2033,2.3001
REGION1,PWRDSLJ02,2034,2.3979
REGION1,PWRDSLJ02,2035,2.4868
REGION1,PWRDSLJ02,2036,2.5676
REGION1,PWRDSLJ02,2037,2.6411
REGION1,PWRDSLJ02,2038,2.7079
REGION1,PWRDSLJ02,2039,2.7686
REGION1,PWRDSLJ02,2040,2.8238
REGION1,PWRDSLJ02,2041,2.874
REGION1,PWRDSLJ02,2042,2.9196
REGION1,PWRDSLJ02,2043,2.961
REGION1,PWRDSLJ02,2044,2.9987
REGION1,PWRDSLJ02,2045,3.033
REGION1,PWRDSLJ02,2046,3.0642
REGION1,PWRDSLJ02,2047,3.0925
REGION1,PWRDSLJ02,2048,3.1183
REGION1,PWRDSLJ02,2049,3.1417
REGION1,PWRDSLJ02,2050,3.1629
REGION1,PWRGEOA01,2022,0.7066
REGION1,PWRGEOA01,2023,1.3447
REGION1,PWRGEOA01,2024,1.9196
REGION1,PWRGEOA01,2025,2.4376
REGION1,PWRGEOA01,2026,2.9041
REGION1,PWRGEOA01,2027,3.3238
REGION1,PWRGEOA01,2028,3.7013
REGION1,PWRGEOA01,2029,4.0427
REGION1,PWRGEOA01,2030,4.3473
REGION1,PWRGEOA01,2031,4.6179
REGION1,PWRGEOA01,2032,4.8625
REGION1,PWRGEOA01,2033,5.0784
REGION1,PWRGEOA01,2034,5.2736
REGION1,PWRGEOA01,2035,5.4477
REGION1,PWRGEOA01,2036,5.5995
REGION1,PWRGEOA01,2037,5.737
REGION1,PWRGEOA01,2038,5.8554
REGION1,PWRGEOA01,2039,5.9629
REGION1,PWRGEOA01,2047,6.6301
REGION1,PWRGEOA01,2048,6.6853
REGION1,PWRGEOA01,2049,6.7354
REGION1,PWRGEOA01,2050,6.7811
REGION1,PWRGEOB01,2022,0.7066
REGION1,PWRGEOB01,2023,1.3447
REGION1,PWRGEOB01,2024,1.9196
REGION1,PWRGEOB01,2025,2.4376
REGION1,PWRGEOB01,2026,2.9041
REGION1,PWRGEOB01,2027,3.3238
REGION1,PWRGEOB01,2028,3.7013
REGION1,PWRGEOB01,2029,4.0427
REGION1,PWRGEOB01,2030,4.3473
REGION1,PWRGEOB01,2031,4.6179
REGION1,PWRGEOB01,2032,4.8625
REGION1,PWRGEOB01,2033,5.0784
REGION1,PWRGEOB01,2034,5.2736
REGION1,PWRGEOB01,2035,5.4477
REGION1,PWRGEOB01,2036,5.5995
REGION1,PWRGEOB01,2037,5.737
REGION1,PWRGEOB01,2038,5.8554
REGION1,PWRGEOB01,2049,6.7354
REGION1,PWRGEOB01,2050,6.7811
REGION1,PWRGEOC01,2022,2.1199
REGION1,PWRGEOC01,2023,4.0341
REGION1,PWRGEOC01,2024,5.7588
REGION1,PWRGEOC01,2025,7.3128
REGION1,PWRGEOC01,2026,8.7122
REGION1,PWRGEOC01,2027,9.9715
REGION1,PWRGEOC01,2028,11.1039
REGION1,PWRGEOC01,2029,12.1281
REGION1,PWRGEOC01,2030,13.042
REGION1,PWRGEOC01,2031,13.8538
REGION1,PWRGEOC01,2032,14.5874
REGION1,PWRGEOC01,2033,15.2352
REGION1,PWRGEOC01,2034,15.8209
REGION1,PWRGEOC01,2035,16.3432
REGION1,PWRGEOC01,2036,16.7985
REGION1,PWRGEOC01,2037,17.2109
REGION1,PWRGEOC01,2038,17.5662
REGION1,PWRGEOC01,2047,19.8902
REGION1,PWRGEOC01,2048,20.0558
REGION1,PWRGEOC01,2049,20.2063
REGION1,PWRGEOC01,2050,20.3432
REGION1,PWRGEOD01,2022,0.7066
REGION1,PWRGEOD01,2023,1.3447
REGION1,PWRGEOD01,2024,1.9196
REGION1,PWRGEOD01,2025,2.4376
REGION1,PWRGEOD01,2026,2.9041
REGION1,PWRGEOD01,2027,3.3238
REGION1,PWRGEOD01,2028,3.7013
REGION1,PWRGEOD01,2029,4.0427
REGION1,PWRGEOD01,2030,4.3473
REGION1,PWRGEOD01,2031,4.6179
REGION1,PWRGEOD01,2032,4.8625
REGION1,PWRGEOD01,2033,5.0784
REGION1,PWRGEOD01,2034,5.2736
REGION1,PWRGEOD01,2035,5.4477
REGION1,PWRGEOD01,2036,5.5995
REGION1,PWRGEOD01,2037,5.737
REGION1,PWRGEOD01,2049,6.7354
REGION1,PWRGEOD01,2050,6.7811
REGION1,PWRGEOH01,2022,1.4133
REGION1,PWRGEOH01,2023,2.6894
REGION1,PWRGEOH01,2024,3.8392
REGION1,PWRGEOH01,2025,4.8752
REGION1,PWRGEOH01,2026,5.8081
REGION1,PWRGEOH01,2027,6.6477
REGION1,PWRGEOH01,2028,7.4026
REGION1,PWRGEOH01,2029,8.0854
REGION1,PWRGEOH01,2030,8.6946
REGION1,PWRGEOH01,2031,9.2359
REGION1,PWRGEOH01,2032,9.725
REGION1,PWRGEOH01,2033,10.1568
REGION1,PWRGEOH01,2034,10.5473
REGION1,PWRGEOH01,2035,8.9885
REGION1,PWRGEOH01,2050,13.5156
REGION1,PWRGEOJ01,2022,0.0061
REGION1,PWRGEOJ01,2023,0.0177
REGION1,PWRGEOJ01,2024,1.9196
REGION1,PWRGEOJ01,2025,2.4376
REGION1,PWRGEOJ01,2026,2.9041
REGION1,PWRGEOJ01,2027,3.3238
REGION1,PWRGEOJ01,2028,3.7013
REGION1,PWRGEOJ01,2029,4.0427
REGION1,PWRGEOJ01,2030,3.4381
REGION1,PWRGEOJ01,2050,1.2889
REGION1,PWRHFOI01,2049,3.2543
REGION1,PWRHYDA01,2025,3.958
REGION1,PWRHYDB01,2019,2.1715
REGION1,PWRHYDB01,2024,33.7823
REGION1,PWRHYDB01,2028,22.8781
REGION1,PWRHYDB01,2030,38.5909
REGION1,PWRHYDB01,2034,18.5449
REGION1,PWRHYDC01,2024,0.6073
REGION1,PWRHYDC01,2027,2.2198
REGION1,PWRHYDC01,2032,0.8068
REGION1,PWRHYDC01,2033,6.8454
REGION1,PWRHYDC01,2034,9.577
REGION1,PWRHYDD01,2024,9.0339
REGION1,PWRHYDE01,2024,0.7592
REGION1,PWRHYDE01,2030,27.168
REGION1,PWRHYDH01,2025,0.8373
REGION1,PWRHYDH01,2027,1.3012
REGION1,PWRHYDP01,2025,7.6116
REGION1,PWRHYDP01,2026,7.6351
REGION1,PWRHYDP01,2027,7.6544
REGION1,PWRHYDP01,2028,7.6772
REGION1,PWRHYDP01,2029,7.6959
REGION1,PWRHYDP01,2030,7.7182
REGION1,PWRHYDP01,2031,7.7207
REGION1,PWRHYDP01,2032,7.723
REGION1,PWRHYDP01,2033,7.7251
REGION1,PWRHYDP01,2034,7.7271
REGION1,PWRHYDP01,2035,7.7288
REGION1,PWRHYDP01,2036,7.7304
REGION1,PWRHYDP01,2037,7.7318
REGION1,PWRHYDP01,2038,7.7331
REGION1,PWRHYDP01,2039,7.7343
REGION1,PWRHYDP01,2040,1.5471
REGION1,PWRNGSA01,2029,1.8009
REGION1,PWRNGSA01,2030,1.9441
REGION1,PWRNGSA01,2031,2.0742
REGION1,PWRNGSA01,2033,2.3001
REGION1,PWRNGSA01,2034,2.3979
REGION1,PWRNGSA01,2035,2.4868
REGION1,PWRNGSA01,2036,2.5676
REGION1,PWRNGSA01,2037,2.6411
REGION1,PWRNGSA01,2038,2.7079
REGION1,PWRNGSA01,2039,2.7686
REGION1,PWRNGSA01,2040,2.8238
REGION1,PWRNGSA01,2041,2.874
REGION1,PWRNGSA01,2042,2.9196
REGION1,PWRNGSA01,2043,2.961
REGION1,PWRNGSA01,2044,2.9987
REGION1,PWRNGSA01,2045,3.033
REGION1,PWRNGSA01,2046,3.0642
REGION1,PWRNGSA01,2047,3.0925
REGION1,PWRNGSA01,2048,3.1183
REGION1,PWRNGSA01,2049,3.1417
REGION1,PWRNGSA01,2050,3.1629
REGION1,PWRNGSA02,2022,0.7719
REGION1,PWRNGSA02,2023,1.4737
REGION1,PWRNGSA02,2024,2.1117
REGION1,PWRNGSA02,2025,2.6916
REGION1,PWRNGSA02,2026,3.2189
REGION1,PWRNGSA02,2027,3.6982
REGION1,PWRNGSA02,2028,4.1339
REGION1,PWRNGSA02,2029,4.53
REGION1,PWRNGSA02,2030,4.8901
REGION1,PWRNGSA02,2031,5.2175
REGION1,PWRNGSA02,2032,5.5151
REGION1,PWRNGSA02,2033,5.7857
REGION1,PWRNGSA02,2034,6.0316
REGION1,PWRNGSA02,2035,6.2553
REGION1,PWRNGSA02,2036,6.4585
REGION1,PWRNGSA02,2037,6.6433
REGION1,PWRNGSA02,2038,6.8113
REGION1,PWRNGSA02,2039,6.964
REGION1,PWRNGSA02,2040,7.1029
REGION1,PWRNGSA02,2041,7.2291
REGION1,PWRNGSA02,2042,7.3438
REGION1,PWRNGSA02,2043,7.4481
REGION1,PWRNGSA02,2044,7.543
REGION1,PWRNGSA02,2045,7.6292
REGION1,PWRNGSA02,2046,7.7076
REGION1,PWRNGSA02,2047,7.7788
REGION1,PWRNGSA02,2048,7.8436
REGION1,PWRNGSA02,2049,7.9025
REGION1,PWRNGSA02,2050,7.956
REGION1,PWRNGSA04,2023,8.016
REGION1,PWRNGSA04,2024,12.5522
REGION1,PWRNGSA04,2025,15.9997
REGION1,PWRNGSA04,2030,21.5436
REGION1,PWRNGSA04,2034,35.8537
REGION1,PWRNGSA04,2046,2.0475
REGION1,PWRNGSA04,2047,13.719
REGION1,PWRNGSA04,2048,39.6361
REGION1,PWRNGSA04,2049,1.5614
REGION1,PWRNGSB02,2025,1.9405
REGION1,PWRNGSB02,2029,3.6019
REGION1,PWRNGSB02,2030,3.8882
REGION1,PWRNGSB02,2031,4.1485
REGION1,PWRNGSB02,2033,4.6003
REGION1,PWRNGSB02,2034,4.7958
REGION1,PWRNGSB02,2035,4.9736
REGION1,PWRNGSB02,2036,5.1352
REGION1,PWRNGSB02,2037,5.2822
REGION1,PWRNGSB02,2038,5.4157
REGION1,PWRNGSB02,2039,5.5372
REGION1,PWRNGSB02,2040,5.6476
REGION1,PWRNGSB02,2041,5.7479
REGION1,PWRNGSB02,2042,5.8392
REGION1,PWRNGSB02,2043,5.9221
REGION1,PWRNGSB02,2044,5.9975
REGION1,PWRNGSB02,2045,6.066
REGION1,PWRNGSB02,2046,6.1284
REGION1,PWRNGSB02,2047,6.185
REGION1,PWRNGSB02,2048,6.2365
REGION1,PWRNGSB02,2049,6.2833
REGION1,PWRNGSB02,2050,6.3259
REGION1,PWRNGSB03,2025,2.6916
REGION1,PWRNGSB03,2027,3.6982
REGION1,PWRNGSB03,2028,4.1339
REGION1,PWRNGSB03,2029,4.53
REGION1,PWRNGSB03,2030,4.8901
REGION1,PWRNGSB03,2031,5.2175
REGION1,PWRNGSB03,2033,5.7857
REGION1,PWRNGSB03,2034,6.0316
REGION1,PWRNGSB03,2035,6.2553
REGION1,PWRNGSB03,2036,6.4585
REGION1,PWRNGSB03,2037,6.6433
REGION1,PWRNGSB03,2038,6.8113
REGION1,PWRNGSB03,2039,6.964
REGION1,PWRNGSB03,2040,7.1029
REGION1,PWRNGSB03,2041,7.2291
REGION1,PWRNGSB03,2042,7.3438
REGION1,PWRNGSB03,2043,7.4481
REGION1,PWRNGSB03,2044,7.543
REGION1,PWRNGSB03,2045,7.6292
REGION1,PWRNGSB03,2046,7.7076
REGION1,PWRNGSB03,2047,7.7788
REGION1,PWRNGSB03,2048,7.8436
REGION1,PWRNGSB03,2049,7.9025
REGION1,PWRNGSB03,2050,7.956
REGION1,PWRNGSB06,2027,3.6982
REGION1,PWRNGSB06,2028,4.1339
REGION1,PWRNGSB06,2029,4.53
REGION1,PWRNGSB06,2030,4.8901
REGION1,PWRNGSB06,2031,5.2175
REGION1,PWRNGSB06,2033,5.7857
REGION1,PWRNGSB06,2034,6.0316
REGION1,PWRNGSB06,2035,6.2553
REGION1,PWRNGSB06,2036,6.4585
REGION1,PWRNGSB06,2037,6.6433
REGION1,PWRNGSB06,2038,6.8113
REGION1,PWRNGSB06,2039,6.964
REGION1,PWRNGSB06,2040,7.1029
REGION1,PWRNGSB06,2041,7.2291
REGION1,PWRNGSB06,2042,7.3438
REGION1,PWRNGSB06,2043,7.4481
REGION1,PWRNGSB06,2044,7.543
REGION1,PWRNGSB06,2045,7.6292
REGION1,PWRNGSB06,2046,7.7076
REGION1,PWRNGSB06,2047,7.7788
REGION1,PWRNGSB06,2048,7.8436
REGION1,PWRNGSB06,2049,7.9025
REGION1,PWRNGSB06,2050,7.956
REGION1,PWRNGSC01,2022,0.7719
REGION1,PWRNGSC01,2023,1.4737
REGION1,PWRNGSC01,2024,2.1117
REGION1,PWRNGSC01,2025,2.6916
REGION1,PWRNGSC01,2026,3.2189
REGION1,PWRNGSC01,2027,3.6982
REGION1,PWRNGSC01,2028,4.1339
REGION1,PWRNGSC01,2029,4.53
REGION1,PWRNGSC01,2030,4.8901
REGION1,PWRNGSC01,2031,5.2175
REGION1,PWRNGSC01,2032,5.5151
REGION1,PWRNGSC01,2033,5.7857
REGION1,PWRNGSC01,2034,6.0316
REGION1,PWRNGSC01,2035,6.2553
REGION1,PWRNGSC01,2036,6.4585
REGION1,PWRNGSC01,2037,6.6433
REGION1,PWRNGSC01,2038,6.8113
REGION1,PWRNGSC01,2039,6.964
REGION1,PWRNGSC01,2040,7.1029
REGION1,PWRNGSC01,2041,7.2291
REGION1,PWRNGSC01,2042,7.3438
REGION1,PWRNGSC01,2043,7.4481
REGION1,PWRNGSC01,2044,7.543
REGION1,PWRNGSC01,2045,7.6292
REGION1,PWRNGSC01,2046,7.7076
REGION1,PWRNGSC01,2047,7.7788
REGION1,PWRNGSC01,2048,7.8436
REGION1,PWRNGSC01,2049,7.9025
REGION1,PWRNGSC01,2050,7.956
REGION1,PWRNGSC02,2024,13.4743
REGION1,PWRNGSC02,2025,8.3475
REGION1,PWRNGSC02,2048,8.5845
REGION1,PWRNGSC02,2049,40.1957
REGION1,PWRNGSC04,2029,1.8009
REGION1,PWRNGSC04,2030,1.9441
REGION1,PWRNGSC04,2031,2.0742
REGION1,PWRNGSC04,2033,2.3001
REGION1,PWRNGSC04,2034,2.3979
REGION1,PWRNGSC04,2035,2.4868
REGION1,PWRNGSC04,2036,2.5676
REGION1,PWRNGSC04,2037,2.6411
REGION1,PWRNGSC04,2038,2.7079
REGION1,PWRNGSC04,2039,2.7686
REGION1,PWRNGSC04,2040,2.8238
REGION1,PWRNGSC04,2041,2.874
REGION1,PWRNGSC04,2042,2.9196
REGION1,PWRNGSC04,2043,2.961
REGION1,PWRNGSC04,2044,2.9987
REGION1,PWRNGSC04,2045,3.033
REGION1,PWRNGSC04,2046,3.0642
REGION1,PWRNGSC04,2047,3.0925
REGION1,PWRNGSC04,2048,3.1183
REGION1,PWRNGSC04,2049,3.1417
REGION1,PWRNGSC04,2050,3.1629
REGION1,PWRNGSC06,2024,2.1117
REGION1,PWRNGSC06,2025,2.6916
REGION1,PWRNGSC06,2027,3.6982
REGION1,PWRNGSC06,2029,4.53
REGION1,PWRNGSC06,2030,4.8901
REGION1,PWRNGSC06,2043,0.6159
REGION1,PWRNGSC06,2044,7.543
REGION1,PWRNGSC06,2045,7.6292
REGION1,PWRNGSC06,2046,7.7076
REGION1,PWRNGSC06,2047,7.7788
REGION1,PWRNGSC06,2048,7.8436
REGION1,PWRNGSC06,2049,7.9025
REGION1,PWRNGSC06,2050,7.956
REGION1,PWRNGSD01,2029,4.53
REGION1,PWRNGSD01,2030,4.8901
REGION1,PWRNGSD01,2031,5.2175
REGION1,PWRNGSD01,2033,5.7857
REGION1,PWRNGSD01,2034,6.0316
REGION1,PWRNGSD01,2035,6.2553
REGION1,PWRNGSD01,2036,6.4585
REGION1,PWRNGSD01,2037,6.6433
REGION1,PWRNGSD01,2038,6.8113
REGION1,PWRNGSD01,2039,0.7028
REGION1,PWRNGSD01,2040,7.1029
REGION1,PWRNGSD01,2041,7.2291
REGION1,PWRNGSD01,2042,7.3438
REGION1,PWRNGSD01,2043,7.4481
REGION1,PWRNGSD01,2044,7.543
REGION1,PWRNGSD01,2045,7.6292
REGION1,PWRNGSD01,2046,7.7076
REGION1,PWRNGSD01,2047,7.7788
REGION1,PWRNGSD01,2048,7.8436
REGION1,PWRNGSD01,2049,7.9025
REGION1,PWRNGSD01,2050,7.956
REGION1,PWRNGSD02,2048,62.1656
REGION1,PWRNGSD02,2049,62.6323
REGION1,PWRNGSD02,2050,18.4017
REGION1,PWRNGSE01,2023,0.5859
REGION1,PWRNGSE01,2024,0.8395
REGION1,PWRNGSE01,2025,1.0701
REGION1,PWRNGSE01,2029,1.8009
REGION1,PWRNGSE01,2030,1.9441
REGION1,PWRNGSE01,2031,2.0742
REGION1,PWRNGSE01,2033,2.3001
REGION1,PWRNGSE01,2034,2.3979
REGION1,PWRNGSE01,2035,2.4868
REGION1,PWRNGSE01,2036,2.5676
REGION1,PWRNGSE01,2037,2.6411
REGION1,PWRNGSE01,2038,2.7079
REGION1,PWRNGSE01,2039,2.7686
REGION1,PWRNGSE01,2040,2.8238
REGION1,PWRNGSE01,2041,2.874
REGION1,PWRNGSE01,2042,2.9196
REGION1,PWRNGSE01,2043,2.961
REGION1,PWRNGSE01,2044,2.9987
REGION1,PWRNGSE01,2045,3.033
REGION1,PWRNGSE01,2046,3.0642
REGION1,PWRNGSE01,2047,3.0925
REGION1,PWRNGSE01,2048,3.1183
REGION1,PWRNGSE01,2049,3.1417
REGION1,PWRNGSE01,2050,3.1629
REGION1,PWRNGSE02,2049,34.836
REGION1,PWRNGSE03,2023,1.4737
REGION1,PWRNGSE03,2024,2.1117
REGION1,PWRNGSE03,2025,2.6916
REGION1,PWRNGSE03,2026,0.7045
REGION1,PWRNGSE03,2027,3.6982
REGION1,PWRNGSE03,2028,2.9962
