r,t,y,CapitalInvestment
REGION1,PWRBIOA01,2017,90.387
REGION1,PWRBIOC01,2018,8.214
REGION1,PWRCOAA01,2020,142.6
REGION1,PWRCOAA01,2021,142.6
REGION1,PWRCOAA01,2022,142.6
REGION1,PWRCOAA01,2023,142.6
REGION1,PWRCOAA01,2024,142.6
REGION1,PWRCOAA01,2025,142.6
REGION1,PWRCOAA01,2026,142.6
REGION1,PWRCOAA01,2027,142.6
REGION1,PWRCOAA01,2028,142.6
REGION1,PWRCOAA01,2029,142.6
REGION1,PWRCOAA01,2030,142.6
REGION1,PWRCOAA01,2031,142.6
REGION1,PWRCOAA01,2032,142.6
REGION1,PWRCOAA01,2033,142.6
REGION1,PWRCOAA01,2034,142.6
REGION1,PWRCOAA01,2035,142.6
REGION1,PWRCOAA01,2036,142.6
REGION1,PWRCOAA01,2037,142.6
REGION1,PWRCOAA01,2038,142.6
REGION1,PWRCOAA01,2039,142.6
REGION1,PWRCOAA01,2040,142.6
REGION1,PWRCOAA01,2041,142.6
REGION1,PWRCOAA01,2042,142.6
REGION1,PWRCOAA01,2043,142.6
REGION1,PWRCOAA01,2044,142.6
REGION1,PWRCOAA01,2045,142.6
REGION1,PWRCOAA01,2046,142.6
REGION1,PWRCOAA01,2047,142.6
REGION1,PWRCOAA01,2048,142.6
REGION1,PWRCOAA01,2049,142.6
REGION1,PWRCOAA01,2050,142.6
REGION1,PWRCOAE01,2022,204.5
REGION1,PWRCOAE01,2023,204.5
REGION1,PWRCOAE01,2024,204.5
REGION1,PWRCOAE01,2025,204.5
REGION1,PWRCOAE01,2026,204.5
REGION1,PWRCOAE01,2027,204.5
REGION1,PWRCOAE01,2028,204.5
REGION1,PWRCOAE01,2029,204.5
REGION1,PWRCOAE01,2030,204.5
REGION1,PWRCOAE01,2031,204.5
REGION1,PWRCOAE01,2032,4.0863
REGION1,PWRCOAE01,2033,204.5
REGION1,PWRCOAE01,2034,204.5
REGION1,PWRCOAE01,2035,204.5
REGION1,PWRCOAE01,2036,204.5
REGION1,PWRCOAE01,2037,204.5
REGION1,PWRCOAE01,2038,204.5
REGION1,PWRCOAE01,2039,204.5
REGION1,PWRCOAE01,2040,204.5
REGION1,PWRCOAE01,2041,204.5
REGION1,PWRCOAE01,2042,204.5
REGION1,PWRCOAE01,2043,204.5
REGION1,PWRCOAE01,2044,204.5
REGION1,PWRCOAE01,2045,204.5
REGION1,PWRCOAE01,2046,204.5
REGION1,PWRCOAE01,2047,204.5
REGION1,PWRCOAE01,2048,204.5
REGION1,PWRCOAE01,2049,204.5
REGION1,PWRCOAE01,2050,204.5
REGION1,PWRCOAF01,2019,183.954
REGION1,PWRCOAF01,2024,285.2
REGION1,PWRCOAF01,2025,285.2
REGION1,PWRCOAF01,2026,36.4577
REGION1,PWRCOAF01,2027,285.2
REGION1,PWRCOAF01,2028,285.2
REGION1,PWRCOAF01,2029,285.2
REGION1,PWRCOAF01,2030,285.2
REGION1,PWRCOAF01,2031,285.2
REGION1,PWRCOAF01,2032,285.2
REGION1,PWRCOAF01,2033,285.2
REGION1,PWRCOAF01,2034,285.2
REGION1,PWRCOAF01,2035,285.2
REGION1,PWRCOAF01,2036,285.2
REGION1,PWRCOAF01,2037,285.2
REGION1,PWRCOAF01,2038,285.2
REGION1,PWRCOAF01,2039,285.2
REGION1,PWRCOAF01,2040,285.2
REGION1,PWRCOAF01,2041,285.2
REGION1,PWRCOAF01,2042,285.2
REGION1,PWRCOAF01,2043,285.2
REGION1,PWRCOAF01,2044,285.2
REGION1,PWRCOAF01,2045,285.2
REGION1,PWRCOAF01,2046,285.2
REGION1,PWRCOAF01,2047,285.2
REGION1,PWRCOAF01,2048,285.2
REGION1,PWRCOAF01,2049,285.2
REGION1,PWRCOAF01,2050,285.2
REGION1,PWRCOAF02,2043,272.9288
REGION1,PWRCOAF02,2044,352.1727
