r,t,f,y,UseByTechnologyAnnual
REGION1,DEMPWRDSL,DSL,2024,0.1574
REGION1,DEMPWRDSL,DSL,2025,0.2495
REGION1,DEMPWRDSL,DSL,2027,0.0204
REGION1,DEMPWRDSL,DSL,2028,0.0092
REGION1,DEMPWRDSL,DSL,2030,0.0411
REGION1,DEMPWRDSL,DSL,2047,0.0036
REGION1,DEMPWRDSL,DSL,2048,0.0258
REGION1,DEMPWRDSL,DSL,2049,0.0406
REGION1,DEMPWRDSL,DSL,2050,0.0359
REGION1,DEMPWRGEO,GEO,2017,31.9803
REGION1,DEMPWRGEO,GEO,2018,31.6324
REGION1,DEMPWRGEO,GEO,2019,17.23
REGION1,DEMPWRGEO,GEO,2020,76.0127
REGION1,DEMPWRGEO,GEO,2021,95.4605
REGION1,DEMPWRGEO,GEO,2022,114.7862
REGION1,DEMPWRGEO,GEO,2023,134.2443
REGION1,DEMPWRGEO,GEO,2024,155.1274
REGION1,DEMPWRGEO,GEO,2025,176.9819
REGION1,DEMPWRGEO,GEO,2026,198.8363
REGION1,DEMPWRGEO,GEO,2027,220.6908
REGION1,DEMPWRGEO,GEO,2028,242.5452
REGION1,DEMPWRGEO,GEO,2029,264.3997
REGION1,DEMPWRGEO,GEO,2030,285.7463
REGION1,DEMPWRGEO,GEO,2031,305.1724
REGION1,DEMPWRGEO,GEO,2032,324.5986
REGION1,DEMPWRGEO,GEO,2033,344.0248
REGION1,DEMPWRGEO,GEO,2034,363.451
REGION1,DEMPWRGEO,GEO,2035,382.0271
REGION1,DEMPWRGEO,GEO,2036,396.5967
REGION1,DEMPWRGEO,GEO,2037,411.1664
REGION1,DEMPWRGEO,GEO,2038,423.3077
REGION1,DEMPWRGEO,GEO,2039,425.736
REGION1,DEMPWRGEO,GEO,2040,425.736
REGION1,DEMPWRGEO,GEO,2041,425.736
REGION1,DEMPWRGEO,GEO,2042,425.736
REGION1,DEMPWRGEO,GEO,2043,425.736
REGION1,DEMPWRGEO,GEO,2044,425.736
REGION1,DEMPWRGEO,GEO,2045,425.736
REGION1,DEMPWRGEO,GEO,2046,425.736
REGION1,DEMPWRGEO,GEO,2047,425.736
REGION1,DEMPWRGEO,GEO,2048,425.736
REGION1,DEMPWRGEO,GEO,2049,425.736
REGION1,DEMPWRGEO,GEO,2050,425.736
REGION1,DEMPWRHFO,HFO,2017,140.3349
REGION1,DEMPWRHFO,HFO,2018,147.0392
REGION1,DEMPWRHFO,HFO,2019,136.1722
REGION1,DEMPWRHFO,HFO,2020,107.9867
REGION1,DEMPWRHFO,HFO,2021,42.3027
REGION1,DEMPWRHFO,HFO,2022,34.4593
REGION1,DEMPWRHFO,HFO,2023,33.6543
REGION1,DEMPWRHFO,HFO,2024,19.5072
REGION1,DEMPWRHFO,HFO,2025,22.6692
REGION1,DEMPWRHFO,HFO,2026,23.4748
REGION1,DEMPWRHFO,HFO,2027,22.032
REGION1,DEMPWRHFO,HFO,2028,28.8653
REGION1,DEMPWRHFO,HFO,2029,28.3824
REGION1,DEMPWRHFO,HFO,2030,6.1959
REGION1,DEMPWRHFO,HFO,2031,7.3645
REGION1,DEMPWRHFO,HFO,2032,8.3933
REGION1,DEMPWRHFO,HFO,2033,9.7298
REGION1,DEMPWRHFO,HFO,2034,12.6148
REGION1,DEMPWRHFO,HFO,2035,11.0221
REGION1,DEMPWRHFO,HFO,2036,11.5451
REGION1,DEMPWRHFO,HFO,2037,12.1069
REGION1,DEMPWRHFO,HFO,2038,12.5162
REGION1,DEMPWRHFO,HFO,2039,11.0261
REGION1,DEMPWRHFO,HFO,2040,11.188
REGION1,DEMPWRHFO,HFO,2041,11.6223
REGION1,DEMPWRHFO,HFO,2042,12.111
REGION1,DEMPWRHFO,HFO,2043,12.3415
REGION1,DEMPWRHFO,HFO,2044,13.2196
REGION1,DEMPWRHFO,HFO,2045,14.601
REGION1,DEMPWRHFO,HFO,2046,15.1393
REGION1,DEMPWRHFO,HFO,2047,8.2522
REGION1,DEMPWRHFO,HFO,2048,2.1293
REGION1,DEMPWRHFO,HFO,2049,1.3704
REGION1,DEMPWRHFO,HFO,2050,1.3855
REGION1,DEMPWRHYD,HYD,2017,158.2224
REGION1,DEMPWRHYD,HYD,2018,157.6926
REGION1,DEMPWRHYD,HYD,2019,152.2252
REGION1,DEMPWRHYD,HYD,2020,158.0584
REGION1,DEMPWRHYD,HYD,2021,158.0584
REGION1,DEMPWRHYD,HYD,2022,158.0584
REGION1,DEMPWRHYD,HYD,2023,158.0584
REGION1,DEMPWRHYD,HYD,2024,165.4
REGION1,DEMPWRHYD,HYD,2025,152.3189
REGION1,DEMPWRHYD,HYD,2026,153.5803
REGION1,DEMPWRHYD,HYD,2027,155.422
REGION1,DEMPWRHYD,HYD,2028,160.4426
REGION1,DEMPWRHYD,HYD,2029,161.704
REGION1,DEMPWRHYD,HYD,2030,173.7129
REGION1,DEMPWRHYD,HYD,2031,174.9743
REGION1,DEMPWRHYD,HYD,2032,176.3676
REGION1,DEMPWRHYD,HYD,2033,178.7468
REGION1,DEMPWRHYD,HYD,2034,180.5625
REGION1,DEMPWRHYD,HYD,2035,181.824
REGION1,DEMPWRHYD,HYD,2036,183.0854
REGION1,DEMPWRHYD,HYD,2037,184.3468
REGION1,DEMPWRHYD,HYD,2038,185.6083
REGION1,DEMPWRHYD,HYD,2039,186.8697
REGION1,DEMPWRHYD,HYD,2040,187.122
REGION1,DEMPWRHYD,HYD,2041,187.122
REGION1,DEMPWRHYD,HYD,2042,187.122
REGION1,DEMPWRHYD,HYD,2043,187.122
REGION1,DEMPWRHYD,HYD,2044,187.122
REGION1,DEMPWRHYD,HYD,2045,187.122
REGION1,DEMPWRHYD,HYD,2046,187.122
REGION1,DEMPWRHYD,HYD,2047,187.122
REGION1,DEMPWRHYD,HYD,2048,187.122
REGION1,DEMPWRHYD,HYD,2049,187.122
REGION1,DEMPWRHYD,HYD,2050,187.122
REGION1,DEMPWRLPG,LPG,2017,2.865
REGION1,DEMPWRLPG,LPG,2018,2.865
REGION1,DEMPWRLPG,LPG,2019,2.865
REGION1,DEMPWRLPG,LPG,2020,2.865
REGION1,DEMPWRLPG,LPG,2021,2.865
REGION1,DEMPWRLPG,LPG,2022,2.865
REGION1,DEMPWRLPG,LPG,2023,2.865
REGION1,DEMPWRLPG,LPG,2024,2.865
REGION1,DEMPWRLPG,LPG,2025,2.865
REGION1,DEMPWRLPG,LPG,2026,2.865
REGION1,DEMPWRLPG,LPG,2027,2.865
REGION1,DEMPWRLPG,LPG,2028,2.865
REGION1,DEMPWRLPG,LPG,2029,2.865
REGION1,DEMPWRLPG,LPG,2030,2.865
REGION1,DEMPWRLPG,LPG,2031,2.865
REGION1,DEMPWRLPG,LPG,2032,2.865
REGION1,DEMPWRLPG,LPG,2033,2.865
REGION1,DEMPWRLPG,LPG,2034,2.865
REGION1,DEMPWRLPG,LPG,2035,2.865
REGION1,DEMPWRLPG,LPG,2036,2.865
REGION1,DEMPWRLPG,LPG,2037,2.865
REGION1,DEMPWRLPG,LPG,2038,2.865
REGION1,DEMPWRLPG,LPG,2039,2.865
REGION1,DEMPWRLPG,LPG,2040,2.865
REGION1,DEMPWRLPG,LPG,2041,2.865
REGION1,DEMPWRLPG,LPG,2042,2.865
REGION1,DEMPWRLPG,LPG,2043,2.865
REGION1,DEMPWRLPG,LPG,2044,2.865
REGION1,DEMPWRLPG,LPG,2045,2.865
REGION1,DEMPWRLPG,LPG,2046,2.865
REGION1,DEMPWRLPG,LPG,2047,2.865
REGION1,DEMPWRLPG,LPG,2048,2.865
REGION1,DEMPWRLPG,LPG,2049,2.865
REGION1,DEMPWRLPG,LPG,2050,2.865
REGION1,DEMPWRNGS,NGS,2017,1322.7302
REGION1,DEMPWRNGS,NGS,2018,1420.2487
REGION1,DEMPWRNGS,NGS,2019,1542.5748
REGION1,DEMPWRNGS,NGS,2020,1403.7835
REGION1,DEMPWRNGS,NGS,2021,1641.2298
REGION1,DEMPWRNGS,NGS,2022,1742.4644
REGION1,DEMPWRNGS,NGS,2023,1772.3358
REGION1,DEMPWRNGS,NGS,2024,1808.2183
REGION1,DEMPWRNGS,NGS,2025,1842.948
REGION1,DEMPWRNGS,NGS,2026,1862.8519
REGION1,DEMPWRNGS,NGS,2027,1862.8652
REGION1,DEMPWRNGS,NGS,2028,1822.4991
REGION1,DEMPWRNGS,NGS,2029,1788.9918
REGION1,DEMPWRNGS,NGS,2030,1808.5968
REGION1,DEMPWRNGS,NGS,2031,1778.8629
REGION1,DEMPWRNGS,NGS,2032,1769.6573
REGION1,DEMPWRNGS,NGS,2033,1747.9319
REGION1,DEMPWRNGS,NGS,2034,1862.716
REGION1,DEMPWRNGS,NGS,2035,1812.0898
REGION1,DEMPWRNGS,NGS,2036,1759.3881
REGION1,DEMPWRNGS,NGS,2037,1708.9471
REGION1,DEMPWRNGS,NGS,2038,1676.3215
REGION1,DEMPWRNGS,NGS,2039,1673.9446
REGION1,DEMPWRNGS,NGS,2040,1674.5092
REGION1,DEMPWRNGS,NGS,2041,1679.3273
REGION1,DEMPWRNGS,NGS,2042,1697.5715
REGION1,DEMPWRNGS,NGS,2043,1742.5448
REGION1,DEMPWRNGS,NGS,2044,1813.4353
REGION1,DEMPWRNGS,NGS,2045,1815.0497
REGION1,DEMPWRNGS,NGS,2046,1821.2702
REGION1,DEMPWRNGS,NGS,2047,1864.5277
REGION1,DEMPWRNGS,NGS,2048,1913.0213
REGION1,DEMPWRNGS,NGS,2049,1960.3073
REGION1,DEMPWRNGS,NGS,2050,2020.1251
REGION1,DEMPWRSOL,SOL,2017,3.91
REGION1,DEMPWRSOL,SOL,2018,12.4878
REGION1,DEMPWRSOL,SOL,2019,19.13
REGION1,DEMPWRSOL,SOL,2020,28.107
REGION1,DEMPWRSOL,SOL,2021,28.107
REGION1,DEMPWRSOL,SOL,2022,28.5354
REGION1,DEMPWRSOL,SOL,2023,28.9734
REGION1,DEMPWRSOL,SOL,2024,28.9734
REGION1,DEMPWRSOL,SOL,2025,32.086
REGION1,DEMPWRSOL,SOL,2026,36.4437
REGION1,DEMPWRSOL,SOL,2027,43.914
REGION1,DEMPWRSOL,SOL,2028,62.8821
REGION1,DEMPWRSOL,SOL,2029,87.1606
REGION1,DEMPWRSOL,SOL,2030,114.5517
REGION1,DEMPWRSOL,SOL,2031,145.8639
REGION1,DEMPWRSOL,SOL,2032,177.1861
REGION1,DEMPWRSOL,SOL,2033,206.7675
REGION1,DEMPWRSOL,SOL,2034,241.6289
REGION1,DEMPWRSOL,SOL,2035,293.2146
REGION1,DEMPWRSOL,SOL,2036,349.0851
REGION1,DEMPWRSOL,SOL,2037,406.1825
REGION1,DEMPWRSOL,SOL,2038,462.4161
REGION1,DEMPWRSOL,SOL,2039,518.7338
REGION1,DEMPWRSOL,SOL,2040,574.7523
REGION1,DEMPWRSOL,SOL,2041,630.7947
REGION1,DEMPWRSOL,SOL,2042,684.3499
REGION1,DEMPWRSOL,SOL,2043,731.2811
REGION1,DEMPWRSOL,SOL,2044,772.4925
REGION1,DEMPWRSOL,SOL,2045,828.624
REGION1,DEMPWRSOL,SOL,2046,885.1276
REGION1,DEMPWRSOL,SOL,2047,932.7707
REGION1,DEMPWRSOL,SOL,2048,979.1147
REGION1,DEMPWRSOL,SOL,2049,1025.5905
REGION1,DEMPWRSOL,SOL,2050,1070.279
REGION1,DEMPWRURN,URN,2017,115.2353
REGION1,DEMPWRURN,URN,2018,144.7941
REGION1,DEMPWRURN,URN,2019,174.353
REGION1,DEMPWRURN,URN,2020,174.353
REGION1,DEMPWRURN,URN,2021,174.353
REGION1,DEMPWRURN,URN,2022,174.353
REGION1,DEMPWRURN,URN,2023,174.353
REGION1,DEMPWRURN,URN,2024,174.353
REGION1,DEMPWRURN,URN,2025,174.353
REGION1,DEMPWRURN,URN,2026,174.353
REGION1,DEMPWRURN,URN,2027,174.353
REGION1,DEMPWRURN,URN,2028,174.353
REGION1,DEMPWRURN,URN,2029,174.353
REGION1,DEMPWRURN,URN,2030,174.353
REGION1,DEMPWRURN,URN,2031,174.353
REGION1,DEMPWRURN,URN,2032,174.353
REGION1,DEMPWRURN,URN,2033,174.353
REGION1,DEMPWRURN,URN,2034,174.353
REGION1,DEMPWRURN,URN,2035,174.353
REGION1,DEMPWRURN,URN,2036,174.353
REGION1,DEMPWRURN,URN,2037,174.353
REGION1,DEMPWRURN,URN,2038,174.353
REGION1,DEMPWRURN,URN,2039,174.353
REGION1,DEMPWRURN,URN,2040,174.353
REGION1,DEMPWRURN,URN,2041,174.353
REGION1,DEMPWRURN,URN,2042,174.353
REGION1,DEMPWRURN,URN,2043,174.353
REGION1,DEMPWRURN,URN,2044,174.353
REGION1,DEMPWRURN,URN,2045,174.353
REGION1,DEMPWRURN,URN,2046,174.353
REGION1,DEMPWRURN,URN,2047,174.353
REGION1,DEMPWRURN,URN,2048,174.353
REGION1,DEMPWRURN,URN,2049,174.353
REGION1,DEMPWRURN,URN,2050,174.353
REGION1,DEMPWRWND,WND,2017,39.013
REGION1,DEMPWRWND,WND,2018,47.07
REGION1,DEMPWRWND,WND,2019,56.54
REGION1,DEMPWRWND,WND,2020,62.1961
REGION1,DEMPWRWND,WND,2021,62.1961
REGION1,DEMPWRWND,WND,2022,62.1961
REGION1,DEMPWRWND,WND,2023,62.1961
REGION1,DEMPWRWND,WND,2024,62.1961
REGION1,DEMPWRWND,WND,2025,62.1961
REGION1,DEMPWRWND,WND,2026,62.1961
REGION1,DEMPWRWND,WND,2027,62.1961
REGION1,DEMPWRWND,WND,2028,62.1961
REGION1,DEMPWRWND,WND,2029,62.1961
REGION1,DEMPWRWND,WND,2030,62.1961
REGION1,DEMPWRWND,WND,2031,62.1961
REGION1,DEMPWRWND,WND,2032,62.1961
REGION1,DEMPWRWND,WND,2033,62.1961
REGION1,DEMPWRWND,WND,2034,62.1961
REGION1,DEMPWRWND,WND,2035,62.1961
REGION1,DEMPWRWND,WND,2036,62.1961
REGION1,DEMPWRWND,WND,2037,62.1961
REGION1,DEMPWRWND,WND,2038,62.1961
REGION1,DEMPWRWND,WND,2039,62.1961
REGION1,DEMPWRWND,WND,2040,62.1961
REGION1,DEMPWRWND,WND,2041,62.1961
REGION1,DEMPWRWND,WND,2042,62.1961
REGION1,DEMPWRWND,WND,2043,54.1488
REGION1,DEMPWRWND,WND,2044,39.013
REGION1,DEMPWRWND,WND,2045,39.0131
REGION1,DEMPWRWND,WND,2046,39.013
REGION1,DEMPWRWND,WND,2047,39.0131
REGION1,DEMPWRWND,WND,2048,39.013
REGION1,DEMPWRWND,WND,2049,39.013
REGION1,DEMPWRWND,WND,2050,39.013
REGION1,DEMRESELCB02,ELCB02,2017,174.77
REGION1,DEMRESELCB02,ELCB02,2018,179.83
REGION1,DEMRESELCB02,ELCB02,2019,184.58
REGION1,DEMRESELCB02,ELCB02,2020,189.42
REGION1,DEMRESELCB02,ELCB02,2021,194.81
REGION1,DEMRESELCB02,ELCB02,2022,200.42
REGION1,DEMRESELCB02,ELCB02,2023,206.17
REGION1,DEMRESELCB02,ELCB02,2024,211.85
REGION1,DEMRESELCB02,ELCB02,2025,217.78
REGION1,DEMRESELCB02,ELCB02,2026,223.81
REGION1,DEMRESELCB02,ELCB02,2027,230.14
REGION1,DEMRESELCB02,ELCB02,2028,236.66
REGION1,DEMRESELCB02,ELCB02,2029,243.38
REGION1,DEMRESELCB02,ELCB02,2030,250.39
REGION1,DEMRESELCB02,ELCB02,2031,257.63
REGION1,DEMRESELCB02,ELCB02,2032,265.05
REGION1,DEMRESELCB02,ELCB02,2033,272.5
REGION1,DEMRESELCB02,ELCB02,2034,280.16
REGION1,DEMRESELCB02,ELCB02,2035,288.03
REGION1,DEMRESELCB02,ELCB02,2036,296.12
REGION1,DEMRESELCB02,ELCB02,2037,304.44
REGION1,DEMRESELCB02,ELCB02,2038,312.99
REGION1,DEMRESELCB02,ELCB02,2039,321.79
REGION1,DEMRESELCB02,ELCB02,2040,330.83
REGION1,DEMRESELCB02,ELCB02,2041,340.13
REGION1,DEMRESELCB02,ELCB02,2042,349.68
REGION1,DEMRESELCB02,ELCB02,2043,359.51
REGION1,DEMRESELCB02,ELCB02,2044,369.61
REGION1,DEMRESELCB02,ELCB02,2045,379.99
REGION1,DEMRESELCB02,ELCB02,2046,390.67
REGION1,DEMRESELCB02,ELCB02,2047,401.65
REGION1,DEMRESELCB02,ELCB02,2048,412.93
REGION1,DEMRESELCB02,ELCB02,2049,424.53
REGION1,DEMRESELCB02,ELCB02,2050,436.46
REGION1,DEMRESELCC02,ELCC02,2017,241.11
REGION1,DEMRESELCC02,ELCC02,2018,249.25
REGION1,DEMRESELCC02,ELCC02,2019,258.21
REGION1,DEMRESELCC02,ELCC02,2020,266.75
REGION1,DEMRESELCC02,ELCC02,2021,276.27
REGION1,DEMRESELCC02,ELCC02,2022,285.68
REGION1,DEMRESELCC02,ELCC02,2023,295.26
REGION1,DEMRESELCC02,ELCC02,2024,305.65
REGION1,DEMRESELCC02,ELCC02,2025,315.22
REGION1,DEMRESELCC02,ELCC02,2026,324.88
REGION1,DEMRESELCC02,ELCC02,2027,334.8
REGION1,DEMRESELCC02,ELCC02,2028,345.16
REGION1,DEMRESELCC02,ELCC02,2029,355.93
REGION1,DEMRESELCC02,ELCC02,2030,367.05
REGION1,DEMRESELCC02,ELCC02,2031,378.72
REGION1,DEMRESELCC02,ELCC02,2032,390.88
REGION1,DEMRESELCC02,ELCC02,2033,403.65
REGION1,DEMRESELCC02,ELCC02,2034,416.83
REGION1,DEMRESELCC02,ELCC02,2035,430.45
REGION1,DEMRESELCC02,ELCC02,2036,444.5
REGION1,DEMRESELCC02,ELCC02,2037,459.02
REGION1,DEMRESELCC02,ELCC02,2038,474.02
REGION1,DEMRESELCC02,ELCC02,2039,489.5
REGION1,DEMRESELCC02,ELCC02,2040,505.49
REGION1,DEMRESELCC02,ELCC02,2041,522.0
REGION1,DEMRESELCC02,ELCC02,2042,539.04
REGION1,DEMRESELCC02,ELCC02,2043,556.65
REGION1,DEMRESELCC02,ELCC02,2044,574.83
REGION1,DEMRESELCC02,ELCC02,2045,593.61
REGION1,DEMRESELCC02,ELCC02,2046,612.99
REGION1,DEMRESELCC02,ELCC02,2047,633.02
REGION1,DEMRESELCC02,ELCC02,2048,653.69
REGION1,DEMRESELCC02,ELCC02,2049,675.04
REGION1,DEMRESELCC02,ELCC02,2050,697.09
REGION1,DEMRESELCD02,ELCD02,2017,88.27
REGION1,DEMRESELCD02,ELCD02,2018,91.32
REGION1,DEMRESELCD02,ELCD02,2019,95.09
REGION1,DEMRESELCD02,ELCD02,2020,99.01
REGION1,DEMRESELCD02,ELCD02,2021,102.51
REGION1,DEMRESELCD02,ELCD02,2022,106.16
REGION1,DEMRESELCD02,ELCD02,2023,109.67
REGION1,DEMRESELCD02,ELCD02,2024,113.18
REGION1,DEMRESELCD02,ELCD02,2025,116.8
REGION1,DEMRESELCD02,ELCD02,2026,120.57
REGION1,DEMRESELCD02,ELCD02,2027,124.31
REGION1,DEMRESELCD02,ELCD02,2028,128.04
REGION1,DEMRESELCD02,ELCD02,2029,131.98
REGION1,DEMRESELCD02,ELCD02,2030,136.29
REGION1,DEMRESELCD02,ELCD02,2031,140.5
REGION1,DEMRESELCD02,ELCD02,2032,144.69
REGION1,DEMRESELCD02,ELCD02,2033,149.52
REGION1,DEMRESELCD02,ELCD02,2034,154.52
REGION1,DEMRESELCD02,ELCD02,2035,159.68
REGION1,DEMRESELCD02,ELCD02,2036,165.02
REGION1,DEMRESELCD02,ELCD02,2037,170.53
REGION1,DEMRESELCD02,ELCD02,2038,176.23
REGION1,DEMRESELCD02,ELCD02,2039,182.12
REGION1,DEMRESELCD02,ELCD02,2040,188.21
REGION1,DEMRESELCD02,ELCD02,2041,194.5
REGION1,DEMRESELCD02,ELCD02,2042,201.0
REGION1,DEMRESELCD02,ELCD02,2043,207.72
REGION1,DEMRESELCD02,ELCD02,2044,214.66
REGION1,DEMRESELCD02,ELCD02,2045,221.84
REGION1,DEMRESELCD02,ELCD02,2046,229.25
REGION1,DEMRESELCD02,ELCD02,2047,236.91
REGION1,DEMRESELCD02,ELCD02,2048,244.83
REGION1,DEMRESELCD02,ELCD02,2049,253.01
REGION1,DEMRESELCD02,ELCD02,2050,261.47
REGION1,DEMRESELCE02,ELCE02,2017,93.98
REGION1,DEMRESELCE02,ELCE02,2018,97.01
REGION1,DEMRESELCE02,ELCE02,2019,100.49
REGION1,DEMRESELCE02,ELCE02,2020,103.81
REGION1,DEMRESELCE02,ELCE02,2021,107.27
REGION1,DEMRESELCE02,ELCE02,2022,111.07
REGION1,DEMRESELCE02,ELCE02,2023,114.87
REGION1,DEMRESELCE02,ELCE02,2024,118.77
REGION1,DEMRESELCE02,ELCE02,2025,122.18
REGION1,DEMRESELCE02,ELCE02,2026,125.66
REGION1,DEMRESELCE02,ELCE02,2027,129.38
REGION1,DEMRESELCE02,ELCE02,2028,133.28
REGION1,DEMRESELCE02,ELCE02,2029,137.07
REGION1,DEMRESELCE02,ELCE02,2030,140.94
REGION1,DEMRESELCE02,ELCE02,2031,144.93
REGION1,DEMRESELCE02,ELCE02,2032,149.27
REGION1,DEMRESELCE02,ELCE02,2033,153.93
REGION1,DEMRESELCE02,ELCE02,2034,158.75
REGION1,DEMRESELCE02,ELCE02,2035,163.71
REGION1,DEMRESELCE02,ELCE02,2036,168.83
REGION1,DEMRESELCE02,ELCE02,2037,174.11
REGION1,DEMRESELCE02,ELCE02,2038,179.55
REGION1,DEMRESELCE02,ELCE02,2039,185.16
REGION1,DEMRESELCE02,ELCE02,2040,190.95
REGION1,DEMRESELCE02,ELCE02,2041,196.92
REGION1,DEMRESELCE02,ELCE02,2042,203.08
REGION1,DEMRESELCE02,ELCE02,2043,209.43
REGION1,DEMRESELCE02,ELCE02,2044,215.97
REGION1,DEMRESELCE02,ELCE02,2045,222.73
REGION1,DEMRESELCE02,ELCE02,2046,229.69
REGION1,DEMRESELCE02,ELCE02,2047,236.87
REGION1,DEMRESELCE02,ELCE02,2048,244.28
REGION1,DEMRESELCE02,ELCE02,2049,251.91
REGION1,DEMRESELCE02,ELCE02,2050,259.79
REGION1,DEMRESELCF02,ELCF02,2017,196.26
REGION1,DEMRESELCF02,ELCF02,2018,203.13
REGION1,DEMRESELCF02,ELCF02,2019,210.74
REGION1,DEMRESELCF02,ELCF02,2020,219.05
REGION1,DEMRESELCF02,ELCF02,2021,226.88
REGION1,DEMRESELCF02,ELCF02,2022,234.74
REGION1,DEMRESELCF02,ELCF02,2023,241.97
REGION1,DEMRESELCF02,ELCF02,2024,249.96
REGION1,DEMRESELCF02,ELCF02,2025,258.21
REGION1,DEMRESELCF02,ELCF02,2026,266.48
REGION1,DEMRESELCF02,ELCF02,2027,275.1
REGION1,DEMRESELCF02,ELCF02,2028,284.06
REGION1,DEMRESELCF02,ELCF02,2029,293.2
REGION1,DEMRESELCF02,ELCF02,2030,302.94
REGION1,DEMRESELCF02,ELCF02,2031,313.1
REGION1,DEMRESELCF02,ELCF02,2032,323.7
REGION1,DEMRESELCF02,ELCF02,2033,334.66
REGION1,DEMRESELCF02,ELCF02,2034,345.99
REGION1,DEMRESELCF02,ELCF02,2035,357.7
REGION1,DEMRESELCF02,ELCF02,2036,369.8
REGION1,DEMRESELCF02,ELCF02,2037,382.32
REGION1,DEMRESELCF02,ELCF02,2038,395.26
REGION1,DEMRESELCF02,ELCF02,2039,408.64
REGION1,DEMRESELCF02,ELCF02,2040,422.47
REGION1,DEMRESELCF02,ELCF02,2041,436.77
REGION1,DEMRESELCF02,ELCF02,2042,451.55
REGION1,DEMRESELCF02,ELCF02,2043,466.83
REGION1,DEMRESELCF02,ELCF02,2044,482.63
REGION1,DEMRESELCF02,ELCF02,2045,498.97
REGION1,DEMRESELCF02,ELCF02,2046,515.86
REGION1,DEMRESELCF02,ELCF02,2047,533.32
REGION1,DEMRESELCF02,ELCF02,2048,551.37
REGION1,DEMRESELCF02,ELCF02,2049,570.03
REGION1,DEMRESELCF02,ELCF02,2050,589.32
REGION1,DEMRESELCG02,ELCG02,2017,45.88
REGION1,DEMRESELCG02,ELCG02,2018,47.72
REGION1,DEMRESELCG02,ELCG02,2019,49.75
REGION1,DEMRESELCG02,ELCG02,2020,51.98
REGION1,DEMRESELCG02,ELCG02,2021,54.17
REGION1,DEMRESELCG02,ELCG02,2022,56.45
REGION1,DEMRESELCG02,ELCG02,2023,58.36
