r,t,y,AnnualFixedOperatingCost
REGION1,PWRBIOA01,2017,2.6922
REGION1,PWRBIOA01,2018,2.6922
REGION1,PWRBIOA01,2019,2.6922
REGION1,PWRBIOA01,2020,2.6922
REGION1,PWRBIOA01,2021,2.6922
REGION1,PWRBIOA01,2022,2.6922
REGION1,PWRBIOA01,2023,2.6922
REGION1,PWRBIOA01,2024,2.6922
REGION1,PWRBIOA01,2025,2.6922
REGION1,PWRBIOA01,2026,2.6922
REGION1,PWRBIOA01,2027,2.6922
REGION1,PWRBIOA01,2028,2.6922
REGION1,PWRBIOA01,2029,2.6922
REGION1,PWRBIOA01,2030,2.6537
REGION1,PWRBIOA01,2031,2.6537
REGION1,PWRBIOA01,2032,2.6537
REGION1,PWRBIOA01,2033,2.6537
REGION1,PWRBIOA01,2034,2.6537
REGION1,PWRBIOA01,2035,2.6537
REGION1,PWRBIOA01,2036,2.6537
REGION1,PWRBIOA01,2037,2.6537
REGION1,PWRBIOA01,2038,2.6537
REGION1,PWRBIOA01,2039,2.6537
REGION1,PWRBIOA01,2040,2.5384
REGION1,PWRBIOA01,2041,2.5384
REGION1,PWRBIOA01,2042,1.2692
REGION1,PWRBIOA03,2017,0.5172
REGION1,PWRBIOB01,2017,10.1716
REGION1,PWRBIOB01,2018,10.1716
REGION1,PWRBIOB01,2019,10.1716
REGION1,PWRBIOB01,2020,10.1716
REGION1,PWRBIOB01,2021,10.1716
REGION1,PWRBIOB01,2022,10.1716
REGION1,PWRBIOB01,2023,10.1716
REGION1,PWRBIOB01,2024,10.1716
REGION1,PWRBIOB01,2025,10.1716
REGION1,PWRBIOB01,2026,10.1716
REGION1,PWRBIOB01,2027,10.1716
REGION1,PWRBIOB01,2028,10.1716
REGION1,PWRBIOB01,2029,10.1716
REGION1,PWRBIOB01,2030,10.1716
REGION1,PWRBIOB01,2031,10.1716
REGION1,PWRBIOB01,2032,10.1716
REGION1,PWRBIOB01,2033,10.1716
REGION1,PWRBIOB01,2034,10.1716
REGION1,PWRBIOB01,2035,10.1716
REGION1,PWRBIOB01,2036,10.1716
REGION1,PWRBIOB01,2037,10.1716
REGION1,PWRBIOB01,2038,10.1716
REGION1,PWRBIOB01,2039,10.1716
REGION1,PWRBIOB01,2040,10.1716
REGION1,PWRBIOB01,2041,10.1716
REGION1,PWRBIOB01,2042,10.1716
REGION1,PWRBIOB01,2043,10.1716
REGION1,PWRBIOB01,2044,10.1716
REGION1,PWRBIOB01,2045,10.1716
REGION1,PWRBIOB01,2046,10.1716
REGION1,PWRBIOB01,2047,10.1716
REGION1,PWRBIOB01,2048,10.1716
REGION1,PWRBIOB01,2049,10.1716
REGION1,PWRBIOB01,2050,10.1716
REGION1,PWRBIOB02,2017,0.0385
REGION1,PWRBIOB02,2018,0.0385
REGION1,PWRBIOB02,2019,0.0385
REGION1,PWRBIOB02,2020,0.0385
REGION1,PWRBIOB02,2021,0.0385
REGION1,PWRBIOB02,2022,0.0385
REGION1,PWRBIOB02,2023,0.0385
REGION1,PWRBIOB02,2024,0.0385
REGION1,PWRBIOB02,2025,0.0385
REGION1,PWRBIOB02,2026,0.0385
REGION1,PWRBIOB02,2027,0.0385
REGION1,PWRBIOB02,2028,0.0385
REGION1,PWRBIOB02,2029,0.0385
REGION1,PWRBIOB02,2030,0.0385
REGION1,PWRBIOB02,2031,0.0385
REGION1,PWRBIOB02,2032,0.0385
REGION1,PWRBIOB02,2033,0.0385
REGION1,PWRBIOB02,2034,0.0385
REGION1,PWRBIOB02,2035,0.0385
REGION1,PWRBIOB02,2036,0.0385
REGION1,PWRBIOB02,2037,0.0385
REGION1,PWRBIOB02,2038,0.0385
REGION1,PWRBIOB02,2039,0.0385
REGION1,PWRBIOB02,2040,0.0385
REGION1,PWRBIOB02,2041,0.0385
REGION1,PWRBIOB02,2042,0.0385
REGION1,PWRBIOB02,2043,0.0385
REGION1,PWRBIOB02,2044,0.0385
REGION1,PWRBIOB02,2045,0.0385
REGION1,PWRBIOB02,2046,0.0385
REGION1,PWRBIOB02,2047,0.0385
REGION1,PWRBIOB02,2048,0.0385
REGION1,PWRBIOB02,2049,0.0385
REGION1,PWRBIOB02,2050,0.0385
REGION1,PWRBIOC01,2017,0.7307
REGION1,PWRBIOC01,2018,0.8461
REGION1,PWRBIOC01,2019,0.8461
REGION1,PWRBIOC01,2020,0.8461
REGION1,PWRBIOC01,2021,0.8461
REGION1,PWRBIOC01,2022,0.8461
REGION1,PWRBIOC01,2023,0.8461
REGION1,PWRBIOC01,2024,0.8461
REGION1,PWRBIOC01,2025,0.8461
REGION1,PWRBIOC01,2026,0.8461
REGION1,PWRBIOC01,2027,0.8461
REGION1,PWRBIOC01,2028,0.8461
REGION1,PWRBIOC01,2029,0.8461
REGION1,PWRBIOC01,2030,0.8461
REGION1,PWRBIOC01,2031,0.8461
REGION1,PWRBIOC01,2032,0.8461
REGION1,PWRBIOC01,2033,0.8461
REGION1,PWRBIOC01,2034,0.8461
REGION1,PWRBIOC01,2035,0.8461
REGION1,PWRBIOC01,2036,0.8461
REGION1,PWRBIOC01,2037,0.8461
REGION1,PWRBIOC01,2038,0.8461
REGION1,PWRBIOC01,2039,0.8461
REGION1,PWRBIOC01,2040,0.8461
REGION1,PWRBIOC01,2041,0.8461
REGION1,PWRBIOC01,2042,0.8461
REGION1,PWRBIOC01,2043,0.7307
REGION1,PWRBIOC01,2044,0.7307
REGION1,PWRBIOC01,2045,0.7307
REGION1,PWRBIOC01,2046,0.7307
REGION1,PWRBIOC01,2047,0.7307
REGION1,PWRBIOC01,2048,0.7307
REGION1,PWRBIOC01,2049,0.7307
REGION1,PWRBIOC01,2050,0.7307
REGION1,PWRBIOC02,2017,5.5599
REGION1,PWRBIOC02,2018,5.5599
REGION1,PWRBIOC02,2019,5.5599
REGION1,PWRBIOC02,2020,5.5599
REGION1,PWRBIOC02,2021,5.5599
REGION1,PWRBIOC02,2022,5.5599
REGION1,PWRBIOC02,2023,5.5599
REGION1,PWRBIOC02,2024,5.5599
REGION1,PWRBIOC02,2025,5.5599
REGION1,PWRBIOC02,2026,5.5599
REGION1,PWRBIOC02,2027,5.5599
REGION1,PWRBIOC02,2028,5.5599
REGION1,PWRBIOC02,2029,5.5599
REGION1,PWRBIOC02,2030,5.5599
REGION1,PWRBIOC02,2031,5.5599
REGION1,PWRBIOC02,2032,5.5599
REGION1,PWRBIOC02,2033,5.5599
REGION1,PWRBIOC02,2034,5.5599
REGION1,PWRBIOC02,2035,5.5599
REGION1,PWRBIOC02,2036,5.5599
REGION1,PWRBIOC02,2037,5.5599
REGION1,PWRBIOC02,2038,5.5599
REGION1,PWRBIOC02,2039,5.5599
REGION1,PWRBIOC02,2040,5.5599
REGION1,PWRBIOC02,2041,5.5599
REGION1,PWRBIOC02,2042,5.5599
REGION1,PWRBIOC02,2043,5.5599
REGION1,PWRBIOC02,2044,5.5599
REGION1,PWRBIOC02,2045,5.5599
REGION1,PWRBIOC02,2046,5.5599
REGION1,PWRBIOC02,2047,5.5599
REGION1,PWRBIOC02,2048,5.5599
REGION1,PWRBIOC02,2049,5.5599
REGION1,PWRBIOC02,2050,5.5599
REGION1,PWRBIOE01,2017,0.4231
REGION1,PWRBIOE01,2018,0.4231
REGION1,PWRBIOE01,2019,0.4231
REGION1,PWRBIOE01,2020,0.4231
REGION1,PWRBIOE01,2021,0.4231
REGION1,PWRBIOE01,2022,0.4231
REGION1,PWRBIOE01,2023,0.4231
REGION1,PWRBIOE01,2024,0.4231
REGION1,PWRBIOE01,2025,0.4231
REGION1,PWRBIOE01,2026,0.4231
REGION1,PWRBIOE01,2027,0.4231
REGION1,PWRBIOE01,2028,0.4231
REGION1,PWRBIOE01,2029,0.4231
REGION1,PWRBIOE01,2030,0.4231
